,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Mike Williams,LAC,WR,1,9,4,69,143,15.9,2.5,61,44.4,11.1,46.0,31.0,8,2.0,11.6,0,0
JuJu Smith-Schuster,PIT,WR,1,6,6,69,30,5.0,0.5,30,100.0,0.0,14.5,18.8,39,6.5,56.5,0,0
Jonathan Taylor,IND,RB,1,6,6,67,-22,-3.7,-0.8,-22,100.0,0.0,-8.1,13.0,89,14.8,132.8,1,0
Willie Snead,BAL,WR,1,4,4,64,42,10.5,1.1,42,100.0,0.0,17.6,16.0,22,5.5,34.4,0,0
Allen Lazard,GB,WR,1,4,4,63,39,9.8,0.6,39,100.0,0.0,11.4,10.0,24,6.0,38.1,0,0
Terry McLaurin,WAS,WR,1,7,5,61,67,9.6,1.0,30,71.4,0.0,28.0,22.6,31,6.2,50.8,0,0
Jarvis Landry,CLE,WR,1,6,5,61,72,12.0,1.4,55,83.3,0.0,24.2,17.1,6,1.2,9.8,0,0
Saquon Barkley,NYG,RB,1,9,6,60,30,3.3,0.5,5,66.7,11.1,13.6,24.3,55,9.2,91.7,0,0
CeeDee Lamb,DAL,WR,1,6,5,59,57,9.5,1.0,33,71.4,0.0,23.2,18.9,26,5.2,44.1,0,0
Cole Beasley,BUF,WR,1,7,4,58,50,7.1,0.9,46,57.1,14.3,17.9,15.6,12,3.0,20.7,0,0
Mark Andrews,BAL,TE,1,6,5,58,59,9.8,1.4,50,83.3,0.0,24.7,24.0,8,1.6,13.8,0,0
Julian Edelman,NE,WR,1,7,5,57,59,8.4,1.6,32,71.4,0.0,57.8,36.8,25,5.0,43.9,0,0
Diontae Johnson,PIT,WR,1,10,6,57,69,6.9,1.3,21,54.5,9.1,33.3,34.4,36,6.0,63.2,0,0
Bisi Johnson,MIN,WR,1,4,3,56,41,10.3,1.2,30,75.0,0.0,15.7,16.0,26,8.7,46.4,0,0
T.J. Hockenson,DET,TE,1,5,5,56,23,4.6,0.5,23,100.0,0.0,6.3,12.5,33,6.6,58.9,0,0
Jerry Jeudy,DEN,WR,1,8,4,56,101,12.6,2.3,27,50.0,25.0,36.1,25.0,29,7.3,51.8,0,0
Jalen Reagor,PHI,WR,1,4,1,55,144,36.0,3.6,51,25.0,0.0,27.4,9.5,4,4.0,7.3,0,0
Henry Ruggs,LV,WR,1,5,3,55,96,19.2,2.3,31,60.0,0.0,60.8,17.9,24,8.0,43.6,0,0
Marvin Jones,DET,WR,1,8,4,55,65,8.1,0.9,37,50.0,12.5,17.9,20.0,18,4.5,32.7,0,0
D.J. Moore,CAR,WR,1,9,4,54,95,10.6,1.6,46,44.4,11.1,35.6,26.5,8,2.0,14.8,0,0
T.Y. Hilton,IND,WR,1,9,4,53,103,11.4,1.7,52,44.4,0.0,37.7,19.6,1,0.3,1.9,1,0
A.J. Green,CIN,WR,1,9,5,51,127,14.1,2.8,36,55.6,0.0,35.9,22.0,15,3.0,29.4,0,1
Alvin Kamara,NO,RB,1,8,5,51,2,0.3,0.0,8,62.5,0.0,1.3,26.7,43,8.6,84.3,0,0
Travis Kelce,KC,TE,1,6,6,50,14,2.3,0.2,14,100.0,0.0,10.1,18.8,36,6.0,72.0,0,0
Steven Sims,WAS,WR,1,3,3,50,15,5.0,0.3,15,100.0,0.0,6.3,9.7,35,11.7,70.0,0,0
David Njoku,CLE,TE,1,3,3,50,43,14.3,2.5,43,100.0,0.0,14.5,8.6,7,2.3,14.0,0,0
Michael Gallup,DAL,WR,1,5,3,50,45,9.0,0.7,31,75.0,0.0,18.3,10.8,19,6.3,38.0,0,1
Jack Doyle,IND,TE,1,4,3,49,42,10.5,0.8,30,75.0,0.0,15.4,8.7,19,6.3,38.8,0,0
DeVante Parker,MIA,WR,1,4,4,47,41,10.3,1.8,41,100.0,0.0,16.8,13.3,6,1.5,12.8,0,0
Adam Humphries,TEN,WR,1,7,6,47,49,7.0,1.1,39,85.7,0.0,21.2,17.5,8,1.3,17.0,0,0
Keelan Cole,JAX,WR,1,5,5,47,32,6.4,1.0,32,100.0,0.0,36.8,25.0,15,3.0,31.9,0,0
Sterling Shepard,NYG,WR,1,6,6,47,35,5.8,0.7,35,100.0,0.0,15.9,16.2,12,2.0,25.5,0,0
DeSean Jackson,PHI,WR,1,7,2,46,210,30.0,5.7,39,28.6,0.0,40.0,16.7,7,3.5,15.2,0,0
Josh Jacobs,LV,RB,1,6,4,46,0,0.0,0.0,-3,66.7,0.0,0.0,21.4,49,12.3,106.5,0,0
Tyreek Hill,KC,WR,1,6,5,46,43,7.2,0.7,25,83.3,0.0,30.9,18.8,21,4.2,45.7,0,0
Nyheim Hines,IND,RB,1,8,8,45,0,0.0,0.0,0,100.0,0.0,0.0,17.4,45,5.6,100.0,0,0
Chris Carson,SEA,RB,1,6,6,45,-22,-3.7,-0.8,-22,100.0,0.0,-11.4,17.1,67,11.2,148.9,0,0
Darren Waller,LV,TE,1,8,6,45,28,3.5,0.5,11,75.0,0.0,17.7,28.6,34,5.7,75.6,0,0
C.J. Uzomah,CIN,TE,1,5,4,45,46,9.2,0.9,23,80.0,0.0,13.0,12.2,22,5.5,48.9,0,0
George Kittle,SF,TE,1,5,4,44,27,5.4,0.4,29,80.0,20.0,12.1,15.2,15,3.8,34.1,0,0
Quintez Cephus,DET,WR,1,10,3,43,117,11.7,1.9,33,33.3,11.1,32.2,22.5,10,3.3,23.3,0,0
Preston Williams,MIA,WR,1,7,2,41,98,14.0,1.8,35,28.6,0.0,40.2,23.3,6,3.0,14.6,2,0
Kyle Juszczyk,SF,FB,1,2,1,41,16,8.0,0.4,18,33.3,33.3,7.1,9.1,23,23.0,56.1,0,0
Tyler Higbee,LAR,TE,1,4,3,40,26,6.5,0.4,10,75.0,0.0,20.6,14.3,30,10.0,75.0,0,0
Cooper Kupp,LAR,WR,1,5,4,40,19,3.8,0.3,22,80.0,0.0,15.1,17.9,18,4.5,45.0,0,0
Jordan Akins,HOU,TE,1,2,2,39,24,12.0,0.5,24,100.0,0.0,9.5,6.5,15,7.5,38.5,0,0
N'Keal Harry,NE,WR,1,6,5,39,22,3.7,0.4,17,83.3,0.0,21.6,31.6,22,4.4,56.4,0,0
Chase Claypool,PIT,WR,1,2,2,39,32,16.0,1.7,32,100.0,0.0,15.5,6.3,7,3.5,17.9,0,0
A.J. Brown,TEN,WR,1,8,5,39,47,5.9,0.7,25,62.5,0.0,20.3,20.0,14,2.8,35.9,1,0
Darnell Mooney,CHI,WR,1,3,3,38,30,10.0,1.4,30,100.0,0.0,8.3,8.6,8,2.7,21.1,0,0
Hayden Hurst,ATL,TE,1,5,3,38,93,18.6,1.5,35,50.0,16.7,17.6,11.8,3,1.0,7.9,0,0
Curtis Samuel,CAR,WR,1,8,5,38,61,7.6,1.2,33,62.5,12.5,22.8,23.5,5,1.0,13.2,0,0
Christian McCaffrey,CAR,RB,1,4,3,38,4,1.0,0.1,3,75.0,0.0,1.5,11.8,35,11.7,92.1,1,0
Chris Herndon,NYJ,TE,1,7,6,37,42,6.0,1.1,23,85.7,0.0,17.8,21.2,14,2.3,37.8,0,0
Miles Boykin,BAL,WR,1,4,3,37,21,5.3,0.5,12,75.0,25.0,8.8,16.0,25,8.3,67.6,0,0
Laviska Shenault,JAX,WR,1,4,3,37,34,8.5,1.1,22,75.0,0.0,39.1,20.0,15,5.0,40.5,0,0
Keenan Allen,LAC,WR,1,8,4,37,84,10.5,1.2,14,50.0,0.0,27.0,27.6,23,5.8,62.2,0,0
Logan Thomas,WAS,TE,1,8,4,37,72,9.0,1.4,23,50.0,0.0,30.1,25.8,14,3.5,37.8,0,0
O.J. Howard,TB,TE,1,6,4,36,68,11.3,1.8,36,66.7,0.0,24.5,18.2,0,0.0,0.0,1,0
Jonnu Smith,TEN,TE,1,7,4,36,12,1.7,0.2,1,57.1,0.0,5.2,17.5,35,8.8,97.2,0,0
Kendrick Bourne,SF,WR,1,5,2,34,60,12.0,1.1,21,40.0,0.0,26.8,15.2,13,6.5,38.2,1,0
Larry Fitzgerald,ARI,WR,1,5,4,34,15,3.0,0.2,11,80.0,0.0,7.7,13.9,28,7.0,82.4,0,0
James Washington,PIT,WR,1,3,2,34,42,14.0,1.1,18,66.7,0.0,20.3,9.4,16,8.0,47.1,0,0
Tyler Boyd,CIN,WR,1,5,4,33,34,6.8,0.6,27,80.0,0.0,9.6,12.2,6,1.5,18.2,0,0
Le'Veon Bell,NYJ,RB,1,2,2,32,21,10.5,0.7,21,100.0,0.0,8.9,6.1,11,5.5,34.4,0,0
David Johnson,HOU,RB,1,4,3,32,-6,-1.5,-0.1,-4,75.0,0.0,-2.4,12.9,36,12.0,112.5,0,0
Malcolm Brown,LAR,RB,1,4,3,31,-21,-5.3,-0.5,-15,75.0,25.0,-16.7,14.3,46,15.3,148.4,0,0
Greg Ward,PHI,WR,1,7,5,31,37,5.3,1.2,18,71.4,14.3,7.0,16.7,13,2.6,41.9,0,0
Ezekiel Elliott,DAL,RB,1,4,3,31,6,1.5,0.1,3,75.0,0.0,2.4,10.8,28,9.3,90.3,0,1
Van Jefferson,LAR,WR,1,3,1,31,52,17.3,1.6,27,33.3,0.0,41.3,10.7,4,4.0,12.9,0,0
Marlon Mack,IND,RB,1,3,3,30,-1,-0.3,-0.1,-1,100.0,0.0,-0.4,6.5,31,10.3,103.3,0,0
Mike Gesicki,MIA,TE,1,5,3,30,54,10.8,1.2,29,60.0,0.0,22.1,16.7,1,0.3,3.3,1,0
Alexander Mattison,MIN,RB,1,4,4,30,13,3.3,0.7,13,100.0,0.0,5.0,16.0,17,4.3,56.7,0,0
James White,NE,RB,1,3,3,30,8,2.7,0.4,8,100.0,0.0,7.8,15.8,22,7.3,73.3,0,0
Tim Patrick,DEN,WR,1,5,4,29,59,11.8,1.2,24,80.0,0.0,21.1,15.6,5,1.3,17.2,0,0
James Robinson,JAX,RB,1,1,1,28,-5,-5.0,-0.1,-5,100.0,0.0,-5.7,5.0,33,33.0,117.9,0,0
David Moore,SEA,WR,1,3,3,28,2,0.7,0.1,2,100.0,0.0,1.0,8.6,26,8.7,92.9,0,0
Kyle Rudolph,MIN,TE,1,2,2,28,21,10.5,0.7,21,100.0,0.0,8.0,8.0,7,3.5,25.0,0,0
Marvin Hall,DET,WR,1,2,1,26,62,31.0,3.9,17,50.0,0.0,17.1,5.0,9,9.0,34.6,0,0
Justin Jefferson,MIN,WR,1,3,2,26,7,2.3,0.2,3,66.7,33.3,2.7,12.0,23,11.5,88.5,0,0
Myles Gaskin,MIA,RB,1,4,4,26,1,0.3,0.0,1,100.0,0.0,0.4,13.3,25,6.3,96.2,0,0
Dawson Knox,BUF,TE,1,3,2,26,19,6.3,0.3,10,66.7,0.0,6.8,6.7,16,8.0,61.5,0,0
Ryan Izzo,NE,TE,1,2,1,25,17,8.5,0.3,14,50.0,0.0,16.7,10.5,11,11.0,44.0,0,0
DJ Chark,JAX,WR,1,3,3,25,16,5.3,0.4,16,100.0,0.0,18.4,15.0,9,3.0,36.0,1,0
Jimmy Graham,CHI,TE,1,7,3,25,33,4.7,0.6,13,50.0,0.0,9.1,17.1,12,4.0,48.0,0,0
Jakeem Grant,MIA,WR,1,3,3,25,20,6.7,0.6,20,100.0,0.0,8.2,10.0,5,1.7,20.0,0,0
Greg Olsen,SEA,TE,1,4,4,24,16,4.0,0.4,16,100.0,0.0,8.3,11.4,8,2.0,33.3,0,0
Randall Cobb,HOU,WR,1,3,2,23,11,3.7,0.2,2,66.7,0.0,4.3,9.7,21,10.5,91.3,0,0
Nelson Agholor,LV,WR,1,1,1,23,23,23.0,1.9,23,100.0,0.0,14.6,3.6,0,0.0,0.0,0,0
Devontae Booker,LV,RB,1,3,3,23,1,0.3,0.1,1,100.0,0.0,0.6,10.7,22,7.3,95.7,0,0
Devin Singletary,BUF,RB,1,7,5,23,16,2.3,0.3,4,71.4,14.3,5.7,15.6,19,3.8,82.6,0,0
Tony Pollard,DAL,RB,1,3,2,22,-3,-1.0,-0.3,-1,66.7,0.0,-1.2,8.1,23,11.5,104.5,0,0
Odell Beckham,CLE,WR,1,10,3,22,102,10.2,1.9,15,33.3,11.1,34.3,25.7,7,2.3,31.8,1,0
Giovani Bernard,CIN,RB,1,5,4,21,-3,-0.6,-0.2,-2,80.0,0.0,-0.8,12.2,23,5.8,109.5,0,0
Adrian Peterson,DET,RB,1,3,3,21,4,1.3,0.2,4,100.0,0.0,1.1,7.5,17,5.7,81.0,0,0
Dontrelle Inman,WAS,WR,1,5,2,21,69,13.8,1.9,14,40.0,0.0,28.9,16.1,7,3.5,33.3,0,0
Jamaal Williams,GB,RB,1,4,4,21,-4,-1.0,-0.1,-4,100.0,0.0,-1.2,10.0,25,6.3,119.0,0,0
Hunter Renfrow,LV,WR,1,2,2,21,4,2.0,0.1,4,100.0,0.0,2.5,7.1,17,8.5,81.0,2,0
Dan Arnold,ARI,TE,1,2,2,21,8,4.0,0.2,8,100.0,0.0,4.1,5.6,13,6.5,61.9,0,0
Mo Alie-Cox,IND,TE,1,2,2,20,6,3.0,0.2,6,100.0,0.0,2.2,4.3,14,7.0,70.0,0,0
Demarcus Robinson,KC,WR,1,6,3,20,38,6.3,1.2,-3,50.0,16.7,27.3,18.8,23,7.7,115.0,0,0
Brandin Cooks,HOU,WR,1,5,2,20,44,8.8,1.4,3,40.0,0.0,17.4,16.1,17,8.5,85.0,0,0
Jerick McKinnon,SF,RB,1,5,3,20,32,6.4,1.7,5,60.0,20.0,14.3,15.2,15,5.0,75.0,1,0
Darren Fells,HOU,TE,1,2,2,19,6,3.0,0.2,6,100.0,0.0,2.4,6.5,13,6.5,68.4,0,0
Boston Scott,PHI,RB,1,2,2,19,-9,-4.5,-0.2,-9,100.0,0.0,-1.7,4.8,28,14.0,147.4,0,0
Chase Edmonds,ARI,RB,1,5,3,19,6,1.2,0.2,6,60.0,0.0,3.1,13.9,13,4.3,68.4,0,0
DaeSean Hamilton,DEN,WR,1,3,1,18,76,25.3,1.6,16,33.3,0.0,27.1,9.4,2,2.0,11.1,0,0
Zach Pascal,IND,WR,1,3,2,18,31,10.3,0.7,16,66.7,33.3,11.4,6.5,2,1.0,11.1,0,0
Zach Ertz,PHI,TE,1,7,3,18,61,8.7,1.1,13,42.9,14.3,11.6,16.7,5,1.7,27.8,0,0
Eric Ebron,PIT,TE,1,2,1,18,39,19.5,1.0,16,50.0,0.0,18.8,6.3,2,2.0,11.1,0,0
Breshad Perriman,NYJ,WR,1,5,3,17,32,6.4,0.6,7,60.0,0.0,13.6,15.2,10,3.3,58.8,1,0
Michael Thomas,NO,WR,1,5,3,17,44,8.8,0.8,14,60.0,0.0,29.3,16.7,3,1.0,17.6,0,0
C.J. Board,NYG,WR,1,2,2,17,15,7.5,0.7,15,100.0,0.0,6.8,5.4,2,1.0,11.8,0,0
John Ross,CIN,WR,1,5,2,17,61,12.2,1.1,13,40.0,20.0,17.2,12.2,4,2.0,23.5,0,0
Mike Thomas,CIN,WR,1,3,2,17,29,9.7,1.9,17,66.7,0.0,8.2,7.3,0,0.0,0.0,0,0
Josh Reynolds,LAR,WR,1,1,1,17,5,5.0,0.1,5,100.0,0.0,4.0,3.6,12,12.0,70.6,0,0
Isaiah McKenzie,BUF,WR,1,3,3,17,-11,-3.7,-0.7,-11,100.0,0.0,-3.9,6.7,28,9.3,164.7,0,0
Freddie Swain,SEA,WR,1,1,1,17,5,5.0,0.3,5,100.0,0.0,2.6,2.9,12,12.0,70.6,0,0
Kaden Smith,NYG,TE,1,2,2,17,4,2.0,0.1,4,100.0,0.0,1.8,5.4,13,6.5,76.5,0,0
Deonte Harris,NO,WR,1,1,1,17,-7,-7.0,-1.0,-7,100.0,0.0,-4.7,3.3,24,24.0,141.2,0,0
Ian Thomas,CAR,TE,1,2,2,16,12,6.0,0.3,12,100.0,0.0,4.5,5.9,4,2.0,25.0,0,0
Zack Moss,BUF,RB,1,4,3,16,8,2.0,0.2,4,75.0,0.0,2.9,8.9,12,4.0,75.0,0,0
Gabriel Davis,BUF,WR,1,2,2,16,8,4.0,0.2,8,100.0,0.0,2.9,4.4,8,4.0,50.0,0,0
Jalen Guyton,LAC,WR,1,1,1,16,14,14.0,0.3,14,100.0,0.0,4.5,3.4,2,2.0,12.5,0,0
Ronald Jones,TB,RB,1,3,2,16,0,0.0,0.0,0,100.0,0.0,0.0,6.1,26,13.0,162.5,0,0
D'Andre Swift,DET,RB,1,5,3,15,12,2.4,0.4,-3,60.0,40.0,3.3,12.5,18,6.0,120.0,0,0
Austin Hooper,CLE,TE,1,2,2,15,15,7.5,0.3,15,100.0,0.0,5.1,5.7,0,0.0,0.0,0,0
Jalen Richard,LV,RB,1,1,1,15,6,6.0,0.9,6,100.0,0.0,3.8,3.6,9,9.0,60.0,0,0
Derrick Henry,TEN,RB,1,3,3,15,2,0.7,0.0,2,100.0,0.0,0.9,7.5,13,4.3,86.7,0,0
Emmanuel Sanders,NO,WR,1,5,3,15,21,4.2,0.6,6,60.0,0.0,14.0,16.7,9,3.0,60.0,2,0
Taysom Hill,NO,QB,1,1,1,14,-1,-1.0,-0.1,-1,100.0,0.0,-0.7,3.3,15,15.0,107.1,0,0
Wayne Gallman,NYG,RB,1,1,1,14,0,0.0,0.0,0,100.0,0.0,0.0,2.7,14,14.0,100.0,0,0
Collin Johnson,JAX,WR,1,1,1,14,12,12.0,1.3,12,100.0,0.0,13.8,5.0,2,2.0,14.3,0,0
Josh Adams,NYJ,RB,1,2,2,14,5,2.5,0.4,5,100.0,0.0,2.1,6.1,9,4.5,64.3,0,0
Leonard Fournette,TB,RB,1,1,1,14,1,1.0,0.1,1,100.0,0.0,0.4,3.0,13,13.0,92.9,0,0
Isaiah Ford,MIA,WR,1,5,2,13,31,6.2,0.7,10,40.0,40.0,12.7,16.7,3,1.5,23.1,0,0
Levine Toilolo,NYG,TE,1,1,1,13,4,4.0,0.2,4,100.0,0.0,1.8,2.7,9,9.0,69.2,0,0
Jordan Reed,SF,TE,1,2,2,12,5,2.5,0.5,5,100.0,0.0,2.2,6.1,7,3.5,58.3,0,0
KhaDarel Hodge,CLE,WR,1,3,1,12,32,10.7,0.8,11,33.3,0.0,10.8,8.6,1,1.0,8.3,0,0
Blake Jarwin,DAL,TE,1,1,1,12,12,12.0,0.5,12,100.0,0.0,4.9,2.7,0,0.0,0.0,0,0
Cordarrelle Patterson,CHI,WR,1,1,1,12,3,3.0,0.3,3,100.0,0.0,0.8,2.9,9,9.0,75.0,0,0
Royce Freeman,DEN,RB,1,1,1,12,3,3.0,0.5,3,100.0,0.0,1.1,3.1,9,9.0,75.0,0,0
Josiah Deguara,GB,TE,1,2,1,12,20,10.0,0.8,1,50.0,0.0,5.8,5.0,11,11.0,91.7,0,0
Devin Duvernay,BAL,WR,1,1,1,12,-2,-2.0,-0.2,-2,100.0,0.0,-0.8,4.0,14,14.0,116.7,0,0
Irv Smith,MIN,TE,1,1,1,11,11,11.0,0.4,11,100.0,0.0,4.2,4.0,0,0.0,0.0,0,0
Dalton Schultz,DAL,TE,1,4,1,11,16,4.0,0.3,7,25.0,50.0,6.5,10.8,4,4.0,36.4,0,0
Phillip Lindsay,DEN,RB,1,1,1,11,4,4.0,0.2,4,100.0,0.0,1.4,3.1,7,7.0,63.6,0,0
Rob Gronkowski,TB,TE,1,3,2,11,21,7.0,0.4,-6,66.7,0.0,7.6,9.1,17,8.5,154.5,0,0
Virgil Green,LAC,TE,1,2,1,10,9,4.5,0.4,5,50.0,50.0,2.9,6.9,5,5.0,50.0,0,0
Aaron Jones,GB,RB,1,6,4,10,2,0.3,0.0,-11,66.7,0.0,0.6,15.0,21,5.3,210.0,0,0
Michael Pittman,IND,WR,1,2,2,10,11,5.5,0.3,11,100.0,0.0,4.0,4.3,-1,-0.5,-10.0,0,0
David Montgomery,CHI,RB,1,3,1,10,-2,-0.7,-0.1,4,33.3,0.0,-0.6,8.6,6,6.0,60.0,0,0
Bryan Edwards,LV,WR,1,1,1,9,-1,-1.0,0.0,-1,100.0,0.0,-0.6,3.6,10,10.0,111.1,0,0
Patrick Laird,MIA,RB,1,2,2,9,-1,-0.5,-0.3,-1,100.0,0.0,-0.4,6.7,10,5.0,111.1,0,0
Rashard Higgins,CLE,WR,1,1,1,9,7,7.0,0.4,7,100.0,0.0,2.4,2.9,2,2.0,22.2,0,0
Kareem Hunt,CLE,RB,1,6,4,9,6,1.0,0.2,-1,66.7,0.0,2.0,17.1,10,2.5,111.1,0,0
Evan Engram,NYG,TE,1,7,2,9,29,4.1,0.5,4,33.3,33.3,13.2,16.2,5,2.5,55.6,1,1
Patrick Ricard,BAL,FB,1,1,1,9,1,1.0,0.0,1,100.0,0.0,0.4,4.0,8,8.0,88.9,0,0
Jacob Hollister,SEA,TE,1,1,1,9,3,3.0,0.3,3,100.0,0.0,1.6,2.9,6,6.0,66.7,0,0
Melvin Gordon,DEN,RB,1,3,3,8,-5,-1.7,-0.1,-5,100.0,0.0,-1.8,9.4,13,4.3,162.5,0,0
DeAndre Carter,HOU,WR,1,2,1,8,16,8.0,1.2,4,50.0,50.0,6.3,6.5,4,4.0,50.0,0,0
James Conner,PIT,RB,1,4,2,8,-2,-0.5,-0.1,0,50.0,0.0,-1.0,12.5,8,4.0,100.0,0,0
Tyler Eifert,JAX,TE,1,1,1,8,2,2.0,0.1,2,100.0,0.0,2.3,5.0,6,6.0,75.0,0,0
Will Dissly,SEA,TE,1,2,2,8,2,1.0,0.1,2,100.0,0.0,1.0,5.7,6,3.0,75.0,0,0
Brian Hill,ATL,RB,1,2,2,8,7,3.5,0.3,7,100.0,0.0,1.3,3.9,1,0.5,12.5,0,0
Antonio Gibson,WAS,RB,1,2,2,8,-8,-4.0,-0.4,-8,100.0,0.0,-3.3,6.5,16,8.0,200.0,0,0
Tyrie Cleveland,DEN,WR,1,1,1,7,-3,-3.0,-0.6,-3,100.0,0.0,-1.1,3.1,10,10.0,142.9,0,0
Darrel Williams,KC,RB,1,2,2,7,-7,-3.5,-0.3,-7,100.0,0.0,-5.0,6.3,14,7.0,200.0,0,0
Drew Sample,CIN,TE,1,1,1,7,-1,-1.0,0.0,-1,100.0,0.0,-0.3,2.4,8,8.0,114.3,0,0
Gerald Everett,LAR,TE,1,2,1,7,16,8.0,0.7,6,50.0,50.0,12.7,7.1,1,1.0,14.3,0,0
Trent Taylor,SF,WR,1,5,2,7,33,6.6,1.6,6,40.0,0.0,14.7,15.2,1,0.5,14.3,0,0
Tarik Cohen,CHI,RB,1,2,2,6,-5,-2.5,-0.2,-5,100.0,0.0,-1.4,5.7,11,5.5,183.3,0,0
Tevin Coleman,SF,RB,1,2,1,6,5,2.5,0.8,5,50.0,0.0,2.2,6.1,1,1.0,16.7,0,0
Chris Thompson,JAX,RB,1,2,2,6,1,0.5,0.1,1,100.0,0.0,1.1,10.0,5,2.5,83.3,0,0
Tyler Ervin,GB,RB,1,1,1,6,-4,-4.0,-0.3,-4,100.0,0.0,-1.2,2.5,10,10.0,166.7,0,0
Chris Conley,JAX,WR,1,1,1,6,-1,-1.0,-0.1,-1,100.0,0.0,-1.1,5.0,7,7.0,116.7,0,0
Nick Chubb,CLE,RB,1,1,1,6,6,6.0,0.2,6,100.0,0.0,2.0,2.9,0,0.0,0.0,0,0
Justin Watson,TB,WR,1,2,1,6,11,5.5,1.0,5,50.0,0.0,4.0,6.1,1,1.0,16.7,0,0
