,,,,Receiving,,,,,,,,,Big Receiving Games,,,Fumbles,
Terry McLaurin,WAS,WR,1,5,61,12.0,61.0,0,7,8.0,1,0,0,0,0,0,0
Jarvis Landry,CLE,WR,1,5,61,12.0,61.0,0,6,10.0,1,0,0,0,0,0,0
Saquon Barkley,NYG,RB,1,6,60,10.0,60.0,0,9,6.0,1,0,0,0,0,0,0
CeeDee Lamb,DAL,WR,1,5,59,11.0,59.0,0,6,9.0,1,0,0,0,0,0,0
Cole Beasley,BUF,WR,1,4,58,14.0,58.0,0,7,8.0,1,0,0,0,0,0,0
Mark Andrews,BAL,TE,1,5,58,11.0,58.0,2,6,9.0,1,0,0,0,0,0,0
Julian Edelman,NE,WR,1,5,57,11.0,57.0,0,7,8.0,0,0,0,0,0,0,0
Diontae Johnson,PIT,WR,1,6,57,9.0,57.0,0,10,5.0,0,0,0,0,0,1,1
Bisi Johnson,MIN,WR,1,3,56,18.0,56.0,0,4,14.0,2,0,0,0,0,0,0
T.J. Hockenson,DET,TE,1,5,56,11.0,56.0,1,5,11.0,1,0,0,0,0,0,0
Jerry Jeudy,DEN,WR,1,4,56,14.0,56.0,0,8,7.0,2,0,0,0,0,1,0
Jalen Reagor,PHI,WR,1,1,55,55.0,55.0,0,4,13.0,1,1,0,0,0,1,0
Henry Ruggs,LV,WR,1,3,55,18.0,55.0,0,5,11.0,1,1,0,0,0,0,0
Marvin Jones,DET,WR,1,4,55,13.0,55.0,0,8,6.0,1,0,0,0,0,0,0
D.J. Moore,CAR,WR,1,4,54,13.0,54.0,0,9,6.0,0,0,0,0,0,0,0
T.Y. Hilton,IND,WR,1,4,53,13.0,53.0,0,9,5.0,1,0,0,0,0,0,0
A.J. Green,CIN,WR,1,5,51,10.0,51.0,0,9,5.0,0,0,0,0,0,0,0
Alvin Kamara,NO,RB,1,5,51,10.0,51.0,1,8,6.0,1,0,0,0,0,0,0
Travis Kelce,KC,TE,1,6,50,8.0,50.0,1,6,8.0,0,0,0,0,0,0,0
Steven Sims,WAS,WR,1,3,50,16.0,50.0,0,3,16.0,0,0,0,0,0,1,0
David Njoku,CLE,TE,1,3,50,16.0,50.0,1,3,16.0,2,0,0,0,0,0,0
Michael Gallup,DAL,WR,1,3,50,16.0,50.0,0,5,10.0,1,0,0,0,0,0,0
Jack Doyle,IND,TE,1,3,49,16.0,49.0,0,4,12.0,1,0,0,0,0,0,0
DeVante Parker,MIA,WR,1,4,47,11.0,47.0,0,4,11.0,0,0,0,0,0,0,0
Adam Humphries,TEN,WR,1,6,47,7.0,47.0,0,7,6.0,0,0,0,0,0,0,0
Keelan Cole,JAX,WR,1,5,47,9.0,47.0,1,5,9.0,1,0,0,0,0,0,0
Sterling Shepard,NYG,WR,1,6,47,7.0,47.0,0,6,7.0,0,0,0,0,0,0,0
DeSean Jackson,PHI,WR,1,2,46,23.0,46.0,0,7,6.0,1,0,0,0,0,0,0
Josh Jacobs,LV,RB,1,4,46,11.0,46.0,0,6,7.0,1,0,0,0,0,0,0
Tyreek Hill,KC,WR,1,5,46,9.0,46.0,1,6,7.0,0,0,0,0,0,0,0
Nyheim Hines,IND,RB,1,8,45,5.0,45.0,1,8,5.0,0,0,0,0,0,0,0
Chris Carson,SEA,RB,1,6,45,7.0,45.0,2,6,7.0,0,0,0,0,0,0,0
Darren Waller,LV,TE,1,6,45,7.0,45.0,0,8,5.0,0,0,0,0,0,0,0
C.J. Uzomah,CIN,TE,1,4,45,11.0,45.0,0,5,9.0,0,0,0,0,0,0,0
George Kittle,SF,TE,1,4,44,11.0,44.0,0,5,8.0,0,0,0,0,0,0,0
Quintez Cephus,DET,WR,1,3,43,14.0,43.0,0,10,4.0,1,0,0,0,0,0,0
Preston Williams,MIA,WR,1,2,41,20.0,41.0,0,7,5.0,2,0,0,0,0,0,0
Kyle Juszczyk,SF,FB,1,1,41,41.0,41.0,0,2,20.0,1,1,0,0,0,0,0
Tyler Higbee,LAR,TE,1,3,40,13.0,40.0,0,4,10.0,1,0,0,0,0,0,0
Cooper Kupp,LAR,WR,1,4,40,10.0,40.0,0,5,8.0,0,0,0,0,0,0,0
Jordan Akins,HOU,TE,1,2,39,19.0,39.0,1,2,19.0,1,0,0,0,0,0,0
N'Keal Harry,NE,WR,1,5,39,7.0,39.0,0,6,6.0,0,0,0,0,0,1,1
Chase Claypool,PIT,WR,1,2,39,19.0,39.0,0,2,19.0,1,0,0,0,0,0,0
A.J. Brown,TEN,WR,1,5,39,7.0,39.0,0,8,4.0,0,0,0,0,0,0,0
Darnell Mooney,CHI,WR,1,3,38,12.0,38.0,0,3,12.0,0,0,0,0,0,0,0
Hayden Hurst,ATL,TE,1,3,38,12.0,38.0,0,5,7.0,1,0,0,0,0,0,0
Curtis Samuel,CAR,WR,1,5,38,7.0,38.0,0,8,4.0,0,0,0,0,0,0,0
Christian McCaffrey,CAR,RB,1,3,38,12.0,38.0,0,4,9.0,0,0,0,0,0,0,0
Chris Herndon,NYJ,TE,1,6,37,6.0,37.0,0,7,5.0,0,0,0,0,0,1,1
Miles Boykin,BAL,WR,1,3,37,12.0,37.0,0,4,9.0,1,0,0,0,0,0,0
Laviska Shenault,JAX,WR,1,3,37,12.0,37.0,1,4,9.0,0,0,0,0,0,0,0
Keenan Allen,LAC,WR,1,4,37,9.0,37.0,0,8,4.0,0,0,0,0,0,0,0
Logan Thomas,WAS,TE,1,4,37,9.0,37.0,1,8,4.0,0,0,0,0,0,0,0
O.J. Howard,TB,TE,1,4,36,9.0,36.0,1,6,6.0,0,0,0,0,0,0,0
Jonnu Smith,TEN,TE,1,4,36,9.0,36.0,1,7,5.0,1,0,0,0,0,0,0
Kendrick Bourne,SF,WR,1,2,34,17.0,34.0,0,5,6.0,0,0,0,0,0,0,0
Larry Fitzgerald,ARI,WR,1,4,34,8.0,34.0,0,5,6.0,0,0,0,0,0,0,0
James Washington,PIT,WR,1,2,34,17.0,34.0,1,3,11.0,1,0,0,0,0,0,0
Tyler Boyd,CIN,WR,1,4,33,8.0,33.0,0,5,6.0,0,0,0,0,0,0,0
Le'Veon Bell,NYJ,RB,1,2,32,16.0,32.0,0,2,16.0,1,0,0,0,0,0,0
David Johnson,HOU,RB,1,3,32,10.0,32.0,0,4,8.0,0,0,0,0,0,0,0
Malcolm Brown,LAR,RB,1,3,31,10.0,31.0,0,4,7.0,0,0,0,0,0,0,0
Greg Ward,PHI,WR,1,5,31,6.0,31.0,0,7,4.0,0,0,0,0,0,0,0
Ezekiel Elliott,DAL,RB,1,3,31,10.0,31.0,1,4,7.0,0,0,0,0,0,0,0
Van Jefferson,LAR,WR,1,1,31,31.0,31.0,0,3,10.0,1,0,0,0,0,0,0
Marlon Mack,IND,RB,1,3,30,10.0,30.0,0,3,10.0,0,0,0,0,0,0,0
Mike Gesicki,MIA,TE,1,3,30,10.0,30.0,0,5,6.0,0,0,0,0,0,0,0
Alexander Mattison,MIN,RB,1,4,30,7.0,30.0,0,4,7.0,0,0,0,0,0,0,0
James White,NE,RB,1,3,30,10.0,30.0,0,3,10.0,0,0,0,0,0,0,0
Tim Patrick,DEN,WR,1,4,29,7.0,29.0,0,5,5.0,0,0,0,0,0,0,0
James Robinson,JAX,RB,1,1,28,28.0,28.0,0,1,28.0,1,0,0,0,0,0,0
David Moore,SEA,WR,1,3,28,9.0,28.0,0,3,9.0,0,0,0,0,0,0,0
Kyle Rudolph,MIN,TE,1,2,28,14.0,28.0,0,2,14.0,1,0,0,0,0,0,0
Marvin Hall,DET,WR,1,1,26,26.0,26.0,0,2,13.0,1,0,0,0,0,0,0
Justin Jefferson,MIN,WR,1,2,26,13.0,26.0,0,3,8.0,0,0,0,0,0,0,0
Myles Gaskin,MIA,RB,1,4,26,6.0,26.0,0,4,6.0,0,0,0,0,0,0,0
Dawson Knox,BUF,TE,1,2,26,13.0,26.0,0,3,8.0,0,0,0,0,0,0,0
Ryan Izzo,NE,TE,1,1,25,25.0,25.0,0,2,12.0,1,0,0,0,0,0,0
DJ Chark,JAX,WR,1,3,25,8.0,25.0,1,3,8.0,0,0,0,0,0,0,0
Jimmy Graham,CHI,TE,1,3,25,8.0,25.0,1,7,3.0,0,0,0,0,0,0,0
Jakeem Grant,MIA,WR,1,3,25,8.0,25.0,0,3,8.0,0,0,0,0,0,0,0
Greg Olsen,SEA,TE,1,4,24,6.0,24.0,1,4,6.0,0,0,0,0,0,0,0
Randall Cobb,HOU,WR,1,2,23,11.0,23.0,0,3,7.0,0,0,0,0,0,0,0
Nelson Agholor,LV,WR,1,1,23,23.0,23.0,1,1,23.0,1,0,0,0,0,0,0
Devontae Booker,LV,RB,1,3,23,7.0,23.0,0,3,7.0,0,0,0,0,0,1,0
Devin Singletary,BUF,RB,1,5,23,4.0,23.0,0,7,3.0,0,0,0,0,0,0,0
Tony Pollard,DAL,RB,1,2,22,11.0,22.0,0,3,7.0,0,0,0,0,0,0,0
Odell Beckham,CLE,WR,1,3,22,7.0,22.0,0,10,2.0,0,0,0,0,0,0,0
Giovani Bernard,CIN,RB,1,4,21,5.0,21.0,0,5,4.0,0,0,0,0,0,0,0
Adrian Peterson,DET,RB,1,3,21,7.0,21.0,0,3,7.0,0,0,0,0,0,0,0
Dontrelle Inman,WAS,WR,1,2,21,10.0,21.0,0,5,4.0,0,0,0,0,0,0,0
Jamaal Williams,GB,RB,1,4,21,5.0,21.0,0,4,5.0,0,0,0,0,0,0,0
Hunter Renfrow,LV,WR,1,2,21,10.0,21.0,0,2,10.0,0,0,0,0,0,0,0
Dan Arnold,ARI,TE,1,2,21,10.0,21.0,0,2,10.0,0,0,0,0,0,1,0
Mo Alie-Cox,IND,TE,1,2,20,10.0,20.0,0,2,10.0,0,0,0,0,0,0,0
Demarcus Robinson,KC,WR,1,3,20,6.0,20.0,0,6,3.0,0,0,0,0,0,0,0
Brandin Cooks,HOU,WR,1,2,20,10.0,20.0,0,5,4.0,0,0,0,0,0,0,0
Jerick McKinnon,SF,RB,1,3,20,6.0,20.0,1,5,4.0,0,0,0,0,0,0,0
Darren Fells,HOU,TE,1,2,19,9.0,19.0,0,2,9.0,0,0,0,0,0,0,0
Boston Scott,PHI,RB,1,2,19,9.0,19.0,0,2,9.0,0,0,0,0,0,0,0
Chase Edmonds,ARI,RB,1,3,19,6.0,19.0,1,5,3.0,0,0,0,0,0,1,0
DaeSean Hamilton,DEN,WR,1,1,18,18.0,18.0,0,3,6.0,0,0,0,0,0,0,0
Zach Pascal,IND,WR,1,2,18,9.0,18.0,0,3,6.0,0,0,0,0,0,0,0
Zach Ertz,PHI,TE,1,3,18,6.0,18.0,1,7,2.0,0,0,0,0,0,0,0
Eric Ebron,PIT,TE,1,1,18,18.0,18.0,0,2,9.0,0,0,0,0,0,0,0
Breshad Perriman,NYJ,WR,1,3,17,5.0,17.0,0,5,3.0,0,0,0,0,0,0,0
Michael Thomas,NO,WR,1,3,17,5.0,17.0,0,5,3.0,0,0,0,0,0,0,0
C.J. Board,NYG,WR,1,2,17,8.0,17.0,0,2,8.0,0,0,0,0,0,0,0
John Ross,CIN,WR,1,2,17,8.0,17.0,0,5,3.0,0,0,0,0,0,0,0
Mike Thomas,CIN,WR,1,2,17,8.0,17.0,0,3,5.0,0,0,0,0,0,0,0
Josh Reynolds,LAR,WR,1,1,17,17.0,17.0,0,1,17.0,0,0,0,0,0,0,0
Isaiah McKenzie,BUF,WR,1,3,17,5.0,17.0,0,3,5.0,0,0,0,0,0,0,0
Freddie Swain,SEA,WR,1,1,17,17.0,17.0,0,1,17.0,0,0,0,0,0,0,0
Kaden Smith,NYG,TE,1,2,17,8.0,17.0,0,2,8.0,0,0,0,0,0,0,0
Deonte Harris,NO,WR,1,1,17,17.0,17.0,0,1,17.0,0,0,0,0,0,0,0
Ian Thomas,CAR,TE,1,2,16,8.0,16.0,0,2,8.0,0,0,0,0,0,0,0
Zack Moss,BUF,RB,1,3,16,5.0,16.0,1,4,4.0,0,0,0,0,0,0,0
Gabriel Davis,BUF,WR,1,2,16,8.0,16.0,0,2,8.0,0,0,0,0,0,0,0
Jalen Guyton,LAC,WR,1,1,16,16.0,16.0,0,1,16.0,0,0,0,0,0,0,0
Ronald Jones,TB,RB,1,2,16,8.0,16.0,0,3,5.0,0,0,0,0,0,0,0
D'Andre Swift,DET,RB,1,3,15,5.0,15.0,0,5,3.0,0,0,0,0,0,0,0
Austin Hooper,CLE,TE,1,2,15,7.0,15.0,0,2,7.0,0,0,0,0,0,0,0
Jalen Richard,LV,RB,1,1,15,15.0,15.0,0,1,15.0,0,0,0,0,0,0,0
Derrick Henry,TEN,RB,1,3,15,5.0,15.0,0,3,5.0,0,0,0,0,0,0,0
Emmanuel Sanders,NO,WR,1,3,15,5.0,15.0,1,5,3.0,0,0,0,0,0,0,0
Taysom Hill,NO,QB,1,1,14,14.0,14.0,0,1,14.0,0,0,0,0,0,0,0
Wayne Gallman,NYG,RB,1,1,14,14.0,14.0,0,1,14.0,0,0,0,0,0,0,0
Collin Johnson,JAX,WR,1,1,14,14.0,14.0,0,1,14.0,0,0,0,0,0,0,0
Josh Adams,NYJ,RB,1,2,14,7.0,14.0,0,2,7.0,0,0,0,0,0,0,0
Leonard Fournette,TB,RB,1,1,14,14.0,14.0,0,1,14.0,0,0,0,0,0,0,0
Isaiah Ford,MIA,WR,1,2,13,6.0,13.0,0,5,2.0,0,0,0,0,0,0,0
Levine Toilolo,NYG,TE,1,1,13,13.0,13.0,0,1,13.0,0,0,0,0,0,0,0
Jordan Reed,SF,TE,1,2,12,6.0,12.0,0,2,6.0,0,0,0,0,0,0,0
KhaDarel Hodge,CLE,WR,1,1,12,12.0,12.0,0,3,4.0,0,0,0,0,0,0,0
Blake Jarwin,DAL,TE,1,1,12,12.0,12.0,0,1,12.0,0,0,0,0,0,0,0
Cordarrelle Patterson,CHI,WR,1,1,12,12.0,12.0,0,1,12.0,0,0,0,0,0,0,0
Royce Freeman,DEN,RB,1,1,12,12.0,12.0,0,1,12.0,0,0,0,0,0,0,0
Josiah Deguara,GB,TE,1,1,12,12.0,12.0,0,2,6.0,0,0,0,0,0,0,0
Devin Duvernay,BAL,WR,1,1,12,12.0,12.0,0,1,12.0,0,0,0,0,0,0,0
Irv Smith,MIN,TE,1,1,11,11.0,11.0,0,1,11.0,0,0,0,0,0,0,0
Dalton Schultz,DAL,TE,1,1,11,11.0,11.0,0,4,2.0,0,0,0,0,0,0,0
Phillip Lindsay,DEN,RB,1,1,11,11.0,11.0,0,1,11.0,0,0,0,0,0,0,0
Rob Gronkowski,TB,TE,1,2,11,5.0,11.0,0,3,3.0,0,0,0,0,0,0,0
Virgil Green,LAC,TE,1,1,10,10.0,10.0,0,2,5.0,0,0,0,0,0,0,0
Aaron Jones,GB,RB,1,4,10,2.0,10.0,0,6,1.0,0,0,0,0,0,1,0
Michael Pittman,IND,WR,1,2,10,5.0,10.0,0,2,5.0,0,0,0,0,0,0,0
David Montgomery,CHI,RB,1,1,10,10.0,10.0,0,3,3.0,0,0,0,0,0,0,0
Bryan Edwards,LV,WR,1,1,9,9.0,9.0,0,1,9.0,0,0,0,0,0,0,0
Patrick Laird,MIA,RB,1,2,9,4.0,9.0,0,2,4.0,0,0,0,0,0,0,0
Rashard Higgins,CLE,WR,1,1,9,9.0,9.0,0,1,9.0,0,0,0,0,0,0,0
Kareem Hunt,CLE,RB,1,4,9,2.0,9.0,0,6,1.0,0,0,0,0,0,1,0
Evan Engram,NYG,TE,1,2,9,4.0,9.0,0,7,1.0,0,0,0,0,0,0,0
Patrick Ricard,BAL,FB,1,1,9,9.0,9.0,0,1,9.0,0,0,0,0,0,1,1
Jacob Hollister,SEA,TE,1,1,9,9.0,9.0,0,1,9.0,0,0,0,0,0,0,0
Melvin Gordon,DEN,RB,1,3,8,2.0,8.0,0,3,2.0,0,0,0,0,0,1,1
DeAndre Carter,HOU,WR,1,1,8,8.0,8.0,0,2,4.0,0,0,0,0,0,0,0
James Conner,PIT,RB,1,2,8,4.0,8.0,0,4,2.0,0,0,0,0,0,0,0
Tyler Eifert,JAX,TE,1,1,8,8.0,8.0,0,1,8.0,0,0,0,0,0,0,0
Will Dissly,SEA,TE,1,2,8,4.0,8.0,0,2,4.0,0,0,0,0,0,0,0
Brian Hill,ATL,RB,1,2,8,4.0,8.0,0,2,4.0,0,0,0,0,0,0,0
Antonio Gibson,WAS,RB,1,2,8,4.0,8.0,0,2,4.0,0,0,0,0,0,0,0
Tyrie Cleveland,DEN,WR,1,1,7,7.0,7.0,0,1,7.0,0,0,0,0,0,0,0
Darrel Williams,KC,RB,1,2,7,3.0,7.0,0,2,3.0,0,0,0,0,0,0,0
Drew Sample,CIN,TE,1,1,7,7.0,7.0,0,1,7.0,0,0,0,0,0,0,0
Gerald Everett,LAR,TE,1,1,7,7.0,7.0,0,2,3.0,0,0,0,0,0,0,0
Trent Taylor,SF,WR,1,2,7,3.0,7.0,0,5,1.0,0,0,0,0,0,0,0
Tarik Cohen,CHI,RB,1,2,6,3.0,6.0,0,2,3.0,0,0,0,0,0,0,0
Tevin Coleman,SF,RB,1,1,6,6.0,6.0,0,2,3.0,0,0,0,0,0,0,0
Chris Thompson,JAX,RB,1,2,6,3.0,6.0,0,2,3.0,0,0,0,0,0,0,0
Tyler Ervin,GB,RB,1,1,6,6.0,6.0,0,1,6.0,0,0,0,0,0,0,0
Chris Conley,JAX,WR,1,1,6,6.0,6.0,0,1,6.0,0,0,0,0,0,0,0
Nick Chubb,CLE,RB,1,1,6,6.0,6.0,0,1,6.0,0,0,0,0,0,1,1
Justin Watson,TB,WR,1,1,6,6.0,6.0,0,2,3.0,0,0,0,0,0,0,0
Mecole Hardman,KC,WR,1,1,6,6.0,6.0,0,1,6.0,0,0,0,0,0,0,0
Harrison Bryant,CLE,TE,1,1,5,5.0,5.0,0,2,2.0,0,0,0,0,0,0,0
Khari Blasingame,TEN,RB,1,1,5,5.0,5.0,0,1,5.0,0,0,0,0,0,0,0
Kenyan Drake,ARI,RB,1,2,5,2.0,5.0,0,2,2.0,0,0,0,0,0,0,0
Seth Roberts,CAR,WR,1,1,5,5.0,5.0,0,2,2.0,0,0,0,0,0,0,0
Anthony Firkser,TEN,TE,1,2,5,2.0,5.0,0,2,2.0,0,0,0,0,0,0,0
Chris Manhertz,CAR,TE,1,1,4,4.0,4.0,0,1,4.0,0,0,0,0,0,0,0
Tre'Quan Smith,NO,WR,1,1,4,4.0,4.0,0,1,4.0,0,0,0,0,0,0,0
Travis Homer,SEA,RB,1,2,4,2.0,4.0,0,2,2.0,0,0,0,0,0,0,0
J.J. Taylor,NE,RB,1,1,4,4.0,4.0,0,1,4.0,0,0,0,0,0,0,0
Cam Akers,LAR,RB,1,1,4,4.0,4.0,0,1,4.0,0,0,0,0,0,0,0
Vance McDonald,PIT,TE,1,1,3,3.0,3.0,0,2,1.0,0,0,0,0,0,0,0
Austin Ekeler,LAC,RB,1,1,3,3.0,3.0,0,1,3.0,0,0,0,0,0,0,0
Nick Boyle,BAL,TE,1,2,3,1.0,3.0,0,3,1.0,0,0,0,0,0,0,0
Joe Mixon,CIN,RB,1,1,2,2.0,2.0,0,2,1.0,0,0,0,0,0,1,1
Corey Clement,PHI,RB,1,2,2,1.0,2.0,0,2,1.0,0,0,0,0,0,0,0
Mike Evans,TB,WR,1,1,2,2.0,2.0,1,4,0.0,0,0,0,0,0,0,0
Bruce Miller,JAX,FB,1,1,2,2.0,2.0,0,1,2.0,0,0,0,0,0,0,0
LeSean McCoy,TB,RB,1,1,2,2.0,2.0,0,1,2.0,0,0,0,0,0,0,0
Jason Witten,LV,TE,1,1,2,2.0,2.0,0,1,2.0,0,0,0,0,0,0,0
Ito Smith,ATL,RB,1,3,2,0.0,2.0,0,3,0.0,0,0,0,0,0,0,0
Jaylen Samuels,PIT,RB,1,1,1,1.0,1.0,0,1,1.0,0,0,0,0,0,0,0
Javon Wims,CHI,WR,1,1,1,1.0,1.0,1,2,0.0,0,0,0,0,0,0,0
MyCole Pruitt,TEN,TE,1,1,1,1.0,1.0,1,1,1.0,0,0,0,0,0,0,0
J.D. McKissic,WAS,RB,1,1,1,1.0,1.0,0,5,0.0,0,0,0,0,0,0,0
Todd Gurley,ATL,RB,1,2,1,0.0,1.0,0,5,0.0,0,0,0,0,0,0,0
Duke Johnson,HOU,RB,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Kalif Raymond,TEN,WR,1,0,0,0.0,0.0,0,2,0.0,0,0,0,0,0,0,0
Tajae Sharpe,MIN,WR,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Jake Butt,DEN,TE,1,1,0,0.0,0.0,0,2,0.0,0,0,0,0,0,0,0
Maxx Williams,ARI,TE,1,0,0,0.0,0.0,0,2,0.0,0,0,0,0,0,0,0
Jamal Agnew,DET,WR,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Cameron Brate,TB,TE,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
James O'Shaughnessy,JAX,TE,1,1,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Dion Lewis,NYG,RB,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Chris Hogan,NYJ,WR,1,1,0,0.0,0.0,0,4,0.0,0,0,0,0,0,0,0
Demetrius Harris,CHI,TE,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Ted Ginn,CHI,WR,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Luke Stocker,ATL,TE,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Kenny Stills,HOU,WR,1,0,0,0.0,0.0,0,2,0.0,0,0,0,0,0,0,0
Latavius Murray,NO,RB,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Josh Hill,NO,TE,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Benny Snell,PIT,RB,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,1,0
Clyde Edwards-Helaire,KC,RB,1,0,0,0.0,0.0,0,2,0.0,0,0,0,0,0,0,0
Cole Kmet,CHI,TE,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Dante Pettis,SF,WR,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Jeremy McNichols,TEN,RB,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Christian Kirk,ARI,WR,1,1,0,0.0,0.0,0,5,0.0,0,0,0,0,0,0,0
Damion Ratley,NYG,WR,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Jace Sternberger,GB,TE,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Stephen Carlson,CLE,TE,1,0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0
Dalvin Cook,MIN,RB,1,1,-2,-2.0,-2.0,0,2,-1.0,0,0,0,0,0,0,0
John Hightower,PHI,WR,1,1,-2,-2.0,-2.0,0,4,0.0,0,0,0,0,0,0,0
Nick Vannett,DEN,TE,1,1,-6,-6.0,-6.0,0,2,-3.0,0,0,0,0,0,0,0
