,,,,Receiving,,,,Red Zone Targets,,,
Michael Gallup,DAL,WR,1,3,50,0,5,0,0,0,0.00
Steven Sims,WAS,WR,1,3,50,0,3,1,0,0,20.00
Jack Doyle,IND,TE,1,3,49,0,4,1,0,0,14.29
Keelan Cole,JAX,WR,1,5,47,1,5,0,0,0,0.00
Sterling Shepard,NYG,WR,1,6,47,0,6,1,0,0,12.50
Adam Humphries,TEN,WR,1,6,47,0,7,1,0,0,20.00
DeVante Parker,MIA,WR,1,4,47,0,4,0,0,0,0.00
Josh Jacobs,LV,RB,1,4,46,0,6,0,0,0,0.00
Tyreek Hill,KC,WR,1,5,46,1,6,1,1,1,12.50
DeSean Jackson,PHI,WR,1,2,46,0,7,0,0,0,0.00
Nyheim Hines,IND,RB,1,8,45,1,8,2,1,0,28.57
Chris Carson,SEA,RB,1,6,45,2,6,2,1,1,40.00
C.J. Uzomah,CIN,TE,1,4,45,0,5,1,0,0,50.00
Darren Waller,LV,TE,1,6,45,0,8,1,0,0,25.00
George Kittle,SF,TE,1,4,44,0,5,1,1,0,14.29
Quintez Cephus,DET,WR,1,3,43,0,10,2,2,0,33.33
Kyle Juszczyk,SF,FB,1,1,41,0,2,0,0,0,0.00
Preston Williams,MIA,WR,1,2,41,0,7,1,0,0,50.00
Tyler Higbee,LAR,TE,1,3,40,0,4,0,0,0,0.00
Cooper Kupp,LAR,WR,1,4,40,0,5,1,0,0,20.00
Jordan Akins,HOU,TE,1,2,39,1,2,1,0,0,33.33
Chase Claypool,PIT,WR,1,2,39,0,2,0,0,0,0.00
N'Keal Harry,NE,WR,1,5,39,0,6,1,1,0,50.00
A.J. Brown,TEN,WR,1,5,39,0,8,1,1,0,20.00
Christian McCaffrey,CAR,RB,1,3,38,0,4,0,0,0,0.00
Curtis Samuel,CAR,WR,1,5,38,0,8,0,0,0,0.00
Hayden Hurst,ATL,TE,1,3,38,0,5,0,0,0,0.00
Darnell Mooney,CHI,WR,1,3,38,0,3,0,0,0,0.00
Laviska Shenault,JAX,WR,1,3,37,1,4,1,0,0,50.00
Logan Thomas,WAS,TE,1,4,37,1,8,1,1,0,20.00
Miles Boykin,BAL,WR,1,3,37,0,4,2,1,0,25.00
Keenan Allen,LAC,WR,1,4,37,0,8,1,0,0,25.00
Chris Herndon,NYJ,TE,1,6,37,0,7,0,0,0,0.00
Jonnu Smith,TEN,TE,1,4,36,1,7,1,1,1,20.00
O.J. Howard,TB,TE,1,4,36,1,6,2,1,0,40.00
James Washington,PIT,WR,1,2,34,1,3,1,0,0,20.00
Larry Fitzgerald,ARI,WR,1,4,34,0,5,0,0,0,0.00
Kendrick Bourne,SF,WR,1,2,34,0,5,1,1,1,14.29
Tyler Boyd,CIN,WR,1,4,33,0,5,0,0,0,0.00
David Johnson,HOU,RB,1,3,32,0,4,0,0,0,0.00
Le'Veon Bell,NYJ,RB,1,2,32,0,2,0,0,0,0.00
Ezekiel Elliott,DAL,RB,1,3,31,1,4,1,0,0,16.67
Malcolm Brown,LAR,RB,1,3,31,0,4,1,0,0,20.00
Greg Ward,PHI,WR,1,5,31,0,7,0,0,0,0.00
Van Jefferson,LAR,WR,1,1,31,0,3,0,0,0,0.00
Alexander Mattison,MIN,RB,1,4,30,0,4,0,0,0,0.00
Marlon Mack,IND,RB,1,3,30,0,3,0,0,0,0.00
James White,NE,RB,1,3,30,0,3,0,0,0,0.00
Mike Gesicki,MIA,TE,1,3,30,0,5,1,1,0,50.00
Tim Patrick,DEN,WR,1,4,29,0,5,0,0,0,0.00
James Robinson,JAX,RB,1,1,28,0,1,0,0,0,0.00
David Moore,SEA,WR,1,3,28,0,3,2,1,0,40.00
Kyle Rudolph,MIN,TE,1,2,28,0,2,0,0,0,0.00
Myles Gaskin,MIA,RB,1,4,26,0,4,0,0,0,0.00
Justin Jefferson,MIN,WR,1,2,26,0,3,0,0,0,0.00
Dawson Knox,BUF,TE,1,2,26,0,3,2,1,0,15.38
Marvin Hall,DET,WR,1,1,26,0,2,0,0,0,0.00
Jimmy Graham,CHI,TE,1,3,25,1,7,3,2,1,27.27
DJ Chark,JAX,WR,1,3,25,1,3,1,1,0,50.00
Jakeem Grant,MIA,WR,1,3,25,0,3,0,0,0,0.00
Ryan Izzo,NE,TE,1,1,25,0,2,0,0,0,0.00
Greg Olsen,SEA,TE,1,4,24,1,4,1,1,0,20.00
Nelson Agholor,LV,WR,1,1,23,1,1,0,0,0,0.00
Devin Singletary,BUF,RB,1,5,23,0,7,2,0,0,15.38
Devontae Booker,LV,RB,1,3,23,0,3,1,1,0,25.00
Randall Cobb,HOU,WR,1,2,23,0,3,1,1,0,33.33
Tony Pollard,DAL,RB,1,2,22,0,3,0,0,0,0.00
Odell Beckham,CLE,WR,1,3,22,0,10,0,0,0,0.00
Adrian Peterson,DET,RB,1,3,21,0,3,0,0,0,0.00
Jamaal Williams,GB,RB,1,4,21,0,4,1,1,0,11.11
Giovani Bernard,CIN,RB,1,4,21,0,5,1,0,0,50.00
Dan Arnold,ARI,TE,1,2,21,0,2,0,0,0,0.00
Hunter Renfrow,LV,WR,1,2,21,0,2,1,0,0,25.00
Dontrelle Inman,WAS,WR,1,2,21,0,5,0,0,0,0.00
Jerick McKinnon,SF,RB,1,3,20,1,5,2,1,1,28.57
Demarcus Robinson,KC,WR,1,3,20,0,6,2,1,0,25.00
Brandin Cooks,HOU,WR,1,2,20,0,5,0,0,0,0.00
Mo Alie-Cox,IND,TE,1,2,20,0,2,0,0,0,0.00
Chase Edmonds,ARI,RB,1,3,19,1,5,1,1,0,100.00
Boston Scott,PHI,RB,1,2,19,0,2,0,0,0,0.00
Darren Fells,HOU,TE,1,2,19,0,2,0,0,0,0.00
Zach Ertz,PHI,TE,1,3,18,1,7,1,1,1,33.33
Eric Ebron,PIT,TE,1,1,18,0,2,0,0,0,0.00
Zach Pascal,IND,WR,1,2,18,0,3,1,0,0,14.29
DaeSean Hamilton,DEN,WR,1,1,18,0,3,0,0,0,0.00
Deonte Harris,NO,WR,1,1,17,0,1,0,0,0,0.00
Mike Thomas,CIN,WR,1,2,17,0,3,0,0,0,0.00
John Ross,CIN,WR,1,2,17,0,5,0,0,0,0.00
Isaiah McKenzie,BUF,WR,1,3,17,0,3,1,0,0,7.69
Josh Reynolds,LAR,WR,1,1,17,0,1,1,0,0,20.00
Freddie Swain,SEA,WR,1,1,17,0,1,0,0,0,0.00
Kaden Smith,NYG,TE,1,2,17,0,2,0,0,0,0.00
C.J. Board,NYG,WR,1,2,17,0,2,0,0,0,0.00
Breshad Perriman,NYJ,WR,1,3,17,0,5,0,0,0,0.00
Michael Thomas,NO,WR,1,3,17,0,5,2,0,0,20.00
Zack Moss,BUF,RB,1,3,16,1,4,2,2,2,15.38
Ronald Jones,TB,RB,1,2,16,0,3,0,0,0,0.00
Jalen Guyton,LAC,WR,1,1,16,0,1,0,0,0,0.00
Ian Thomas,CAR,TE,1,2,16,0,2,0,0,0,0.00
Gabriel Davis,BUF,WR,1,2,16,0,2,0,0,0,0.00
Derrick Henry,TEN,RB,1,3,15,0,3,1,1,0,20.00
D'Andre Swift,DET,RB,1,3,15,0,5,1,0,0,16.67
Emmanuel Sanders,NO,WR,1,3,15,1,5,4,2,2,40.00
Austin Hooper,CLE,TE,1,2,15,0,2,0,0,0,0.00
Jalen Richard,LV,RB,1,1,15,0,1,0,0,0,0.00
Josh Adams,NYJ,RB,1,2,14,0,2,0,0,0,0.00
Taysom Hill,NO,QB,1,1,14,0,1,0,0,0,0.00
Leonard Fournette,TB,RB,1,1,14,0,1,0,0,0,0.00
Collin Johnson,JAX,WR,1,1,14,0,1,0,0,0,0.00
Wayne Gallman,NYG,RB,1,1,14,0,1,0,0,0,0.00
Levine Toilolo,NYG,TE,1,1,13,0,1,0,0,0,0.00
Isaiah Ford,MIA,WR,1,2,13,0,5,0,0,0,0.00
Cordarrelle Patterson,CHI,WR,1,1,12,0,1,0,0,0,0.00
Josiah Deguara,GB,TE,1,1,12,0,2,0,0,0,0.00
Royce Freeman,DEN,RB,1,1,12,0,1,1,0,0,20.00
KhaDarel Hodge,CLE,WR,1,1,12,0,3,0,0,0,0.00
Blake Jarwin,DAL,TE,1,1,12,0,1,0,0,0,0.00
Devin Duvernay,BAL,WR,1,1,12,0,1,0,0,0,0.00
Jordan Reed,SF,TE,1,2,12,0,2,0,0,0,0.00
Phillip Lindsay,DEN,RB,1,1,11,0,1,1,0,0,20.00
Rob Gronkowski,TB,TE,1,2,11,0,3,0,0,0,0.00
Irv Smith,MIN,TE,1,1,11,0,1,0,0,0,0.00
Dalton Schultz,DAL,TE,1,1,11,0,4,2,0,0,33.33
Aaron Jones,GB,RB,1,4,10,0,6,4,2,2,44.44
David Montgomery,CHI,RB,1,1,10,0,3,1,1,1,9.09
Michael Pittman,IND,WR,1,2,10,0,2,0,0,0,0.00
Virgil Green,LAC,TE,1,1,10,0,2,0,0,0,0.00
Kareem Hunt,CLE,RB,1,4,9,0,6,0,0,0,0.00
Patrick Laird,MIA,RB,1,2,9,0,2,0,0,0,0.00
Bryan Edwards,LV,WR,1,1,9,0,1,0,0,0,0.00
Rashard Higgins,CLE,WR,1,1,9,0,1,0,0,0,0.00
Evan Engram,NYG,TE,1,2,9,0,7,2,1,1,25.00
Jacob Hollister,SEA,TE,1,1,9,0,1,0,0,0,0.00
Patrick Ricard,BAL,FB,1,1,9,0,1,0,0,0,0.00
Melvin Gordon,DEN,RB,1,3,8,0,3,0,0,0,0.00
Antonio Gibson,WAS,RB,1,2,8,0,2,0,0,0,0.00
Brian Hill,ATL,RB,1,2,8,0,2,0,0,0,0.00
James Conner,PIT,RB,1,2,8,0,4,0,0,0,0.00
Will Dissly,SEA,TE,1,2,8,0,2,0,0,0,0.00
Tyler Eifert,JAX,TE,1,1,8,0,1,0,0,0,0.00
DeAndre Carter,HOU,WR,1,1,8,0,2,1,1,0,33.33
Darrel Williams,KC,RB,1,2,7,0,2,0,0,0,0.00
Gerald Everett,LAR,TE,1,1,7,0,2,0,0,0,0.00
Drew Sample,CIN,TE,1,1,7,0,1,0,0,0,0.00
Tyrie Cleveland,DEN,WR,1,1,7,0,1,0,0,0,0.00
Trent Taylor,SF,WR,1,2,7,0,5,3,1,0,42.86
Nick Chubb,CLE,RB,1,1,6,0,1,0,0,0,0.00
Tarik Cohen,CHI,RB,1,2,6,0,2,1,0,0,9.09
Tyler Ervin,GB,RB,1,1,6,0,1,0,0,0,0.00
Tevin Coleman,SF,RB,1,1,6,0,2,0,0,0,0.00
Justin Watson,TB,WR,1,1,6,0,2,0,0,0,0.00
Mecole Hardman,KC,WR,1,1,6,0,1,0,0,0,0.00
Chris Conley,JAX,WR,1,1,6,0,1,0,0,0,0.00
Chris Thompson,JAX,RB,1,2,6,0,2,0,0,0,0.00
Kenyan Drake,ARI,RB,1,2,5,0,2,0,0,0,0.00
Seth Roberts,CAR,WR,1,1,5,0,2,0,0,0,0.00
Harrison Bryant,CLE,TE,1,1,5,0,2,0,0,0,0.00
Khari Blasingame,TEN,RB,1,1,5,0,1,0,0,0,0.00
Anthony Firkser,TEN,TE,1,2,5,0,2,0,0,0,0.00
Cam Akers,LAR,RB,1,1,4,0,1,0,0,0,0.00
J.J. Taylor,NE,RB,1,1,4,0,1,0,0,0,0.00
Tre'Quan Smith,NO,WR,1,1,4,0,1,0,0,0,0.00
Chris Manhertz,CAR,TE,1,1,4,0,1,0,0,0,0.00
Travis Homer,SEA,RB,1,2,4,0,2,0,0,0,0.00
Austin Ekeler,LAC,RB,1,1,3,0,1,0,0,0,0.00
Nick Boyle,BAL,TE,1,2,3,0,3,0,0,0,0.00
Vance McDonald,PIT,TE,1,1,3,0,2,1,0,0,20.00
Joe Mixon,CIN,RB,1,1,2,0,2,0,0,0,0.00
Mike Evans,TB,WR,1,1,2,1,4,1,1,1,20.00
Corey Clement,PHI,RB,1,2,2,0,2,0,0,0,0.00
Ito Smith,ATL,RB,1,3,2,0,3,2,1,0,25.00
LeSean McCoy,TB,RB,1,1,2,0,1,1,0,0,20.00
Jason Witten,LV,TE,1,1,2,0,1,1,1,1,25.00
Bruce Miller,JAX,FB,1,1,2,0,1,0,0,0,0.00
Todd Gurley,ATL,RB,1,2,1,0,5,0,0,0,0.00
MyCole Pruitt,TEN,TE,1,1,1,1,1,1,1,1,20.00
Javon Wims,CHI,WR,1,1,1,1,2,1,1,1,9.09
Jaylen Samuels,PIT,RB,1,1,1,0,1,0,0,0,0.00
J.D. McKissic,WAS,RB,1,1,1,0,5,2,0,0,40.00
Clyde Edwards-Helaire,KC,RB,1,0,0,0,2,0,0,0,0.00
Benny Snell,PIT,RB,1,0,0,0,1,0,0,0,0.00
Latavius Murray,NO,RB,1,0,0,0,1,1,0,0,10.00
Duke Johnson,HOU,RB,1,0,0,0,1,0,0,0,0.00
Dion Lewis,NYG,RB,1,0,0,0,1,0,0,0,0.00
Damion Ratley,NYG,WR,1,0,0,0,1,0,0,0,0.00
Chris Hogan,NYJ,WR,1,1,0,0,4,1,1,1,50.00
Tajae Sharpe,MIN,WR,1,0,0,0,1,0,0,0,0.00
Josh Hill,NO,TE,1,0,0,0,1,0,0,0,0.00
Cameron Brate,TB,TE,1,0,0,0,1,0,0,0,0.00
Dante Pettis,SF,WR,1,0,0,0,1,0,0,0,0.00
Jeremy McNichols,TEN,RB,1,0,0,0,1,0,0,0,0.00
Kalif Raymond,TEN,WR,1,0,0,0,2,0,0,0,0.00
Luke Stocker,ATL,TE,1,0,0,0,1,0,0,0,0.00
Christian Kirk,ARI,WR,1,1,0,0,5,0,0,0,0.00
Maxx Williams,ARI,TE,1,0,0,0,2,0,0,0,0.00
Stephen Carlson,CLE,TE,1,0,0,0,1,0,0,0,0.00
Jake Butt,DEN,TE,1,1,0,0,2,1,1,1,20.00
Cole Kmet,CHI,TE,1,0,0,0,1,1,1,0,9.09
Ted Ginn,CHI,WR,1,0,0,0,1,0,0,0,0.00
Demetrius Harris,CHI,TE,1,0,0,0,1,1,0,0,9.09
James O'Shaughnessy,JAX,TE,1,1,0,0,1,0,0,0,0.00
Kenny Stills,HOU,WR,1,0,0,0,2,0,0,0,0.00
Jace Sternberger,GB,TE,1,0,0,0,1,0,0,0,0.00
Jamal Agnew,DET,WR,1,0,0,0,1,1,0,0,16.67
Dalvin Cook,MIN,RB,1,1,-2,0,2,0,0,0,0.00
John Hightower,PHI,WR,1,1,-2,0,4,1,0,0,33.33
Nick Vannett,DEN,TE,1,1,-6,0,2,1,1,1,20.00
