,,,,Receiving,,,,,,,,,Big Receiving Games,,,Fumbles,
Albert Wilson,MIA,WR,13,43,351,8.2,27.0,1,62,5.7,4,0,0,0,0,0,0
Hayden Hurst,BAL,TE,16,30,349,11.6,21.8,2,39,8.9,4,1,0,0,0,0,0
Jacob Hollister,SEA,TE,11,41,349,8.5,31.7,3,59,5.9,3,0,0,0,0,0,0
Kenyan Drake,MIA/ARI,RB,14,50,345,6.9,24.6,0,68,5.1,2,0,0,0,0,2,1
Darren Fells,HOU,TE,16,34,341,10.0,21.3,7,48,7.1,2,0,0,0,0,0,0
Willie Snead,BAL,WR,16,31,339,10.9,21.2,5,46,7.4,4,1,0,0,0,0,0
Tajae Sharpe,TEN,WR,15,25,329,13.2,21.9,4,35,9.4,4,1,0,0,0,0,0
Josh Reynolds,LAR,WR,16,21,326,15.5,20.4,1,43,7.6,8,0,0,0,0,0,0
Jalen Richard,OAK,RB,16,36,323,9.0,20.2,0,43,7.5,5,0,0,0,0,2,0
Nick Boyle,BAL,TE,16,31,321,10.4,20.1,2,43,7.5,4,0,0,0,0,0,0
Ryan Griffin,NYJ,TE,13,34,320,9.4,24.6,5,41,7.8,4,1,1,0,0,0,0
Nyheim Hines,IND,RB,16,44,320,7.3,20.0,0,58,5.5,2,0,0,0,0,1,1
Dontrelle Inman,LAC/LAC/IND,WR,11,20,313,15.7,28.5,0,34,9.2,7,0,0,0,0,0,0
Cameron Brate,TB,TE,16,36,311,8.6,19.4,4,55,5.7,1,0,0,0,0,0,0
Irv Smith,MIN,TE,16,36,311,8.6,19.4,2,47,6.6,5,0,0,0,0,1,0
Steven Sims,WAS,WR,16,34,310,9.1,19.4,4,56,5.5,2,1,0,0,0,1,0
Ronald Jones,TB,RB,16,31,309,10.0,19.3,0,40,7.7,3,1,0,0,0,3,2
Jaylen Samuels,PIT,RB,14,47,305,6.5,21.8,1,57,5.4,1,0,0,0,0,1,1
David Moore,SEA,WR,14,17,301,17.7,21.5,2,34,8.9,5,1,0,0,0,2,1
Cody Latimer,NYG,WR,15,24,300,12.5,20.0,2,42,7.1,4,2,0,0,0,0,0
DaeSean Hamilton,DEN,WR,16,28,297,10.6,18.6,1,52,5.7,4,0,0,0,0,0,0
Melvin Gordon,LAC,RB,12,42,296,7.0,24.7,1,55,5.4,2,0,0,0,0,4,3
Jarius Wright,CAR,WR,16,28,296,10.6,18.5,0,58,5.1,3,0,0,0,0,0,0
Bisi Johnson,MIN,WR,16,31,294,9.5,18.4,3,45,6.5,1,0,0,0,0,0,0
DeAndre Washington,OAK,RB,16,36,292,8.1,18.3,0,41,7.1,4,0,0,0,0,0,0
Geronimo Allison,GB,WR,16,34,287,8.4,17.9,2,55,5.2,3,0,0,0,0,2,1
Joe Mixon,CIN,RB,16,35,287,8.2,17.9,3,45,6.4,4,0,0,0,0,0,0
Dare Ogunbowale,TB,RB,16,35,286,8.2,17.9,0,46,6.2,1,0,0,0,0,2,1
Kareem Hunt,CLE,RB,8,37,285,7.7,35.6,1,44,6.5,2,0,0,0,0,1,0
Rex Burkhead,NE,RB,13,27,279,10.3,21.5,0,38,7.3,4,0,0,0,0,1,1
Nick Chubb,CLE,RB,16,36,278,7.7,17.4,0,49,5.7,4,0,0,0,0,3,3
Marcus Johnson,IND,WR,8,17,277,16.3,34.6,2,33,8.4,3,2,1,0,0,0,0
Vance McDonald,PIT,TE,14,38,273,7.2,19.5,3,55,5.0,2,0,0,0,0,1,0
Seth Roberts,BAL,WR,16,21,271,12.9,16.9,2,35,7.7,3,0,0,0,0,0,0
Kaden Smith,NYG,TE,9,31,268,8.6,29.8,3,42,6.4,3,0,0,0,0,2,0
Chris Carson,SEA,RB,15,37,266,7.2,17.7,2,47,5.7,2,0,0,0,0,7,4
Will Dissly,SEA,TE,6,23,262,11.4,43.7,4,27,9.7,3,0,0,0,0,1,0
Marvin Hall,DET,WR,9,7,261,37.3,29.0,1,11,23.7,6,3,0,0,0,0,0
Royce Freeman,DEN,RB,16,43,256,6.0,16.0,1,50,5.1,0,0,0,0,0,0,0
Keke Coutee,HOU,WR,9,22,254,11.5,28.2,0,36,7.1,4,1,0,0,0,1,1
Isaiah McKenzie,BUF,WR,15,27,254,9.4,16.9,1,39,6.5,3,1,0,0,0,0,0
Greg Ward,PHI,WR,7,28,254,9.1,36.3,1,40,6.4,1,0,0,0,0,0,0
Jamaal Williams,GB,RB,14,39,253,6.5,18.1,5,45,5.6,0,0,0,0,0,0,0
James Conner,PIT,RB,10,34,251,7.4,25.1,3,38,6.6,4,0,0,0,0,1,1
Mark Ingram,BAL,RB,15,26,247,9.5,16.5,5,29,8.5,3,0,0,0,0,2,2
Paul Richardson,WAS,WR,10,28,245,8.8,24.5,2,42,5.8,1,0,0,0,0,0,0
Malik Turner,SEA,WR,15,15,245,16.3,16.3,1,22,11.1,6,0,0,0,0,0,0
Isaiah Ford,MIA,WR,8,23,244,10.6,30.5,0,35,7.0,2,0,0,0,0,0,0
Pharoh Cooper,ARI,WR,12,25,243,9.7,20.3,1,33,7.4,4,0,0,0,0,0,0
C.J. Uzomah,CIN,TE,16,27,242,9.0,15.1,2,40,6.1,2,0,0,0,0,0,0
Jeremy Sprinkle,WAS,TE,16,26,241,9.3,15.1,1,40,6.0,2,0,0,0,0,1,0
Kyle Juszczyk,SF,FB,12,20,239,12.0,19.9,1,24,10.0,4,1,0,0,0,0,0
Charles Clay,ARI,TE,15,18,237,13.2,15.8,1,24,9.9,4,1,0,0,0,0,0
Latavius Murray,NO,RB,16,34,235,6.9,14.7,1,43,5.5,1,0,0,0,0,0,0
Giovani Bernard,CIN,RB,16,30,234,7.8,14.6,0,43,5.4,2,0,0,0,0,2,1
Taysom Hill,NO,QB,16,19,234,12.3,14.6,6,22,10.6,5,1,0,0,0,0,0
Tre'Quan Smith,NO,WR,11,18,234,13.0,21.3,5,25,9.4,3,0,0,0,0,0,0
J.D. McKissic,DET,RB,16,34,233,6.9,14.6,1,42,5.5,3,0,0,0,0,0,0
Ricky Seals-Jones,CLE,TE,14,14,229,16.4,16.4,4,22,10.4,5,1,0,0,0,1,1
Josh Hill,NO,TE,16,25,226,9.0,14.1,3,35,6.5,4,0,0,0,0,0,0
Vyncint Smith,NYJ,WR,13,17,225,13.2,17.3,0,31,7.3,4,0,0,0,0,1,1
Jaron Brown,SEA,WR,14,16,220,13.8,15.7,2,28,7.9,3,1,0,0,0,1,1
Jake Kumerow,GB,WR,14,12,219,18.3,15.6,1,21,10.4,3,1,0,0,0,0,0
Tim Patrick,DEN,WR,8,16,218,13.6,27.3,0,31,7.0,3,0,0,0,0,0,0
Zay Jones,OAK/BUF,WR,15,27,216,8.0,14.4,0,45,4.8,2,0,0,0,0,0,0
Delanie Walker,TEN,TE,7,21,215,10.2,30.7,2,31,6.9,1,0,0,0,0,1,0
Damien Williams,KC,RB,11,30,213,7.1,19.4,2,37,5.8,1,0,0,0,0,1,1
Todd Gurley,LAR,RB,15,31,207,6.7,13.8,2,49,4.2,3,0,0,0,0,3,2
Derrick Henry,TEN,RB,15,18,206,11.4,13.7,2,24,8.6,2,1,0,0,0,5,3
Anthony Firkser,TEN,TE,15,14,204,14.6,13.6,1,24,8.5,5,0,0,0,0,0,0
Boston Scott,PHI,RB,11,24,204,8.5,18.5,0,26,7.8,2,0,0,0,0,4,1
Patrick Laird,MIA,RB,15,23,204,8.9,13.6,0,30,6.8,2,0,0,0,0,0,0
Maxx Williams,ARI,TE,16,15,202,13.5,12.6,1,18,11.2,5,0,0,0,0,0,0
Scotty Miller,TB,WR,10,13,200,15.4,20.0,1,26,7.7,3,1,0,0,0,0,0
Damion Ratley,CLE,WR,13,12,200,16.7,15.4,1,24,8.3,4,1,0,0,0,0,0
Trey Quinn,WAS,WR,12,26,198,7.6,16.5,1,47,4.2,0,0,0,0,0,1,1
Miles Boykin,BAL,WR,16,13,198,15.2,12.4,3,22,9.0,2,1,0,0,0,0,0
Phillip Lindsay,DEN,RB,16,35,196,5.6,12.3,0,48,4.1,1,0,0,0,0,0,0
Justin Hardy,ATL,WR,16,19,195,10.3,12.2,0,26,7.5,2,0,0,0,0,0,0
Devin Singletary,BUF,RB,12,29,194,6.7,16.2,2,41,4.7,3,1,0,0,0,4,1
Bennie Fowler,NYG,WR,8,23,193,8.4,24.1,0,36,5.4,0,0,0,0,0,0,0
Andy Isabella,ARI,WR,15,9,189,21.0,12.6,1,13,14.5,2,2,0,0,0,0,0
KeeSean Johnson,ARI,WR,10,21,187,8.9,18.7,1,42,4.5,1,0,0,0,0,1,1
Javon Wims,CHI,WR,16,18,186,10.3,11.6,1,39,4.8,1,0,0,0,0,0,0
Marquise Goodwin,SF,WR,9,12,186,15.5,20.7,1,21,8.9,3,0,0,0,0,0,0
David Montgomery,CHI,RB,16,25,185,7.4,11.6,1,35,5.3,2,0,0,0,0,2,2
Laquon Treadwell,MIN,WR,13,9,184,20.4,14.2,1,16,11.5,3,1,0,0,0,0,0
LeSean McCoy,KC,RB,13,28,181,6.5,13.9,1,34,5.3,2,0,0,0,0,3,2
Tevin Coleman,SF,RB,14,21,180,8.6,12.9,1,30,6.0,2,0,0,0,0,0,0
Raheem Mostert,SF,RB,16,14,180,12.9,11.3,2,22,8.2,3,0,0,0,0,2,2
Chester Rogers,IND,WR,12,16,179,11.2,14.9,2,28,6.4,2,0,0,0,0,2,1
Tavon Austin,DAL,WR,14,13,177,13.6,12.6,1,24,7.4,2,1,0,0,0,1,0
Foster Moreau,OAK,TE,13,21,174,8.3,13.4,5,25,7.0,1,0,0,0,0,0,0
Ben Watson,NE,TE,10,17,173,10.2,17.3,0,24,7.2,3,0,0,0,0,0,0
Logan Thomas,DET,TE,16,16,173,10.8,10.8,1,28,6.2,0,0,0,0,0,0,0
Kalif Raymond,TEN,WR,8,9,170,18.9,21.3,1,12,14.2,3,2,0,0,0,1,1
Byron Pringle,KC,WR,16,12,170,14.2,10.6,1,16,10.6,3,0,1,0,0,0,0
J.J. Arcega-Whiteside,PHI,WR,16,10,169,16.9,10.6,1,22,7.7,4,0,0,0,0,0,0
Darrel Williams,KC,RB,12,15,167,11.1,13.9,1,19,8.8,2,1,0,0,0,1,1
Rhett Ellison,NYG,TE,10,18,167,9.3,16.7,1,28,6.0,3,0,0,0,0,0,0
Duke Williams,BUF,WR,4,12,166,13.8,41.5,1,19,8.7,0,0,1,0,0,0,0
Nick Vannett,PIT/SEA,TE,16,17,166,9.8,10.4,0,22,7.5,0,0,0,0,0,0,0
Josh Jacobs,OAK,RB,13,20,166,8.3,12.8,0,27,6.1,2,0,0,0,0,1,1
Richie James,SF,WR,16,6,165,27.5,10.3,1,10,16.5,3,2,0,0,0,1,1
Jakeem Grant,MIA,WR,10,19,164,8.6,16.4,0,33,5.0,0,0,0,0,0,2,1
Dion Lewis,TEN,RB,16,25,164,6.6,10.3,1,32,5.1,2,0,0,0,0,1,1
DeAndre Carter,HOU,WR,16,11,162,14.7,10.1,0,14,11.6,4,1,0,0,0,2,1
DeSean Jackson,PHI,WR,3,9,159,17.7,53.0,2,10,15.9,2,2,1,1,0,0,0
Justin Watson,TB,WR,16,15,159,10.6,9.9,2,26,6.1,0,0,0,0,0,0,0
Marcedes Lewis,GB,TE,16,15,156,10.4,9.8,1,19,8.2,2,0,0,0,0,0,0
James O'Shaughnessy,JAX,TE,5,14,153,10.9,30.6,2,20,7.7,1,0,0,0,0,0,0
C.J. Ham,MIN,FB,16,17,149,8.8,9.3,1,26,5.7,3,0,0,0,0,1,1
Demetrius Harris,CLE,TE,15,15,149,9.9,9.9,3,27,5.5,2,0,0,0,0,0,0
Jaeden Graham,ATL,TE,16,9,149,16.6,9.3,1,10,14.9,3,1,0,0,0,0,0
Ryquell Armstead,JAX,RB,16,14,144,10.3,9.0,2,24,6.0,2,0,0,0,0,0,0
Jesse James,DET,TE,16,16,142,8.9,8.9,0,27,5.3,1,0,0,0,0,0,0
Adrian Peterson,WAS,RB,15,17,142,8.4,9.5,0,23,6.2,3,0,0,0,0,3,2
Seth DeValve,JAX,TE,12,12,140,11.7,11.7,0,18,7.8,1,0,0,0,0,0,0
Ian Thomas,CAR,TE,16,16,136,8.5,8.5,1,30,4.5,0,0,0,0,0,0,0
Keelan Doss,OAK,WR,8,11,133,12.1,16.6,0,14,9.5,1,0,0,0,0,0,0
Matt LaCosse,NE,TE,11,13,131,10.1,11.9,1,19,6.9,3,0,0,0,0,0,0
Kerryon Johnson,DET,RB,8,10,127,12.7,15.9,1,15,8.5,3,0,0,0,0,1,1
Dan Arnold,ARI/NO,TE,5,8,127,15.9,25.4,2,14,9.1,3,0,0,0,0,0,0
Parris Campbell,IND,WR,7,18,127,7.1,18.1,1,24,5.3,1,0,0,0,0,3,1
Mack Hollins,PHI,WR,12,10,125,12.5,10.4,0,22,5.7,1,0,0,0,0,0,0
T.J. Yeldon,BUF,RB,6,13,124,9.5,20.7,0,15,8.3,1,0,0,0,0,1,1
Deon Cain,PIT/IND,WR,13,9,124,13.8,9.5,0,20,6.2,3,0,0,0,0,0,0
Vernon Davis,WAS,TE,4,10,123,12.3,30.8,1,19,6.5,1,1,0,0,0,0,0
Matt Breida,SF,RB,13,19,120,6.3,9.2,1,22,5.5,0,0,0,0,0,2,1
Marcell Ateman,OAK,WR,11,5,116,23.2,10.5,0,10,11.6,3,0,0,0,0,1,1
Braxton Berrios,NYJ,WR,16,6,115,19.2,7.2,0,13,8.8,2,1,0,0,0,1,1
Olamide Zaccheaus,ATL,WR,10,3,115,38.3,11.5,1,5,23.0,1,1,0,0,0,0,0
Peyton Barber,TB,RB,16,16,115,7.2,7.2,1,24,4.8,0,0,0,0,0,1,1
Jeff Heuerman,DEN,TE,14,14,114,8.1,8.1,1,20,5.7,1,0,0,0,0,0,0
Tommy Sweeney,BUF,TE,6,8,114,14.3,19.0,0,13,8.8,3,0,0,0,0,0,0
Ryan Izzo,NE,TE,6,6,114,19.0,19.0,1,9,12.7,3,1,0,0,0,0,0
Devin Smith,DAL,WR,4,5,113,22.6,28.3,1,9,12.6,2,1,0,0,0,0,0
Brandon Bolden,NE,RB,15,9,111,12.3,7.4,1,11,10.1,2,0,0,0,0,0,0
Trevor Davis,GB/OAK,WR,11,8,111,13.9,10.1,0,11,10.1,2,0,0,0,0,2,2
Nick O'Leary,MIA/JAX,TE,12,13,109,8.4,9.1,1,18,6.1,0,0,0,0,0,1,0
