,,,,Fantasy,Passing,,,,,Rushing,,,Receiving,,,,Fumbles,
Robert Tonyan,GB,TE,11,16.0,0,0,0,0,0,0,0,0,10,15,100,1,0,0
Danny Vitale,GB,FB,15,10.0,0,0,0,0,0,1,3,0,7,12,97,0,0,0
Sony Michel,NE,RB,16,142.6,0,0,0,0,0,247,912,7,12,20,94,0,2,1
Mo Alie-Cox,IND,TE,16,9.3,0,0,0,0,0,0,0,0,8,10,93,0,0,0
Dontrell Hilliard,CLE,RB,14,26.1,0,0,0,0,0,13,49,2,12,15,92,0,2,0
Ross Dwelley,SF,TE,16,21.1,0,0,0,0,0,0,0,0,15,22,91,2,0,0
Christian Blake,ATL,WR,9,9.1,0,0,0,0,0,0,0,0,11,24,91,0,0,0
J.P. Holtz,CHI,TE,14,9.1,0,0,0,0,0,0,0,0,7,8,91,0,0,0
MyCole Pruitt,TEN,TE,16,15.0,0,0,0,0,0,0,0,0,6,8,90,1,0,0
Ty Montgomery,NYJ,RB,16,19.3,0,0,0,0,0,32,103,0,13,17,90,0,0,0
Andrew Beck,DEN,TE,16,15.6,1,1,6,0,0,1,3,0,9,12,90,1,0,0
Mark Walton,MIA,RB,7,29.0,0,0,0,0,0,53,201,0,15,21,89,0,1,1
Antonio Callaway,CLE,WR,4,8.9,0,0,0,0,0,0,0,0,8,15,89,0,0,0
Ameer Abdullah,MIN,RB,16,26.3,0,0,0,0,0,23,115,0,15,21,88,1,1,1
Joshua Perkins,PHI,TE,5,14.7,0,0,0,0,0,0,0,0,9,13,87,1,0,0
Ito Smith,ATL,RB,7,25.3,0,0,0,0,0,22,106,1,11,14,87,0,0,0
Jesper Horsted,CHI,TE,6,14.7,0,0,0,0,0,0,0,0,8,10,87,1,1,1
Trey Burton,CHI,TE,8,8.4,0,0,0,0,0,0,0,0,14,24,84,0,0,0
Cordarrelle Patterson,CHI,WR,16,18.6,0,0,0,0,0,17,103,0,11,17,83,0,0,0
Rashaad Penny,SEA,RB,10,69.3,0,0,0,0,0,65,370,3,8,11,83,1,1,1
Alexander Mattison,MIN,RB,13,60.4,0,0,0,0,0,100,462,1,10,12,82,0,1,1
Damion Willis,CIN,WR,10,8.2,0,0,0,0,0,0,0,0,9,16,82,0,0,0
Marlon Mack,IND,RB,14,165.3,0,0,0,0,0,247,1091,8,14,17,82,0,0,0
Trent Sherfield,ARI,WR,16,8.0,0,0,0,0,0,0,0,0,4,13,80,0,0,0
Derrius Guice,WAS,RB,5,50.4,0,0,0,0,0,42,245,2,7,9,79,1,0,0
Luke Willson,SEA,TE,8,7.9,0,0,0,0,0,0,0,0,8,10,79,0,0,0
Virgil Green,LAC,TE,15,13.8,0,0,0,0,0,0,0,0,9,13,78,1,0,0
C.J. Prosise,SEA,RB,9,20.8,0,0,0,0,0,23,72,1,10,12,76,0,1,1
KhaDarel Hodge,CLE,WR,16,7.6,0,0,0,0,0,0,0,0,4,10,76,0,0,0
Adam Shaheen,CHI,TE,8,7.4,0,0,0,0,0,0,0,0,9,13,74,0,1,1
Daniel Brown,NYJ,TE,16,13.2,0,0,0,0,0,0,0,0,7,11,72,1,0,0
Tyler Kroft,BUF,TE,11,13.1,0,0,0,0,0,0,0,0,6,14,71,1,0,0
D'Ernest Johnson,CLE,RB,16,9.2,0,0,0,0,0,4,21,0,6,7,71,0,0,0
Justice Hill,BAL,RB,16,41.5,0,0,0,0,0,58,225,2,8,15,70,0,0,0
Chad Beebe,MIN,WR,3,7.0,0,0,0,0,0,0,0,0,2,2,70,0,3,0
Riley Ridley,CHI,WR,5,6.9,0,0,0,0,0,0,0,0,6,7,69,0,0,0
Jordan Howard,PHI,RB,10,101.4,0,0,0,0,0,119,525,6,10,14,69,1,0,0
Brian Hill,ATL,RB,12,57.2,0,0,0,0,0,78,323,2,10,14,69,1,0,0
Blake Bell,KC,TE,15,6.7,0,0,0,0,0,0,0,0,8,15,67,0,0,0
Chris Hogan,CAR,WR,7,6.7,0,0,0,0,0,0,0,0,8,15,67,0,0,0
Rico Gafford,OAK,WR,4,12.6,0,0,0,0,0,0,0,0,2,2,66,1,0,0
Durham Smythe,MIA,TE,16,6.5,0,0,0,0,0,0,0,0,7,14,65,0,0,0
Geoff Swaim,JAX,TE,6,6.5,0,0,0,0,0,0,0,0,13,17,65,0,0,0
Wendell Smallwood,WAS,RB,15,14.5,0,0,0,0,0,22,81,0,9,13,64,0,0,0
Robert Foster,BUF,WR,13,9.3,0,0,0,0,0,2,29,0,3,18,64,0,0,0
Kalen Ballage,MIA,RB,12,37.8,0,0,0,0,0,74,135,3,14,24,63,0,0,0
Tevin Jones,PIT,WR,5,6.1,0,0,0,0,0,0,0,0,4,10,61,0,0,0
Chris Lacy,DET,WR,7,6.0,0,0,0,0,0,0,0,0,3,10,60,0,0,0
Ben Braunecker,CHI,TE,11,11.9,0,0,0,0,0,0,0,0,6,11,59,1,0,0
Jonathan Williams,IND,RB,9,35.4,0,0,0,0,0,49,235,1,5,5,59,0,0,0
Tyler Conklin,MIN,TE,15,5.8,0,0,0,0,0,0,0,0,8,10,58,0,0,0
Reggie Bonnafon,CAR,RB,16,23.3,0,0,0,0,0,16,116,1,6,9,57,0,0,0
Devontae Booker,DEN,RB,16,6.6,0,0,0,0,0,2,9,0,6,9,57,0,0,0
Clive Walford,MIA,TE,7,6.1,0,0,0,0,0,0,4,0,4,8,57,0,0,0
Antonio Brown,NE,WR,1,12.1,0,0,0,0,0,1,5,0,4,8,56,1,0,0
Travis Homer,SEA,RB,16,17.0,0,0,0,0,0,18,114,0,11,13,56,0,0,0
Andre Patton,LAC,WR,13,5.6,0,0,0,0,0,0,0,0,6,17,56,0,0,0
Rashard Higgins,CLE,WR,10,11.5,0,0,0,0,0,0,0,0,4,11,55,1,0,0
Khari Blasingame,TEN,RB,6,5.4,0,0,0,0,0,0,0,0,4,5,54,0,0,0
Luke Stocker,ATL,TE,15,5.3,0,0,0,0,0,0,0,0,8,14,53,0,1,0
Ross Travis,IND,TE,3,5.1,0,0,0,0,0,0,0,0,4,6,51,0,1,1
DeAndrew White,CAR,WR,10,5.1,0,0,0,0,0,0,0,0,4,9,51,0,0,0
Stephen Carlson,CLE,TE,9,11.1,0,0,0,0,0,0,0,0,5,7,51,1,0,0
Myles Gaskin,MIA,RB,7,24.4,0,0,0,0,0,36,133,1,7,12,51,0,0,0
Deon Yelder,KC,TE,9,5.0,0,0,0,0,0,0,0,0,3,4,50,0,0,0
Lance Kendricks,LAC,TE,12,5.0,0,0,0,0,0,0,0,0,3,7,50,0,0,0
Deontay Burnett,PHI,WR,1,4.8,0,0,0,0,0,0,0,0,2,4,48,0,0,0
Trey Edmunds,PIT,RB,11,14.0,0,0,0,0,0,22,92,0,6,7,48,0,0,0
Patrick Ricard,BAL,FB,16,10.7,0,0,0,0,0,0,0,0,8,11,47,1,0,0
Trevon Wesco,NYJ,TE,16,4.9,0,0,0,0,0,1,2,0,2,3,47,0,0,0
Alexander Hollins,MIN,WR,5,4.6,0,0,0,0,0,0,0,0,2,4,46,0,0,0
Cedrick Wilson,DAL,WR,6,4.6,0,0,0,0,0,0,0,0,5,8,46,0,0,0
Gus Edwards,BAL,RB,16,87.6,0,0,0,0,0,133,711,2,7,7,45,0,2,1
Alec Ingold,OAK,FB,16,12.1,0,0,0,0,0,10,17,0,6,6,44,1,0,0
Jason Moore,LAC,WR,10,4.3,0,0,0,0,0,0,0,0,2,5,43,0,0,0
Darwin Thompson,KC,RB,12,23.1,0,0,0,0,0,37,128,1,9,10,43,0,0,0
Jordan Wilkins,IND,RB,14,47.0,0,0,0,0,0,51,307,2,7,11,43,0,0,0
Carlos Hyde,HOU,RB,16,147.2,0,0,0,0,0,245,1070,6,10,16,42,0,4,2
Andy Janovich,DEN,FB,7,10.3,0,0,0,0,0,1,1,1,5,5,42,0,0,0
David Njoku,CLE,TE,4,10.1,0,0,0,0,0,0,0,0,5,10,41,1,0,0
Patrick DiMarco,BUF,FB,16,4.8,0,0,0,0,0,3,7,0,5,7,41,0,0,0
TJ Jones,NYG,WR,3,9.8,0,0,0,0,0,0,0,0,3,4,38,1,3,0
Elandon Roberts,NE,LB,16,9.8,0,0,0,0,0,0,0,0,1,1,38,1,0,0
Geremy Davis,LAC,WR,7,3.8,0,0,0,0,0,0,0,0,3,3,38,0,0,0
Troy Fumagalli,DEN,TE,11,9.8,0,0,0,0,0,0,0,0,6,9,38,1,0,0
Steven Mitchell,HOU,WR,3,3.7,0,0,0,0,0,0,0,0,2,6,37,0,0,0
Darrell Henderson,LAR,RB,13,18.4,0,0,0,0,0,39,147,0,4,6,37,0,0,0
J.J. Nelson,OAK,WR,2,9.6,0,0,0,0,0,0,0,0,4,5,36,1,0,0
Zach Line,NO,FB,12,5.6,0,0,0,0,0,7,20,0,6,10,36,0,0,0
Ty Sambrailo,ATL,OT,13,9.5,0,0,0,0,0,0,0,0,1,1,35,1,0,0
Bobo Wilson,TB,WR,6,3.5,0,0,0,0,0,0,0,0,3,11,35,0,3,1
Jeff Wilson,SF,RB,10,43.9,0,0,0,0,0,27,105,4,3,5,34,1,0,0
Ishmael Hyman,TB,WR,2,3.4,0,0,0,0,0,0,0,0,2,4,34,0,0,0
Gunner Olszewski,NE,WR,8,3.4,0,0,0,0,0,0,0,0,2,4,34,0,1,1
Bilal Powell,NYJ,RB,13,26.2,0,1,0,0,0,59,229,0,7,12,33,0,0,0
Jordan Matthews,PHI,WR,2,3.3,0,0,0,0,0,0,0,0,4,12,33,0,0,0
Devin Funchess,IND,WR,1,3.2,0,0,0,0,0,0,0,0,3,5,32,0,0,0
Derek Watt,LAC,FB,16,10.2,0,0,0,0,0,7,10,1,3,5,32,0,0,0
Lee Smith,BUF,TE,16,9.1,0,0,0,0,0,0,0,0,4,5,31,1,0,0
Diontae Spencer,DEN,WR,16,3.7,0,0,0,0,0,3,6,0,6,8,31,0,3,1
C.J. Board,JAX,WR,4,3.1,0,0,0,0,0,0,0,0,2,4,31,0,0,0
Codey McElroy,TB,TE,1,3.0,0,0,0,0,0,0,0,0,1,1,30,0,0,0
Drew Sample,CIN,TE,9,3.0,0,0,0,0,0,0,0,0,5,6,30,0,0,0
Travis Benjamin,LAC,WR,5,3.0,0,0,0,0,0,0,0,0,6,16,30,0,0,0
Cody Core,NYG,WR,16,2.8,0,0,0,0,0,0,0,0,3,5,28,0,0,0
Pharaoh Brown,CLE,TE,9,2.7,0,0,0,0,0,0,0,0,2,3,27,0,0,0
Ryan Switzer,PIT,WR,9,2.7,0,0,0,0,0,0,0,0,8,11,27,0,1,0
Cam Sims,WAS,WR,7,2.7,0,0,0,0,0,0,0,0,2,3,27,0,0,0
Tanner Hudson,TB,TE,9,2.6,0,0,0,0,0,0,0,0,2,5,26,0,0,0
Johnny Mundt,LAR,TE,13,2.6,0,0,0,0,0,0,0,0,4,7,26,0,0,0
Russell Shepard,NYG,WR,3,2.5,0,0,0,0,0,0,0,0,3,8,25,0,0,0
Darren Sproles,PHI,RB,6,9.0,0,0,0,0,0,17,66,0,6,10,24,0,1,0
Deonte Harris,NO,WR,14,5.5,0,0,0,0,0,4,31,0,6,6,24,0,3,1
Nick Scott,LAR,S,16,2.9,0,0,0,0,0,1,6,0,1,1,23,0,0,0
Devine Ozigbo,JAX,RB,10,5.0,0,0,0,0,0,9,27,0,3,5,23,0,0,0
Benny Snell,PIT,RB,13,56.9,0,0,0,0,0,108,426,2,3,4,23,0,1,1
Nick Bellore,SEA,FB,14,8.3,0,0,0,0,0,0,0,0,2,2,23,1,0,0
Anthony Sherman,KC,FB,16,3.1,0,0,0,0,0,4,9,0,2,3,22,0,0,0
Michael Crabtree,ARI,WR,2,2.2,0,0,0,0,0,0,0,0,4,5,22,0,0,0
Spencer Ware,KC,RB,3,7.3,0,0,0,0,0,17,51,0,5,7,22,0,1,0
Kenjon Barner,ATL,RB,14,5.2,1,1,3,0,0,4,28,0,6,8,22,0,4,1
Mike Davis,CHI,RB,7,4.7,0,0,0,0,0,11,25,0,7,8,22,0,0,0
Da'Mari Scott,NYG,WR,5,2.7,0,0,0,0,0,1,5,0,2,3,22,0,0,0
Justin Jackson,LAC,RB,7,22.2,0,0,0,0,0,29,200,0,9,11,22,0,0,0
Fred Brown,DEN,WR,13,2.1,0,0,0,0,0,0,0,0,2,3,21,0,1,0
Eric Saubert,CHI,TE,2,2.1,0,0,0,0,0,0,0,0,2,3,21,0,0,0
Chris Moore,BAL,WR,14,2.1,0,0,0,0,0,1,0,0,3,5,21,0,0,0
Johnny Holton,PIT,WR,16,3.0,0,0,0,0,0,1,9,0,3,15,21,0,0,0
Josh Bellamy,NYJ,WR,7,2.0,0,0,0,0,0,0,0,0,2,3,20,0,0,0
Andre Roberts,BUF,WR,13,2.7,0,0,0,0,0,1,7,0,3,7,20,0,1,0
Zach Zenner,ARI/NO,RB,4,1.7,0,0,0,0,0,3,-2,0,2,3,19,0,0,0
David Blough,DET,QB,5,76.2,94,174,984,4,6,8,31,0,1,1,19,1,1,0
Stanley Morgan,CIN,WR,11,1.8,0,0,0,0,0,0,0,0,3,10,18,0,0,0
Donte Moncrief,PIT,WR,5,1.8,0,0,0,0,0,0,0,0,4,15,18,0,0,0
Marqise Lee,JAX,WR,6,1.9,0,0,0,0,0,1,1,0,3,4,18,0,0,0
Tra Carson,GB,RB,2,3.2,0,0,0,0,0,6,14,0,4,4,18,0,0,0
Darius Jennings,TEN,WR,8,1.7,0,0,0,0,0,0,0,0,2,5,17,0,0,0
Robert Davis,WAS/PHI,WR,6,1.7,0,0,0,0,0,0,0,0,2,5,17,0,0,0
Ashton Dulin,IND,WR,13,1.7,0,0,0,0,0,0,0,0,2,2,17,0,0,0
Mike Boone,MIN,RB,16,47.0,0,0,0,0,0,49,273,3,3,4,17,0,0,0
Nick Bawden,DET,FB,10,1.7,0,0,0,0,0,0,0,0,4,6,17,0,0,0
Rashard Davis,TEN,WR,1,1.6,0,0,0,0,0,0,0,0,1,1,16,0,0,0
Malcolm Brown,LAR,RB,14,57.1,0,0,0,0,0,69,255,5,2,6,16,0,0,0
Michael Walker,JAX,WR,7,1.5,0,0,0,0,0,0,0,0,2,3,15,0,2,2
Josh Oliver,JAX,TE,4,1.5,0,0,0,0,0,0,0,0,3,6,15,0,0,0
Ventell Bryant,DAL,WR,12,7.5,0,0,0,0,0,0,0,0,1,1,15,1,0,0
Ryan Grant,OAK,WR,2,1.4,0,0,0,0,0,0,0,0,4,9,14,0,0,0
Troymaine Pope,LAC,RB,14,9.4,0,0,0,0,0,10,20,0,2,3,14,1,1,1
Mike Thomas,LAR,WR,16,1.4,0,0,0,0,0,0,0,0,2,5,14,0,0,0
T.J. Logan,TB,RB,12,2.3,0,0,0,0,0,3,10,0,2,3,13,0,0,0
Cethan Carter,CIN,TE,15,7.3,0,0,0,0,0,0,0,0,2,3,13,1,0,0
Keith Smith,ATL,FB,16,2.1,0,0,0,0,0,5,8,0,1,3,13,0,0,0
Isaac Nauta,DET,TE,6,1.3,0,0,0,0,0,0,0,0,2,3,13,0,0,0
Cody Hollister,TEN,WR,5,1.3,0,0,0,0,0,0,0,0,2,2,13,0,0,0
Sean Culkin,LAC,TE,4,1.2,0,0,0,0,0,0,0,0,1,2,12,0,0,0
Jeff Smith,NYJ,WR,1,1.2,0,0,0,0,0,0,0,0,1,2,12,0,0,0
Antony Auclair,TB,TE,8,1.1,0,0,0,0,0,0,0,0,1,3,11,0,0,0
John Ursua,SEA,WR,3,1.1,0,0,0,0,0,0,0,0,1,1,11,0,0,0
Scott Simonson,NYG,TE,5,1.1,0,0,0,0,0,0,0,0,2,2,11,0,0,0
Chris Manhertz,CAR,TE,15,1.1,0,0,0,0,0,0,0,0,1,1,11,0,0,0
Kevin Byard,TEN,S,16,1.1,0,0,0,0,0,0,0,0,1,1,11,0,0,0
Tyler Ervin,GB,RB,4,2.1,0,0,0,0,0,1,10,0,2,4,11,0,1,0
Levine Toilolo,SF,TE,13,1.0,0,0,0,0,0,0,0,0,2,2,10,0,0,0
Taiwan Jones,HOU,RB,11,4.9,0,0,0,0,0,9,40,0,1,1,9,0,0,0
Javorius Allen,NYG,RB,10,10.5,0,0,0,0,0,10,36,1,1,2,9,0,0,0
Paul Perkins,DET,RB,4,3.8,0,0,0,0,0,12,29,0,1,1,9,0,0,0
Ben Koyack,JAX,TE,11,0.9,0,0,0,0,0,0,0,0,1,3,9,0,0,0
Elijhaa Penny,NYG,FB,16,4.8,0,0,0,0,0,15,39,0,2,4,9,0,0,0
Kerrith Whyte,PIT,RB,6,13.1,0,0,0,0,0,24,122,0,1,1,9,0,0,0
Austin Carr,NO,WR,6,0.9,0,0,0,0,0,0,0,0,1,4,9,0,0,0
Ricky Ortiz,NO,FB,1,0.8,0,0,0,0,0,0,0,0,1,1,8,0,0,0
Jordan Thomas,HOU,TE,5,0.8,0,0,0,0,0,0,0,0,1,3,8,0,0,0
Qadree Ollison,ATL,RB,8,29.7,0,0,0,0,0,22,50,4,1,2,7,0,1,0
Chris Herndon,NYJ,TE,1,0.7,0,0,0,0,0,0,0,0,1,2,7,0,0,0
Cody Davis,JAX,S,16,0.7,0,0,0,0,0,0,0,0,1,1,7,0,0,0
Dwayne Harris,OAK,WR,3,0.7,0,0,0,0,0,0,0,0,1,1,7,0,0,0
De'Anthony Thomas,KC,WR,6,1.0,0,0,0,0,0,1,4,0,1,2,6,0,2,0
Deshaun Watson,HOU,QB,15,386.5,333,495,3852,26,12,82,413,7,1,1,6,1,10,3
Dwayne Washington,NO,RB,16,6.6,0,0,0,0,0,8,60,0,1,1,6,0,0,0
Jeff Driskel,DET,QB,3,72.0,62,105,685,4,4,22,151,1,1,1,6,0,1,0
Jaleel Scott,BAL,WR,3,0.6,0,0,0,0,0,0,0,0,1,3,6,0,0,0
Dalton Schultz,DAL,TE,16,0.6,0,0,0,0,0,0,0,0,1,2,6,0,0,0
Alex Armah,CAR,FB,16,7.7,0,0,0,0,0,6,11,1,2,2,6,0,0,0
Tyrone Swoopes,SEA,TE,5,0.5,0,0,0,0,0,0,0,0,1,1,5,0,0,0
Bo Scarbrough,DET,RB,6,44.2,0,0,0,0,0,89,377,1,1,4,5,0,1,1
Jakob Johnson,NE,FB,4,0.5,0,0,0,0,0,0,0,0,1,2,5,0,0,0
Charles Jones,JAX,TE,4,0.5,0,0,0,0,0,0,0,0,1,1,5,0,0,0
Zach Gentry,PIT,TE,4,0.4,0,0,0,0,0,0,0,0,1,1,4,0,0,0
Darrell Daniels,ARI,TE,11,0.4,0,0,0,0,0,0,0,0,1,3,4,0,0,0
Krishawn Hogan,NO,WR,8,0.4,0,0,0,0,0,0,0,0,1,1,4,0,0,0
Roosevelt Nix,PIT,FB,3,0.4,0,0,0,0,0,0,0,0,2,3,4,0,0,0
Xavier Grimble,PIT,TE,3,0.3,0,0,0,0,0,0,0,0,1,3,3,0,0,0
Cyril Grayson,TB,WR,2,0.3,0,0,0,0,0,0,0,0,1,1,3,0,0,0
Jacoby Brissett,IND,QB,15,266.1,272,447,2942,18,6,56,228,4,1,1,2,0,7,5
Eric Tomlinson,NE,TE,2,0.1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Dion Dawkins,BUF,OT,16,6.1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Senorise Perry,BUF,RB,11,0.4,0,0,0,0,0,3,3,0,1,1,1,0,0,0
David Quessenberry,TEN,OG,4,6.1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Dennis Kelly,TEN,OT,15,6.1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Vita Vea,TB,DT,16,6.1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Jason Sanders,MIA,K,16,104.1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Darrius Shepherd,GB,WR,6,0.1,0,0,0,0,0,0,0,0,1,2,1,0,1,1
Jon Hilliman,NYG,RB,3,9.2,0,0,0,0,0,30,91,0,3,4,1,0,2,2
Wes Hills,DET,RB,1,14.2,0,0,0,0,0,10,21,2,2,2,1,0,0,0
Christian Wilkins,MIA,DE,16,6.1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Michael Deiter,MIA,OG,16,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Jamal Agnew,DET,WR,13,0.7,0,0,0,0,0,1,9,0,1,2,-2,0,1,1
Kaleb McGary,ATL,OT,16,-0.3,0,0,0,0,0,0,0,0,1,1,-3,0,0,0
Garrett Bradbury,MIN,C,16,-0.4,0,0,0,0,0,0,0,0,1,1,-4,0,0,0
Andy Dalton,CIN,QB,13,269.6,314,528,3494,16,14,32,73,4,1,1,-4,0,8,4
Quincy Enunwa,NYJ,WR,1,-0.4,0,0,0,0,0,0,0,0,1,3,-4,0,1,1
Wyatt Teller,CLE,OG,15,-0.5,0,0,0,0,0,0,0,0,1,1,-5,0,0,0
