,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Name,Team,Pos,G,TAR,REC,YDS,AY,aDOT,AY/Snap,Cmp AY,Catch %,Drop %,AY,TAR,YDS,AVG,%,Drawn,On
Justin Forsett,DET,RB,2,3,2,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Logan Paulsen,CHI,TE,16,10,3,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Bolden,NE,RB,14,4,2,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Russell Wilson,SEA,QB,16,2,2,14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jamaal Charles,KC,RB,3,3,2,14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jalston Fowler,TEN,FB,16,2,1,14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Gerald Christian,BUF,TE,3,2,1,14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Je'Ron Hamm,SF,TE,5,4,2,13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ryan Hewitt,CIN,TE,16,3,2,13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Henry Krieger-Coble,DEN,TE,2,1,1,13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dwayne Harris,NYG,WR,16,1,1,13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Orleans Darkwa,NYG,RB,10,4,2,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jake Fisher,CIN,TE,15,1,1,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bralon Addison,CHI,WR,2,1,1,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Terron Ward,ATL,RB,5,2,1,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeremy Butler,SD,WR,4,2,2,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cameron Artis-Payne,CAR,RB,3,1,1,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alex Ellis,JAX,TE,6,4,3,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Daniel Lasco,NO,RB,7,4,2,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Anthony Sherman,KC,FB,16,6,4,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alfred Morris,DAL,RB,14,6,3,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Christine Michael,GB,RB,6,3,2,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Derek Carrier,WAS,TE,8,2,2,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Taylor Lewan,TEN,OT,16,1,1,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Byron Marshall,PHI,RB,3,5,3,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lorenzo Taliaferro,BAL,FB,3,3,3,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Manhertz,CAR,TE,4,1,1,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tony Washington,JAX,WR,2,1,1,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rashad Ross,WAS,WR,5,1,1,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jared Abbrederis,GB,WR,5,2,1,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Adrian Peterson,MIN,RB,3,6,3,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matthew Mulligan,DET,TE,8,1,1,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Spiller,NYJ,RB,4,4,1,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
MyCole Pruitt,MIN,TE,2,1,1,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Carson Wentz,PHI,QB,16,1,1,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Paul McRoberts,LAR,WR,2,1,1,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
MyCole Pruitt,CHI,TE,2,1,1,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jay Prosch,HOU,FB,15,1,1,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Percy Harvin,BUF,WR,2,4,2,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kerwynn Williams,ARI,RB,10,2,1,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Isaiah Pead,MIA,RB,3,1,1,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Sam Bradford,MIN,QB,15,1,1,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Roosevelt Nix,PIT,FB,10,2,2,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Terrell Watson,PHI,RB,1,1,1,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Troymaine Pope,SEA,RB,3,2,1,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
David Morgan,MIN,TE,12,1,1,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Randall Telfer,CLE,TE,14,7,2,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rod Smith,DAL,RB,7,1,1,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
George Farmer,SEA,RB,2,3,1,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chase Reynolds,LAR,RB,16,1,1,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Knile Davis,GB,RB,2,2,2,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jimmy Garoppolo,NE,QB,6,1,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Joe Webb,CAR,WR,14,3,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alex Smith,KC,QB,15,1,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marcus Murphy,NO,RB,3,1,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Paul Lasike,CHI,FB,10,1,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordan Payton,CLE,WR,4,3,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
D.J. Foster,NE,RB,3,2,1,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matt Barkley,CHI,QB,7,1,1,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Donald Penn,OAK,OT,16,1,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
D.J. Tialavea,ATL,OT,2,1,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Juwan Thompson,DEN,RB,8,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marcus Mariota,TEN,QB,15,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bronson Hill,JAX,RB,3,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Isaac Fruechte,MIN,WR,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Daniel Braverman,CHI,WR,3,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dezmin Lewis,BUF,WR,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kasen Williams,SEA,WR,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Michael Burton,DET,FB,15,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Geremy Davis,SD,WR,3,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Khari Lee,DET,TE,8,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jakeem Grant,MIA,WR,16,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jonathan Williams,BUF,RB,11,2,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alex Lewis,BAL,OG,10,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Hakeem Valles,ARI,TE,11,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kalif Raymond,DEN,WR,4,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Don Jackson,GB,RB,3,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Braedon Bowman,NYJ,TE,3,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Johnson,ARI,RB,4,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Pat McAfee,IND,P,16,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cedric Peerman,CIN,RB,6,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matthew Slater,NE,WR,13,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kellen Davis,NYJ,TE,8,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Will Tukuafu,SEA,FB,7,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordan Todman,IND,RB,16,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Troy Niklas,ARI,TE,3,2,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Michael Campanaro,BAL,WR,3,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andre Williams,SD,RB,1,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Isaiah Burse,SD,WR,9,4,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Zach Line,MIN,FB,15,3,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
James O'Shaughnessy,KC,TE,16,3,2,-1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mack Brown,WAS,RB,9,1,1,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Joique Bell,DET,RB,3,1,1,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brock Osweiler,HOU,QB,15,1,1,-14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Blaine Gabbert,SF,QB,6,1,1,-16,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
