,,,,Defensive Stats,,,,,,,,,
Matt Milano,BUF,LB,13,741,52.0,26,78,1.0,0,3,3,0,7
Kenny Moore,IND,CB,15,54,63.0,14,77,1.5,1,0,3,0,11
Ron Parker,KC,S,15,1029,64.0,13,77,1.0,0,0,2,1,5
Vince Williams,PIT,LB,14,745,50.0,26,76,4.5,0,0,1,1,2
Logan Ryan,TEN,S,14,856,54.0,22,76,4.0,0,0,0,0,8
Jordan Whitehead,TB,S,15,660,61.0,15,76,0.0,0,0,0,0,4
Jahleel Addae,LAC,S,16,1024,52.0,23,75,1.0,0,1,1,0,3
Josh Bynes,ARI,LB,11,657,52.0,23,75,2.0,0,1,0,1,5
Mike Adams,CAR,S,16,937,47.0,28,75,0.0,0,0,3,0,6
Curtis Riley,NYG,S,16,1047,63.0,12,75,0.0,0,0,4,1,5
Eli Apple,NYG/NO,CB,15,904,62.0,13,75,0.0,1,2,2,0,14
Darron Lee,NYJ,LB,12,808,43.0,31,74,0.0,0,0,3,1,5
Glover Quin,DET,S,16,829,58.0,16,74,1.0,0,0,0,0,3
Lorenzo Alexander,BUF,LB,16,629,55.0,19,74,6.5,2,1,2,0,9
Tony Jefferson,BAL,S,14,864,53.0,21,74,1.0,1,1,1,0,6
Donte Jackson,CAR,CB,16,891,63.0,11,74,1.0,1,0,4,0,9
TJ Carrie,CLE,CB,16,905,58.0,16,74,1.0,2,1,1,0,8
Brian Poole,ATL,CB,16,833,53.0,21,74,3.0,0,2,3,0,6
Adoree' Jackson,TEN,CB,16,957,67.0,6,73,0.0,0,0,2,0,10
Jon Bostic,PIT,LB,16,561,46.0,27,73,2.5,0,0,0,0,3
Adrian Amos,CHI,S,16,1041,59.0,14,73,1.0,0,1,2,0,9
Danielle Hunter,MIN,DE,16,876,51.0,21,72,14.5,0,1,0,1,0
Reshad Jones,MIA,S,14,826,57.0,15,72,0.0,0,0,3,1,9
Calais Campbell,JAX,DE,16,815,53.0,19,72,10.5,1,1,0,0,2
Eric Reid,CAR,S,13,735,50.0,21,71,1.0,0,0,1,0,5
Chidobe Awuzie,DAL,CB,15,884,57.0,14,71,0.0,1,0,1,0,11
A.J. Klein,NO,LB,16,669,42.0,28,70,2.0,0,2,1,0,3
Janoris Jenkins,NYG,CB,16,1088,59.0,11,70,0.0,1,0,2,0,15
Jason McCourty,NE,CB,16,835,54.0,16,70,0.0,1,0,1,0,10
James Bradberry,CAR,CB,16,989,58.0,12,70,1.0,1,0,1,0,15
Christian Jones,DET,LB,16,643,48.0,21,69,1.0,1,0,0,0,3
Malcolm Butler,TEN,CB,16,836,60.0,9,69,1.0,1,0,3,1,12
Darqueze Dennard,CIN,CB,13,675,54.0,14,68,0.0,2,1,0,0,6
Steven Nelson,KC,CB,16,1166,58.0,10,68,0.0,0,0,4,0,15
Eric Weddle,BAL,S,16,1017,54.0,14,68,1.0,0,0,0,0,3
T.J. Watt,PIT,LB,16,902,50.0,18,68,13.0,6,0,0,0,3
Marquel Lee,OAK,LB,16,429,36.0,32,68,0.0,0,0,0,0,3
Tre Flowers,SEA,CB,15,905,55.0,12,67,0.0,3,1,0,0,6
Byron Jones,DAL,CB,16,1018,56.0,11,67,0.0,0,0,0,0,14
DeForest Buckner,SF,DT,16,852,44.0,23,67,12.0,0,1,0,0,3
Prince Amukamara,CHI,CB,15,915,57.0,9,66,0.0,2,0,3,1,12
Desmond Trufant,ATL,CB,16,1059,55.0,11,66,1.0,0,0,0,0,12
Jaire Alexander,GB,CB,13,783,61.0,5,66,0.5,0,0,1,0,11
Elijah Lee,SF,LB,16,476,54.0,11,65,1.0,1,0,0,0,2
Elandon Roberts,NE,LB,16,433,31.0,34,65,1.0,0,0,0,0,4
Jalen Ramsey,JAX,CB,16,1016,62.0,3,65,0.0,0,0,3,0,13
DeMarcus Lawrence,DAL,DE,16,735,42.0,22,64,10.5,2,1,1,0,1
Josh Norman,WAS,CB,16,1028,40.0,24,64,0.0,3,1,3,0,9
Joe Haden,PIT,CB,15,935,51.0,12,63,0.0,1,0,2,0,12
Jurrell Casey,TEN,DE,15,746,36.0,26,62,7.0,2,1,0,0,0
Desmond King,LAC,CB,16,799,47.0,15,62,0.0,1,1,3,1,10
Shaquill Griffin,SEA,CB,16,943,55.0,7,62,0.0,0,0,2,0,8
Jordan Evans,CIN,LB,14,511,40.0,21,61,1.5,0,0,1,0,3
Jonathan Allen,WAS,DT,16,777,35.0,26,61,8.0,0,0,0,0,0
J.J. Watt,HOU,DE,16,962,47.0,14,61,16.0,7,0,0,0,4
Bobby McCain,MIA,S,14,824,50.0,11,61,2.0,0,0,1,0,5
B.J. Goodson,NYG,LB,15,482,44.0,17,61,0.5,0,1,2,0,4
Adarius Taylor,TB,LB,15,635,41.0,19,60,1.0,1,0,1,0,5
Darian Stewart,DEN,S,14,874,46.0,14,60,1.0,0,1,2,0,3
Mark Barron,LAR,LB,12,569,43.0,17,60,1.0,1,0,0,0,1
Duke Riley,ATL,LB,16,407,37.0,23,60,0.0,0,0,0,0,2
Bradley Chubb,DEN,LB,16,843,41.0,19,60,12.0,2,1,0,0,1
Dalvin Tomlinson,NYG,DT,16,627,28.0,31,59,0.0,0,0,0,0,0
Alex Anzalone,NO,LB,16,486,45.0,14,59,2.0,3,0,1,0,2
Patrick Onwuasor,BAL,LB,16,434,37.0,22,59,5.5,2,0,1,0,3
Marcus Williams,NO,S,16,955,49.0,10,59,1.0,1,1,2,0,3
Marshon Lattimore,NO,CB,16,905,49.0,10,59,0.0,4,3,2,0,12
Michael Thomas,NYG,S,16,521,41.0,18,59,1.0,1,0,2,0,6
B.W. Webb,NYG,CB,16,1004,52.0,7,59,1.0,1,0,1,0,6
Lawrence Guy,NE,DT,16,518,25.0,34,59,1.0,1,0,0,0,0
Ndamukong Suh,LAR,DE,16,891,36.0,23,59,4.5,0,2,0,0,4
Aaron Donald,LAR,DE,16,916,41.0,18,59,20.5,4,2,0,0,1
Jason Pierre-Paul,TB,LB,16,933,48.0,10,58,12.5,1,1,0,0,2
Linval Joseph,MIN,DT,15,672,36.0,22,58,1.0,1,1,0,1,0
Johnathan Joseph,HOU,CB,14,810,49.0,9,58,0.0,0,0,2,1,13
Marcus Gilchrist,OAK,S,16,816,40.0,18,58,0.0,0,0,3,0,6
Micah Hyde,BUF,S,15,881,41.0,17,58,0.0,0,1,2,0,5
Kenny Vaccaro,TEN,S,13,748,41.0,17,58,2.0,0,0,1,0,4
Buster Skrine,NYJ,CB,14,667,52.0,6,58,0.5,1,1,0,0,8
Rasul Douglas,PHI,CB,16,543,48.0,10,58,0.0,0,0,3,0,4
Fabian Moreau,WAS,CB,16,839,37.0,21,58,0.0,3,0,1,0,5
Josey Jewell,DEN,LB,16,458,38.0,20,58,0.0,0,0,0,0,3
Hardy Nickerson,CIN,LB,16,538,38.0,19,57,0.0,1,0,0,0,1
Tedric Thompson,SEA,S,14,657,41.0,16,57,0.0,1,0,1,0,3
Mike Hilton,PIT,CB,15,593,44.0,13,57,1.0,0,2,1,0,8
Morris Claiborne,NYJ,CB,15,1003,44.0,13,57,0.0,0,0,2,1,14
Trey Flowers,NE,DE,15,729,32.0,25,57,7.5,3,0,0,0,2
Jonathan Jones,NE,CB,16,517,44.0,12,56,1.5,1,0,3,0,7
Briean Boddy-Calhoun,CLE,CB,16,657,44.0,12,56,0.0,1,0,0,0,2
Rashaan Melvin,OAK,CB,14,574,52.0,4,56,0.0,0,0,1,0,9
Corey Graham,PHI,S,13,656,43.0,13,56,0.0,0,1,1,0,5
Xavier Woods,DAL,S,14,880,39.0,17,56,0.0,1,0,2,0,9
Daron Payne,WAS,DT,16,797,35.0,21,56,5.0,1,1,0,0,3
Josh Jones,GB,S,13,502,40.0,15,55,1.0,0,0,0,0,2
Anthony Barr,MIN,LB,13,808,39.0,16,55,3.0,1,0,0,0,2
Kyle Fuller,CHI,CB,16,1016,45.0,10,55,0.0,0,0,7,0,21
Gerald Hodges,ARI,LB,16,350,44.0,11,55,0.0,0,0,0,0,0
Akiem Hicks,CHI,DE,16,621,41.0,14,55,7.5,3,0,0,0,5
Justin Coleman,SEA,CB,16,674,41.0,14,55,0.5,1,2,1,1,10
Eric Murray,KC,S,15,703,43.0,12,55,0.0,0,0,1,0,2
Kenny Clark,GB,DT,13,723,36.0,19,55,6.0,1,2,0,0,3
Dee Ford,KC,DE,16,1025,42.0,13,55,13.0,7,0,0,0,0
Bene' Benwikere,OAK/ARI,CB,15,526,41.0,13,54,0.5,1,0,1,0,4
Tashaun Gipson,JAX,S,16,1005,44.0,10,54,0.0,0,0,1,0,7
A.J. Bouye,JAX,CB,13,827,46.0,8,54,0.0,0,0,1,0,8
Tramon Williams,GB,CB,16,1062,40.0,14,54,0.0,0,1,0,0,2
Michael Brockers,LAR,DE,16,683,33.0,21,54,1.0,0,0,0,0,0
Patrick Peterson,ARI,CB,16,1040,45.0,9,54,1.0,0,1,2,0,5
Tre'Davious White,BUF,CB,16,961,44.0,10,54,0.0,0,0,2,0,8
Denzel Ward,CLE,CB,13,841,41.0,12,53,0.0,1,2,3,0,11
Ben Gedeon,MIN,LB,15,310,29.0,24,53,0.0,0,0,0,0,2
Rashaan Evans,TEN,LB,15,493,33.0,20,53,0.0,0,0,0,0,1
D.J. Swearinger,WAS,S,15,961,42.0,11,53,1.0,3,1,4,0,10
Nevin Lawson,DET,CB,15,876,43.0,10,53,1.0,0,0,0,0,5
Preston Smith,WAS,LB,16,865,30.0,23,53,4.0,0,1,1,1,3
Deion Jones,ATL,LB,6,384,34.0,19,53,1.0,1,0,2,1,6
P.J. Williams,NO,CB,15,693,44.0,9,53,1.0,2,0,1,1,9
Grady Jarrett,ATL,DT,14,710,27.0,25,52,6.0,3,0,0,0,0
Larry Ogunjobi,CLE,DT,16,930,33.0,19,52,5.5,1,0,0,0,0
Eddie Jackson,CHI,S,14,909,41.0,10,51,1.0,2,1,6,3,15
Kenny Young,BAL,LB,16,370,40.0,11,51,2.5,1,0,0,0,1
Denzel Perryman,LAC,LB,9,385,30.0,21,51,0.0,0,0,1,0,2
Cameron Heyward,PIT,DE,16,842,29.0,22,51,8.0,1,1,0,0,3
Jabaal Sheard,IND,DE,16,810,37.0,13,50,5.5,0,0,0,0,4
Corey Peters,ARI,DT,15,678,33.0,17,50,2.5,0,1,0,0,0
Robert Alford,ATL,CB,15,957,43.0,7,50,0.0,0,0,0,0,11
Bradley Roby,DEN,CB,15,925,45.0,5,50,0.0,2,0,1,0,12
Michael Davis,LAC,CB,16,625,40.0,10,50,0.0,1,0,0,0,8
Kentrell Brice,GB,S,14,647,40.0,10,50,1.0,0,0,0,0,2
Jarran Reed,SEA,DT,16,776,34.0,16,50,10.5,0,2,0,0,0
Josh Jackson,GB,CB,16,674,39.0,10,49,0.0,0,0,0,0,10
Erik Harris,OAK,S,16,425,36.0,13,49,0.0,0,0,2,0,7
A'Shawn Robinson,DET,DT,13,415,34.0,15,49,1.0,1,1,0,0,0
Javon Hargrave,PIT,DT,16,454,32.0,17,49,6.5,0,0,0,0,1
Sheldon Richardson,MIN,DT,16,715,26.0,23,49,4.5,0,0,0,0,0
Cameron Jordan,NO,DE,16,883,35.0,14,49,12.0,1,1,0,0,6
Chandler Jones,ARI,LB,16,913,38.0,11,49,13.0,3,1,0,0,4
Chris Harris,DEN,CB,12,747,40.0,9,49,1.0,0,0,3,1,10
Von Miller,DEN,LB,16,843,29.0,19,48,14.5,4,3,1,0,3
Brent Grimes,TB,CB,13,790,42.0,6,48,0.0,1,0,0,0,6
Barkevious Mingo,SEA,LB,16,517,37.0,11,48,1.0,2,1,0,0,1
L.J. Fort,PIT,LB,15,306,38.0,10,48,1.0,0,1,0,1,0
Dont'a Hightower,NE,LB,15,773,24.0,24,48,1.0,0,1,1,0,1
Karl Joseph,OAK,S,13,474,34.0,14,48,2.0,0,0,1,0,2
Darryl Roberts,NYJ,CB,16,726,41.0,7,48,0.0,0,0,1,0,7
Kareem Martin,NYG,LB,16,610,22.0,26,48,1.5,0,0,0,0,2
Arik Armstead,SF,DE,16,608,33.0,15,48,3.0,0,0,0,0,0
B.J. Hill,NYG,DE,16,642,32.0,16,48,5.5,0,0,0,0,2
Antonio Morrison,GB,LB,16,299,27.0,21,48,1.0,0,0,0,0,0
Isaiah Johnson,TB,S,15,404,40.0,8,48,0.0,0,1,1,0,2
Davon Godchaux,MIA,DT,16,675,31.0,17,48,1.0,0,0,0,0,0
Xavier Williams,KC,DT,16,424,25.0,22,47,2.5,1,0,0,0,0
Leonard Floyd,CHI,LB,16,803,34.0,13,47,4.0,0,1,1,1,4
Xavier Rhodes,MIN,CB,14,769,41.0,6,47,0.0,0,0,1,0,7
Jadeveon Clowney,HOU,DE,15,900,38.0,9,47,9.0,1,3,0,1,1
Khalil Mack,CHI,LB,14,771,37.0,10,47,12.5,6,2,1,1,4
Carlos Dunlap,CIN,DE,16,840,31.0,16,47,8.0,2,1,0,0,8
Captain Munnerlyn,CAR,CB,16,631,38.0,9,47,2.0,0,1,1,0,9
D.J. Hayden,JAX,CB,10,455,39.0,7,46,1.0,0,0,1,0,4
Fletcher Cox,PHI,DT,16,830,33.0,13,46,10.5,1,1,0,0,1
Casey Hayward,LAC,CB,16,1015,41.0,5,46,0.0,0,0,0,0,8
Anthony Harris,MIN,S,15,623,34.0,12,46,0.0,0,0,3,0,6
Devon Kennard,DET,LB,15,864,30.0,16,46,7.0,0,1,0,0,0
Kwon Alexander,TB,LB,6,366,34.0,11,45,1.0,2,0,0,0,2
Za'Darius Smith,BAL,LB,16,724,26.0,19,45,8.5,1,0,0,0,2
K'Waun Williams,SF,CB,14,596,40.0,5,45,0.0,0,0,0,0,2
Derrick Kindred,CLE,S,16,499,33.0,12,45,0.0,1,0,1,0,1
Bryce Callahan,CHI,CB,13,675,39.0,6,45,2.0,0,0,2,0,6
Stephon Gilmore,NE,CB,16,1012,40.0,5,45,1.0,2,1,2,0,20
Coty Sensabaugh,PIT,CB,15,748,40.0,5,45,0.0,1,0,0,0,6
Stephon Tuitt,PIT,DE,14,691,27.0,18,45,5.5,0,0,0,0,4
Geno Atkins,CIN,DT,16,794,24.0,21,45,10.0,0,0,0,0,0
Brandon Carr,BAL,CB,16,876,39.0,6,45,0.0,0,0,2,0,11
Rafael Bush,BUF,S,15,452,30.0,15,45,1.5,0,0,0,0,0
Jimmy Smith,BAL,CB,12,610,34.0,11,45,0.0,0,0,2,0,9
Kamu Grugier-Hill,PHI,LB,16,330,33.0,12,45,1.0,1,0,1,0,2
Austin Calitro,SEA,LB,16,284,32.0,13,45,0.5,0,0,0,0,1
Sharrod Neasman,ATL,S,12,435,31.0,13,44,0.0,0,0,0,0,4
Malik Hooker,IND,S,14,912,30.0,14,44,0.0,0,1,2,0,4
Myles Garrett,CLE,DE,16,1012,35.0,9,44,13.5,3,0,0,0,3
Harold Landry,TEN,LB,15,593,24.0,20,44,4.5,1,0,0,0,2
Orlando Scandrick,KC,CB,15,790,38.0,6,44,0.0,1,0,1,0,13
Rodney Gunter,ARI,DT,16,602,32.0,12,44,4.5,2,0,0,0,1
Anthony Brown,DAL,CB,15,689,38.0,6,44,2.0,1,0,1,0,8
Matt Judon,BAL,LB,16,676,29.0,15,44,7.0,1,0,0,0,3
Dean Lowry,GB,DE,16,729,31.0,13,44,3.0,1,1,0,0,3
Trae Waynes,MIN,CB,14,692,34.0,10,44,0.0,0,0,1,0,8
Marcus Peters,LAR,CB,16,919,33.0,10,43,0.0,0,0,3,1,8
Ronald Darby,PHI,CB,9,542,39.0,4,43,0.0,0,0,1,0,12
Christian Kirksey,CLE,LB,7,475,29.0,14,43,0.0,0,1,2,0,5
Mackensie Alexander,MIN,CB,15,564,36.0,7,43,4.0,0,0,0,0,10
Clay Matthews,GB,LB,16,756,29.0,14,43,3.5,1,0,0,0,0
Melvin Ingram,LAC,DE,16,871,28.0,15,43,7.0,1,1,1,0,3
Ryan Kerrigan,WAS,DE,16,818,30.0,13,43,13.0,3,1,0,0,1
Derek Wolfe,DEN,DE,16,710,31.0,12,43,1.5,0,1,1,0,6
Darius Slay,DET,CB,15,874,40.0,3,43,0.0,0,0,3,1,17
Lorenzo Carter,NYG,LB,15,442,30.0,13,43,4.0,0,0,0,0,4
Nicholas Morrow,OAK,LB,16,380,30.0,13,43,1.0,1,0,0,0,3
Eric Wilson,MIN,LB,16,336,31.0,11,42,2.0,0,0,0,0,0
Taron Johnson,BUF,CB,11,405,34.0,8,42,1.0,1,0,1,0,3
Brandon Marshall,DEN,LB,11,469,22.0,20,42,0.0,0,0,0,0,1
Kawann Short,CAR,DT,14,584,29.0,13,42,3.0,1,0,0,0,1
Akeem Spence,MIA,DT,16,666,23.0,19,42,2.0,0,0,0,0,0
Jaquiski Tartt,SF,S,8,437,32.0,10,42,0.0,0,0,1,0,2
Jalen Mills,PHI,S,8,457,36.0,6,42,0.0,0,0,0,0,9
Kyler Fackrell,GB,LB,16,642,29.0,13,42,10.5,0,0,0,0,0
Preston Brown,CIN,LB,7,375,27.0,15,42,0.0,0,0,2,0,4
Bud Dupree,PIT,LB,16,869,30.0,12,42,5.5,1,0,1,1,3
Leonard Williams,NYJ,DE,16,865,27.0,15,42,5.0,0,0,0,0,2
Frank Clark,SEA,DE,16,728,33.0,8,41,13.0,3,2,1,0,2
William Jackson,CIN,CB,16,1064,34.0,7,41,0.0,0,0,0,0,13
Dre Kirkpatrick,CIN,CB,13,774,35.0,6,41,0.0,0,0,0,0,9
D.J. Reed,SF,S,15,361,30.0,11,41,1.0,1,0,0,0,0
Will Parks,DEN,S,16,573,25.0,16,41,0.0,1,0,1,0,4
Montae Nicholson,WAS,S,14,466,29.0,12,41,0.0,0,0,0,0,1
Carlton Davis,TB,CB,13,717,36.0,4,40,0.0,1,1,0,0,4
Samson Ebukam,LAR,LB,16,695,25.0,15,40,3.0,3,2,1,2,1
Genard Avery,CLE,DE,16,686,30.0,10,40,4.5,1,1,0,0,4
Trumaine Johnson,NYJ,CB,10,670,35.0,5,40,0.0,1,1,4,1,5
Brandon Mebane,LAC,DT,12,405,22.0,18,40,1.0,1,0,0,0,1
Emmanuel Ogbah,CLE,DE,14,806,24.0,16,40,3.0,0,1,0,0,8
Chris Jones,KC,DT,16,776,35.0,5,40,15.5,2,0,1,1,5
Sheldon Rankins,NO,DT,16,641,26.0,14,40,8.0,1,0,0,0,1
Eddie Goldman,CHI,DT,16,559,27.0,13,40,3.0,0,1,0,0,0
Antone Exum,SF,S,15,595,34.0,6,40,1.0,1,0,1,1,7
Shelby Harris,DEN,DE,16,391,23.0,16,39,1.5,0,0,1,0,4
Kerry Wynn,NYG,DE,14,393,24.0,15,39,1.5,2,0,0,0,2
Phillip Gaines,CLE/BUF,CB,11,408,31.0,8,39,0.0,0,0,0,0,2
Malcom Brown,NE,DT,15,457,19.0,20,39,0.0,0,1,0,0,0
Jordan Richards,ATL,S,15,430,27.0,12,39,0.0,0,0,0,0,3
Romeo Okwara,DET,DE,15,715,28.0,11,39,7.5,1,0,0,0,1
Quinton Dunbar,WAS,CB,7,373,35.0,4,39,0.0,0,0,2,0,9
Neville Hewitt,NYJ,LB,16,268,26.0,13,39,1.5,0,0,0,0,0
Brandon Graham,PHI,DE,16,753,31.0,8,39,4.0,1,1,0,0,2
Whitney Mercilus,HOU,LB,16,786,22.0,17,39,4.0,2,0,0,0,0
Sam Hubbard,CIN,DE,16,507,27.0,12,39,6.0,1,1,0,1,2
Trevon Coley,CLE,DT,16,615,17.0,22,39,0.5,0,1,0,0,0
Ryan Smith,TB,CB,16,419,31.0,7,38,0.0,1,1,1,0,6
Reggie Gilbert,GB,LB,16,485,27.0,11,38,2.5,0,1,0,0,2
Andrew Adams,TB,S,13,370,29.0,9,38,0.0,0,0,4,0,9
Greg Stroman,WAS,CB,15,386,31.0,7,38,0.0,1,0,1,0,4
Allen Bailey,KC,DE,16,845,27.0,11,38,6.0,2,4,0,1,0
Robert Quinn,MIA,LB,16,636,25.0,13,38,6.5,2,0,0,0,0
Barry Church,JAX,S,11,669,32.0,6,38,1.0,0,0,1,0,2
Benson Mayowa,ARI,DE,15,522,31.0,7,38,4.0,1,1,0,0,4
Deone Bucannon,ARI,LB,13,371,30.0,8,38,1.0,1,1,0,0,0
Duron Harmon,NE,S,16,638,32.0,6,38,0.0,0,1,4,0,4
Adam Gotsis,DEN,DE,16,512,25.0,13,38,3.0,2,1,0,0,6
Cassius Marsh,SF,LB,16,550,27.0,11,38,5.5,0,1,0,0,0
Terrance Mitchell,CLE,CB,8,445,34.0,4,38,0.0,2,1,1,0,6
Denico Autry,IND,DT,12,552,28.0,9,37,9.0,2,1,0,0,1
Damien Wilson,DAL,LB,16,285,28.0,9,37,1.0,1,0,0,0,0
