,,,,Defensive Stats,,,,,,,,,
Johnson Bademosi,HOU,CB,16,20,7.0,3,10,0.0,0,1,0,0,0
Rodney McLeod,PHI,S,3,162,7.0,3,10,0.0,0,0,0,0,4
Derrick Shelby,ATL,DE,7,134,8.0,2,10,0.0,0,0,0,0,0
Leonard Johnson,ARI,CB,6,65,8.0,2,10,0.0,0,0,0,0,0
Terrence Brooks,NYJ,S,16,70,9.0,1,10,0.0,0,0,0,0,1
Caraun Reid,DAL,DT,10,185,6.0,4,10,0.5,1,0,0,0,0
Eric Rowe,NE,S,4,136,9.0,1,10,0.0,0,0,0,0,1
Zach Vigil,WAS,LB,14,19,7.0,3,10,0.0,0,0,0,0,0
Eli Harold,DET,DE,13,183,8.0,2,10,4.0,0,0,0,0,1
Shane Ray,DEN,LB,11,255,6.0,4,10,1.0,1,0,0,0,1
Branden Jackson,SEA,DE,9,259,9.0,1,10,1.0,0,0,0,0,0
Deandre Houston-Carson,CHI,S,13,46,8.0,2,10,0.0,0,1,0,0,0
De'Vante Harris,TB,CB,10,86,9.0,1,10,0.0,0,0,0,0,3
Kentrell Brothers,MIN,LB,12,5,7.0,3,10,1.0,0,0,0,0,0
Brandon Williams,ARI,CB,16,85,10.0,0,10,0.0,0,0,0,0,2
Nick Dzubnar,LAC,LB,16,2,6.0,4,10,0.0,0,0,0,0,0
Christian Ringo,DAL/CIN,DT,6,152,6.0,4,10,1.5,0,0,0,0,0
Brian Peters,HOU,LB,11,52,4.0,5,9,0.0,0,0,0,0,0
Mike Hull,MIA,LB,8,63,7.0,2,9,0.0,0,0,0,0,0
Jeremiah Attaochu,NYJ,LB,11,171,7.0,2,9,2.0,1,0,0,0,0
Lerentee McCray,JAX,DE,13,99,6.0,3,9,1.0,0,0,0,0,0
Stacy McGee,WAS,DT,8,137,7.0,2,9,1.0,0,0,0,0,0
Ramon Humber,BUF/NE,LB,15,63,9.0,0,9,0.0,0,0,0,0,0
Ziggy Hood,MIA/WAS,DT,13,217,4.0,5,9,0.0,0,0,0,0,1
Adam Jones,DEN,CB,7,149,9.0,0,9,0.0,0,0,1,0,3
Duke Ejiofor,HOU,LB,12,158,6.0,3,9,1.0,0,1,0,0,2
James Crawford,GB,LB,16,1,8.0,1,9,0.0,0,1,0,0,0
Blake Countess,LAR,S,16,58,7.0,2,9,0.0,0,0,1,0,2
Lafayette Pitts,BUF,CB,16,83,8.0,1,9,0.0,0,0,0,0,0
Tony McRae,CIN,CB,12,82,4.0,5,9,0.0,1,0,0,0,1
Rudy Ford,ARI,S,13,62,7.0,2,9,0.0,0,0,0,0,0
Shalom Luani,SEA,S,12,10,7.0,2,9,0.0,0,0,0,0,0
Josh Tupou,CIN,DT,6,153,6.0,3,9,0.0,0,0,0,0,0
Arthur Maulet,IND,CB,5,92,6.0,3,9,0.0,0,0,0,0,0
Lenzy Pipkins,IND,CB,1,53,6.0,3,9,0.0,0,0,0,0,0
Rasheem Green,SEA,DE,10,202,7.0,2,9,1.0,0,0,0,0,0
Joel Iyiegbuniwe,CHI,LB,16,23,9.0,0,9,0.0,0,0,0,0,0
Quenton Meeks,JAX,CB,8,47,7.0,1,8,0.0,0,0,0,0,2
Tim Settle,WAS,DT,16,134,6.0,2,8,0.0,0,0,0,0,0
Isaiah Irving,CHI,LB,13,123,7.0,1,8,1.0,0,0,0,0,0
Trey Hendrickson,NO,DE,5,135,7.0,1,8,0.0,0,0,0,0,0
Deon Lacey,BUF,LB,16,14,6.0,2,8,0.0,0,0,0,0,0
Tarell Basham,NYJ/IND,LB,11,99,6.0,2,8,0.0,0,0,0,0,0
James Burgess,CLE,LB,3,76,6.0,2,8,0.0,0,0,0,0,0
Tavierre Thomas,CLE,CB,13,17,7.0,1,8,0.0,0,0,0,0,0
Taylor Stallworth,NO,DT,14,318,6.0,2,8,1.0,0,1,0,0,0
Cornell Armstrong,MIA,CB,15,83,8.0,0,8,0.0,0,0,0,0,0
Dominique Rodgers-Cromartie,OAK,CB,7,146,8.0,0,8,0.0,1,0,0,0,2
Ethan Westbrooks,LAR,DE,16,182,5.0,3,8,1.0,0,0,0,0,1
Stephone Anthony,MIA,LB,16,27,3.0,5,8,0.0,0,0,0,0,0
T.Y. McGill,LAC/PHI/PHI,DT,8,138,4.0,4,8,0.0,0,0,0,0,0
Efe Obada,CAR,DE,10,189,6.0,2,8,2.0,0,0,1,0,2
Deon Bush,CHI,S,15,157,8.0,0,8,1.0,1,0,0,0,0
Adolphus Washington,BUF/CIN,DT,5,134,4.0,4,8,1.0,0,0,0,0,0
Cyrus Jones,NE/BAL,CB,13,15,5.0,3,8,0.0,0,0,0,0,0
Rashard Robinson,NYJ,CB,10,83,7.0,1,8,0.0,0,1,0,0,0
Miles Killebrew,DET,S,16,1,5.0,2,7,0.0,0,0,0,0,0
Vernon Hargreaves,TB,CB,1,53,6.0,1,7,0.0,1,0,0,0,1
Kevin Pierre-Louis,NYJ,LB,9,35,6.0,1,7,1.0,1,0,0,0,0
Jordan Dangerfield,PIT,S,16,76,6.0,1,7,0.0,0,0,0,0,0
Justin Ellis,OAK,DE,6,133,3.0,4,7,0.0,0,0,0,0,0
Albert McClellan,NE/BAL,LB,13,33,4.0,3,7,0.0,0,1,0,0,0
J.J. Wilcox,NYJ/IND,S,7,63,6.0,1,7,0.0,0,0,0,0,0
Shamarko Thomas,DEN,S,6,19,5.0,2,7,0.0,0,0,0,0,0
Eddie Pleasant,GB,S,5,85,4.0,3,7,0.0,0,0,0,0,0
Neiko Thorpe,SEA,CB,12,29,5.0,2,7,0.0,0,1,0,0,0
Jullian Taylor,SF,DT,6,101,4.0,3,7,0.0,0,0,0,0,0
Chandon Sullivan,PHI,CB,5,87,7.0,0,7,0.0,0,0,0,0,0
Nazair Jones,SEA,DT,9,132,2.0,5,7,0.0,0,0,0,0,0
Jamal Agnew,DET,WR,6,116,7.0,0,7,0.0,0,1,0,0,1
Ukeme Eligwe,NYG,LB,10,38,4.0,3,7,0.0,0,0,0,0,1
Natrell Jamerson,HOU,S,10,78,6.0,1,7,0.0,0,0,0,0,1
Justin Lawler,LAR,LB,16,33,4.0,2,6,0.0,0,0,0,0,0
Jeff Holland,DEN,LB,3,43,1.0,5,6,0.0,0,0,0,0,0
Carl Lawson,CIN,DE,7,223,4.0,2,6,1.0,0,0,0,0,0
Chris Landrum,LAC,LB,7,103,3.0,3,6,0.0,0,0,0,0,0
Tashawn Bower,MIN,LB,5,53,4.0,2,6,0.0,0,0,0,0,0
Keionta Davis,NE,LB,6,184,5.0,1,6,0.0,0,0,0,0,0
Eric Lee,DET,DE,9,97,4.0,2,6,0.0,0,0,0,0,0
Jalen Davis,MIA,CB,3,48,5.0,1,6,1.0,1,0,0,0,0
Josh Robinson,NO,S,11,26,4.0,2,6,0.0,0,0,0,0,0
LaRoy Reynolds,PHI,LB,16,5,5.0,1,6,0.0,0,0,0,0,0
Jarvis Jenkins,KC,DE,12,207,4.0,2,6,0.0,0,0,0,0,0
Ben Jacobs,CAR,LB,16,6,3.0,3,6,0.0,0,0,0,0,0
Dekoda Watson,SF,DE,4,61,4.0,2,6,2.0,1,0,0,0,0
Patrick Robinson,NO,CB,3,110,5.0,1,6,0.0,0,0,0,0,0
Kerry Hyder,DET,DE,7,153,5.0,1,6,1.0,0,0,0,0,0
Brock Coyle,SF,LB,1,61,4.0,2,6,0.0,0,0,0,0,0
Tyvis Powell,SF,S,7,104,6.0,0,6,0.0,1,0,0,0,0
Hassan Ridgeway,IND,DT,5,66,5.0,1,6,0.0,0,0,0,0,0
Maurice Canady,BAL,CB,7,10,5.0,0,5,0.0,0,0,0,0,0
Josh Keyes,HOU,LB,3,24,3.0,2,5,0.0,0,0,0,0,0
Darius Kilgo,TEN,DT,11,128,4.0,1,5,0.0,0,0,0,0,0
Dean Marlowe,BUF,S,2,54,4.0,1,5,0.0,0,0,0,0,1
Dexter McDougle,PHI,CB,2,106,4.0,1,5,0.0,0,0,0,0,1
Daniel McCullers,PIT,DT,15,111,2.0,3,5,1.0,0,0,0,0,0
Michael Bennett,ATL,DT,2,39,4.0,1,5,0.0,0,0,0,0,0
Kelvin Sheppard,DET,LB,7,11,5.0,0,5,0.0,0,0,0,0,0
Da'Norris Searcy,CAR,S,2,70,4.0,1,5,0.0,0,0,0,0,0
Muhammad Wilkerson,GB,DE,3,115,2.0,3,5,0.0,0,0,0,0,0
Mike Love,BUF,DE,3,48,0.0,5,5,0.0,0,0,0,0,0
Raven Greene,GB,S,8,44,4.0,1,5,1.0,1,0,0,0,1
Anthony Averett,BAL,CB,11,71,5.0,0,5,0.0,0,0,0,0,2
Keishawn Bierria,DEN,LB,16,18,3.0,2,5,0.0,0,0,0,0,0
Tremon Smith,KC,CB,14,66,4.0,1,5,0.0,0,0,0,0,1
Carroll Phillips,IND,LB,6,59,2.0,3,5,0.0,0,0,0,0,0
Michael Tyson,HOU,S,10,142,3.0,2,5,0.0,0,0,0,0,1
RJ McIntosh,NYG,DE,6,65,5.0,0,5,0.0,0,0,0,0,0
Deante Burton,ATL/HOU,CB,3,67,4.0,1,5,0.0,1,0,0,0,0
Armani Watts,KC,S,5,62,3.0,2,5,1.0,0,0,0,0,1
Cordrea Tankersley,MIA,CB,6,29,2.0,3,5,0.0,0,0,0,0,0
Patrick Ricard,BAL,FB,10,37,3.0,2,5,0.0,0,0,0,0,0
Eli Ankou,JAX,DT,2,48,2.0,2,4,0.0,0,0,0,0,0
Jack Cichy,TB,LB,6,6,3.0,1,4,0.0,0,0,0,0,0
Matthew Thomas,PIT,LB,10,4,3.0,1,4,0.0,0,0,0,0,0
Tanoh Kpassagnon,KC,LB,13,115,3.0,1,4,0.0,0,0,0,0,0
Vince Biegel,NO,LB,14,2,3.0,1,4,0.0,0,0,0,0,0
DeMarcus Walker,DEN,DE,3,21,2.0,2,4,1.0,0,1,0,0,0
Dawuane Smoot,JAX,DE,8,171,3.0,1,4,0.0,0,0,0,0,0
Marquis Haynes,CAR,DE,4,46,1.0,3,4,0.0,0,0,0,0,0
D'Juan Hines,CLE,LB,13,1,2.0,2,4,0.0,0,0,0,0,0
Skai Moore,IND,LB,9,71,4.0,0,4,0.0,0,0,0,0,0
Niles Scott,CIN,DT,6,46,4.0,0,4,0.0,0,0,0,0,0
Adonis Alexander,WAS,CB,9,11,4.0,0,4,0.0,0,0,0,0,0
Julio Jones,ATL,WR,16,4,4.0,0,4,0.0,0,0,0,0,0
William Hayes,MIA,DE,3,64,4.0,0,4,2.0,0,0,0,0,0
Blidi Wreh-Wilson,ATL,CB,3,30,3.0,1,4,0.0,0,0,0,0,2
Nate Orchard,KC/BUF,DE,4,36,3.0,1,4,0.0,0,0,0,0,1
Marcus Williams,CHI/TB,CB,5,32,4.0,0,4,0.0,0,0,0,0,0
David Irving,DAL,DT,2,56,3.0,1,4,1.0,0,0,0,0,0
Jay Bromley,NO,DT,2,27,3.0,1,4,0.0,0,0,0,0,0
Dominique Easley,LAR,LB,3,62,4.0,0,4,0.0,0,0,0,0,0
Justin March,DAL,LB,16,8,1.0,3,4,0.0,0,0,0,0,0
Cameron Lynch,TB,LB,16,16,4.0,0,4,0.0,0,0,0,0,0
David Parry,MIN,DT,3,50,3.0,1,4,1.0,0,0,0,0,0
Kevin Johnson,HOU,CB,1,65,1.0,3,4,0.0,0,0,0,0,0
Jihad Ward,IND,LB,6,145,4.0,0,4,3.0,0,0,0,0,0
Deiondre' Hall,PHI,S,13,9,3.0,1,4,0.0,0,0,0,0,0
Willie Henry,BAL,DT,3,82,2.0,1,3,1.0,0,0,0,0,0
Denzel Rice,CLE,CB,8,37,2.0,1,3,0.0,0,0,1,0,1
Kenny Ladler,NYG,S,3,21,3.0,0,3,0.0,0,0,0,0,0
Nat Berhe,PIT,S,4,32,2.0,1,3,0.0,0,0,0,0,0
Korey Toomer,GB,LB,7,12,3.0,0,3,0.0,0,0,0,0,0
Jerel Worthy,TB,DT,4,72,2.0,1,3,0.0,0,0,0,0,0
Jacquies Smith,ARI/OAK,DE,6,46,1.0,2,3,0.0,0,0,0,0,0
Matt Dickerson,TEN,DE,3,28,2.0,1,3,0.0,0,0,0,0,0
Pita Taumoepenu,SF,LB,4,21,3.0,0,3,0.0,0,0,0,0,0
Carlos Watkins,HOU,DE,4,43,2.0,1,3,1.0,0,0,0,0,0
Obi Melifonwu,NE,S,2,20,3.0,0,3,0.0,0,0,0,0,0
Trevor Bates,DET,LB,9,2,1.0,2,3,0.0,0,0,0,0,0
Vontarrius Dora,ARI,LB,3,67,2.0,1,3,0.0,0,0,0,0,1
Noah Spence,TB,DE,12,45,2.0,1,3,0.0,0,0,0,0,0
Brandon Facyson,LAC,CB,15,6,2.0,1,3,0.0,0,1,0,0,0
Jalyn Holmes,MIN,DT,5,58,3.0,0,3,1.0,0,0,0,0,0
Andre Smith,CAR,LB,3,11,1.0,2,3,0.0,0,0,0,0,0
Chase Allen,MIA,LB,5,20,0.0,3,3,0.0,0,0,0,0,0
Tre'Von Johnson,LAC,LB,4,1,2.0,1,3,0.0,0,0,0,0,0
Corn Elder,CAR,CB,13,61,3.0,0,3,0.0,0,0,0,0,0
Derrick Jones,NYJ,CB,1,38,3.0,0,3,0.0,0,0,0,0,0
Josh Holsey,WAS,CB,1,29,2.0,0,2,0.0,0,0,0,0,0
Marcus Allen,PIT,LB,2,18,1.0,1,2,0.0,0,0,0,0,0
Jamiyus Pittman,MIA,DT,3,45,0.0,2,2,0.0,0,0,0,0,0
Aaron Wallace,TEN,LB,1,8,0.0,2,2,0.0,0,0,0,0,0
Destiny Vaeao,PHI,DT,6,158,2.0,0,2,1.0,0,0,0,0,0
Blair Brown,JAX,LB,15,5,2.0,0,2,0.0,0,1,0,0,0
Derek Rivers,NE,LB,6,78,2.0,0,2,1.0,0,0,0,0,0
John Atkins,DET,DT,2,40,1.0,1,2,0.0,0,0,0,0,0
Lyndon Johnson,JAX,DE,3,34,2.0,0,2,0.0,0,0,0,0,0
Bruce Hector,PHI,DT,8,82,0.0,2,2,0.5,0,0,0,0,0
Davon House,GB,CB,3,30,1.0,1,2,0.0,0,0,0,0,0
Frank Zombo,KC,LB,9,30,2.0,0,2,0.0,0,0,0,0,0
Keith Tandy,ATL,S,6,3,0.0,2,2,0.0,0,0,0,0,0
DeAndre Hopkins,HOU,WR,16,2,2.0,0,2,0.0,0,0,0,0,1
Nick Williams,CHI,DT,2,44,1.0,1,2,0.0,0,0,0,0,0
Tim Jernigan,PHI,DE,3,46,2.0,0,2,0.0,0,0,0,0,0
Kony Ealy,OAK,DE,3,54,0.0,2,2,0.0,0,0,0,0,0
Marquis Flowers,DET,LB,5,12,1.0,1,2,0.0,0,0,0,0,0
Rakeem Nunez-Roches,TB,DE,3,52,2.0,0,2,0.0,0,0,0,0,0
Garrison Smith,ARI,DT,2,30,2.0,0,2,0.0,0,0,0,0,0
Leterrius Walton,PIT,DE,4,52,2.0,0,2,0.0,0,0,0,0,1
Joel Heath,HOU,DE,5,44,2.0,0,2,0.0,0,0,0,0,0
Keanu Neal,ATL,S,1,37,1.0,1,2,0.0,0,0,0,0,0
Will Redmond,GB,CB,5,5,1.0,0,1,0.0,0,0,0,0,0
Ufomba Kamalu,NE,DE,2,21,1.0,0,1,0.0,0,0,0,0,0
Vincent Valentine,ARI,DT,3,44,0.0,1,1,0.0,0,0,0,0,0
Isaiah Johnson,LAR,S,2,5,1.0,0,1,0.0,0,0,0,0,0
Geneo Grissom,NE,DE,4,23,0.0,1,1,0.0,0,0,0,0,0
Gabe Wright,OAK,DT,2,28,0.0,1,1,0.0,0,0,0,0,0
Carl Davis,CLE,DT,5,31,0.0,1,1,0.0,0,0,0,0,0
Tony Lippett,NYG,CB,3,25,1.0,0,1,0.0,0,0,0,0,1
C.J. Goodwin,DAL,CB,3,3,1.0,0,1,0.0,0,0,0,0,0
Marcus Cooper,CHI/DET,CB,6,39,1.0,0,1,0.0,1,0,0,0,0
Josh Martin,NYJ,LB,1,19,1.0,0,1,0.0,0,0,0,0,0
Kayvon Webster,HOU,CB,2,10,1.0,0,1,0.0,0,0,0,0,0
Tank Carradine,OAK,DE,1,24,1.0,0,1,0.0,0,0,0,0,0
Damontre Moore,OAK,DE,2,46,1.0,0,1,0.0,0,0,0,0,0
Ben Garland,ATL,OG,14,2,1.0,0,1,0.0,0,0,0,0,0
Sam Acho,CHI,LB,4,27,1.0,0,1,0.0,0,0,0,0,0
Vontae Davis,BUF,CB,1,29,1.0,0,1,0.0,0,0,0,0,0
Rob Gronkowski,NE,TE,13,1,0.0,1,1,0.0,0,0,0,0,0
Dallin Leavitt,OAK,S,2,1,0.0,1,1,0.0,0,0,0,0,0
C.J. Reavis,JAX,CB,4,1,1.0,0,1,0.0,0,0,0,0,0
Zach Sieler,BAL,DE,2,17,1.0,0,1,0.0,0,0,0,0,0
Chris Covington,DAL,LB,5,1,1.0,0,1,0.0,0,0,0,0,0
Ifeadi Odenigbo,ARI,DE,1,7,0.0,1,1,0.0,0,0,0,0,0
Jeremiah Ledbetter,TB,DE,1,17,1.0,0,1,0.0,0,0,0,0,0
Caleb Brantley,WAS,DT,7,37,1.0,0,1,0.0,0,0,0,0,0
Olasunkanmi Adeniyi,PIT,LB,1,10,0.0,1,1,0.0,0,0,0,0,0
Ahmad Thomas,IND,LB,2,15,1.0,0,1,0.0,0,0,0,0,0
Josh Sweat,PHI,DE,9,68,1.0,0,1,0.0,0,0,0,0,0
Xavier Woodson-Luster,CLE,LB,4,1,1.0,0,1,0.0,0,0,0,0,0
Dominique Hatfield,LAR,CB,10,6,0.0,1,1,0.0,0,0,0,0,0
Pasoni Tasini,ARI,DT,1,16,0.0,1,1,0.0,0,0,0,0,0
Devaroe Lawrence,CLE,DT,1,2,0.0,0,0,0.0,0,0,0,0,0
Dee Delaney,JAX,CB,2,1,0.0,0,0,0.0,0,0,0,0,0
Chad Thomas,CLE,DE,4,22,0.0,0,0,0.0,0,0,0,0,0
Folorunso Fatukasi,NYJ,DT,1,3,0.0,0,0,0.0,0,0,0,0,0
James Looney,GB,TE,3,19,0.0,0,0,0.0,0,0,0,0,0
Kylie Fitts,CHI,LB,6,58,0.0,0,0,0.0,0,0,0,0,0
Jeremy Reaves,WAS,S,2,2,0.0,0,0,0.0,0,0,0,0,0
Mitchell Loewen,NO,DE,1,4,0.0,0,0,0.0,0,0,0,0,0
Kenneth Durden,TEN,CB,5,12,0.0,0,0,0.0,0,0,0,0,0
Josh Hawkins,CAR,CB,5,6,0.0,0,0,0.0,0,0,0,0,0
Justin Zimmer,ATL,DT,1,9,0.0,0,0,0.0,0,0,0,0,0
Tanzel Smart,LAR,DT,2,6,0.0,0,0,0.0,0,0,0,0,0
Kamrin Moore,NYG,S,2,7,0.0,0,0,0.0,0,0,0,0,0
Trevon Young,LAR,LB,2,11,0.0,0,0,0.0,0,1,0,0,0
Demone Harris,TB,DE,2,6,0.0,0,0,0.0,0,0,0,0,0
Darious Williams,LAR,CB,1,4,0.0,0,0,0.0,0,0,0,0,0
Marcus Sherels,MIN,CB,12,29,0.0,0,0,0.0,0,1,0,0,0
Datone Jones,DAL,DE,1,5,0.0,0,0,0.0,0,0,0,0,0
Josh LeRibeus,NO,OG,6,1,0.0,0,0,0.0,0,0,0,0,0
John Jenkins,NYG,DT,7,57,0.0,0,0,0.0,0,0,0,0,0
Will Clarke,TB,DE,3,18,0.0,0,0,0.0,0,0,0,0,0
Robert Thomas,BUF,DT,2,6,0.0,0,0,0.0,0,0,0,0,0
Kasim Edebali,CIN,DE,1,2,0.0,0,0,0.0,0,0,0,0,0
Dontae Johnson,BUF,CB,1,21,0.0,0,0,0.0,0,0,0,0,0
Marcus Smith,WAS,LB,2,9,0.0,0,0,0.0,0,0,0,0,0
Ryan Delaire,SF,DE,2,23,0.0,0,0,0.0,0,0,0,0,0
Justin Hamilton,KC,DT,4,54,0.0,0,0,0.0,0,0,0,0,0
Christian Westerman,CIN,OG,14,1,0.0,0,0,0.0,0,0,0,0,0
Daniel Munyer,ARI,C,14,4,0.0,0,0,0.0,0,0,0,0,0
Jesse Davis,MIA,OT,16,1,0.0,0,0,0.0,0,0,0,0,0
Darian Thompson,DAL,S,10,1,0.0,0,0,0.0,0,0,0,0,0
Bronson Kaufusi,NYJ,TE,3,45,0.0,0,0,0.0,0,0,0,0,1
