,,,,Fantasy,Defensive Stats,,,,,,,
Eddie Jackson,CHI,S,14,89.0,41.0,10,51,1.0,2,1,6,3
Kenny Young,BAL,LB,16,58.0,40.0,11,51,2.5,1,0,0,0
Denzel Perryman,LAC,LB,9,53.0,30.0,21,51,0.0,0,0,1,0
Cameron Heyward,PIT,DE,16,71.0,29.0,22,51,8.0,1,1,0,0
Jabaal Sheard,IND,DE,16,61.0,37.0,13,50,5.5,0,0,0,0
Corey Peters,ARI,DT,15,57.0,33.0,17,50,2.5,0,1,0,0
Robert Alford,ATL,CB,15,50.0,43.0,7,50,0.0,0,0,0,0
Bradley Roby,DEN,CB,15,56.0,45.0,5,50,0.0,2,0,1,0
Michael Davis,LAC,CB,16,52.0,40.0,10,50,0.0,1,0,0,0
Kentrell Brice,GB,S,14,52.0,40.0,10,50,1.0,0,0,0,0
Jarran Reed,SEA,DT,16,75.0,34.0,16,50,10.5,0,2,0,0
Josh Jackson,GB,CB,16,49.0,39.0,10,49,0.0,0,0,0,0
Erik Harris,OAK,S,16,53.0,36.0,13,49,0.0,0,0,2,0
A'Shawn Robinson,DET,DT,13,55.0,34.0,15,49,1.0,1,1,0,0
Javon Hargrave,PIT,DT,16,62.0,32.0,17,49,6.5,0,0,0,0
Sheldon Richardson,MIN,DT,16,58.0,26.0,23,49,4.5,0,0,0,0
Cameron Jordan,NO,DE,16,77.0,35.0,14,49,12.0,1,1,0,0
Chandler Jones,ARI,LB,16,83.0,38.0,11,49,13.0,3,1,0,0
Chris Harris,DEN,CB,12,63.0,40.0,9,49,1.0,0,0,3,1
Von Miller,DEN,LB,16,93.0,29.0,19,48,14.5,4,3,1,0
Brent Grimes,TB,CB,13,50.0,42.0,6,48,0.0,1,0,0,0
Barkevious Mingo,SEA,LB,16,56.0,37.0,11,48,1.0,2,1,0,0
L.J. Fort,PIT,LB,15,58.0,38.0,10,48,1.0,0,1,0,1
Dont'a Hightower,NE,LB,15,54.0,24.0,24,48,1.0,0,1,1,0
Karl Joseph,OAK,S,13,54.0,34.0,14,48,2.0,0,0,1,0
Darryl Roberts,NYJ,CB,16,50.0,41.0,7,48,0.0,0,0,1,0
Kareem Martin,NYG,LB,16,51.0,22.0,26,48,1.5,0,0,0,0
Arik Armstead,SF,DE,16,54.0,33.0,15,48,3.0,0,0,0,0
B.J. Hill,NYG,DE,16,59.0,32.0,16,48,5.5,0,0,0,0
Antonio Morrison,GB,LB,16,50.0,27.0,21,48,1.0,0,0,0,0
Isaiah Johnson,TB,S,15,52.0,40.0,8,48,0.0,0,1,1,0
Davon Godchaux,MIA,DT,16,50.0,31.0,17,48,1.0,0,0,0,0
Xavier Williams,KC,DT,16,54.0,25.0,22,47,2.5,1,0,0,0
Leonard Floyd,CHI,LB,16,65.0,34.0,13,47,4.0,0,1,1,1
Xavier Rhodes,MIN,CB,14,49.0,41.0,6,47,0.0,0,0,1,0
Jadeveon Clowney,HOU,DE,15,79.0,38.0,9,47,9.0,1,3,0,1
Khalil Mack,CHI,LB,14,96.0,37.0,10,47,12.5,6,2,1,1
Carlos Dunlap,CIN,DE,16,69.0,31.0,16,47,8.0,2,1,0,0
Captain Munnerlyn,CAR,CB,16,55.0,38.0,9,47,2.0,0,1,1,0
D.J. Hayden,JAX,CB,10,50.0,39.0,7,46,1.0,0,0,1,0
Fletcher Cox,PHI,DT,16,71.0,33.0,13,46,10.5,1,1,0,0
Casey Hayward,LAC,CB,16,46.0,41.0,5,46,0.0,0,0,0,0
Anthony Harris,MIN,S,15,52.0,34.0,12,46,0.0,0,0,3,0
Devon Kennard,DET,LB,15,62.0,30.0,16,46,7.0,0,1,0,0
Kwon Alexander,TB,LB,6,51.0,34.0,11,45,1.0,2,0,0,0
Za'Darius Smith,BAL,LB,16,64.0,26.0,19,45,8.5,1,0,0,0
K'Waun Williams,SF,CB,14,45.0,40.0,5,45,0.0,0,0,0,0
Derrick Kindred,CLE,S,16,49.0,33.0,12,45,0.0,1,0,1,0
Bryce Callahan,CHI,CB,13,53.0,39.0,6,45,2.0,0,0,2,0
Stephon Gilmore,NE,CB,16,57.0,40.0,5,45,1.0,2,1,2,0
Coty Sensabaugh,PIT,CB,15,47.0,40.0,5,45,0.0,1,0,0,0
Stephon Tuitt,PIT,DE,14,56.0,27.0,18,45,5.5,0,0,0,0
Geno Atkins,CIN,DT,16,65.0,24.0,21,45,10.0,0,0,0,0
Brandon Carr,BAL,CB,16,49.0,39.0,6,45,0.0,0,0,2,0
Rafael Bush,BUF,S,15,48.0,30.0,15,45,1.5,0,0,0,0
Jimmy Smith,BAL,CB,12,49.0,34.0,11,45,0.0,0,0,2,0
Kamu Grugier-Hill,PHI,LB,16,51.0,33.0,12,45,1.0,1,0,1,0
Austin Calitro,SEA,LB,16,46.0,32.0,13,45,0.5,0,0,0,0
Sharrod Neasman,ATL,S,12,44.0,31.0,13,44,0.0,0,0,0,0
Malik Hooker,IND,S,14,50.0,30.0,14,44,0.0,0,1,2,0
Myles Garrett,CLE,DE,16,77.0,35.0,9,44,13.5,3,0,0,0
Harold Landry,TEN,LB,15,55.0,24.0,20,44,4.5,1,0,0,0
Orlando Scandrick,KC,CB,15,48.0,38.0,6,44,0.0,1,0,1,0
Rodney Gunter,ARI,DT,16,57.0,32.0,12,44,4.5,2,0,0,0
Anthony Brown,DAL,CB,15,52.0,38.0,6,44,2.0,1,0,1,0
Matt Judon,BAL,LB,16,60.0,29.0,15,44,7.0,1,0,0,0
Dean Lowry,GB,DE,16,54.0,31.0,13,44,3.0,1,1,0,0
Trae Waynes,MIN,CB,14,46.0,34.0,10,44,0.0,0,0,1,0
Marcus Peters,LAR,CB,16,55.0,33.0,10,43,0.0,0,0,3,1
Ronald Darby,PHI,CB,9,45.0,39.0,4,43,0.0,0,0,1,0
Christian Kirksey,CLE,LB,7,49.0,29.0,14,43,0.0,0,1,2,0
Mackensie Alexander,MIN,CB,15,51.0,36.0,7,43,4.0,0,0,0,0
Clay Matthews,GB,LB,16,52.0,29.0,14,43,3.5,1,0,0,0
Melvin Ingram,LAC,DE,16,63.0,28.0,15,43,7.0,1,1,1,0
Ryan Kerrigan,WAS,DE,16,77.0,30.0,13,43,13.0,3,1,0,0
Derek Wolfe,DEN,DE,16,50.0,31.0,12,43,1.5,0,1,1,0
Darius Slay,DET,CB,15,55.0,40.0,3,43,0.0,0,0,3,1
Lorenzo Carter,NYG,LB,15,51.0,30.0,13,43,4.0,0,0,0,0
Nicholas Morrow,OAK,LB,16,47.0,30.0,13,43,1.0,1,0,0,0
Eric Wilson,MIN,LB,16,46.0,31.0,11,42,2.0,0,0,0,0
Taron Johnson,BUF,CB,11,48.0,34.0,8,42,1.0,1,0,1,0
Brandon Marshall,DEN,LB,11,42.0,22.0,20,42,0.0,0,0,0,0
Kawann Short,CAR,DT,14,50.0,29.0,13,42,3.0,1,0,0,0
Akeem Spence,MIA,DT,16,46.0,23.0,19,42,2.0,0,0,0,0
Jaquiski Tartt,SF,S,8,44.0,32.0,10,42,0.0,0,0,1,0
Jalen Mills,PHI,S,8,42.0,36.0,6,42,0.0,0,0,0,0
Kyler Fackrell,GB,LB,16,63.0,29.0,13,42,10.5,0,0,0,0
Preston Brown,CIN,LB,7,46.0,27.0,15,42,0.0,0,0,2,0
Bud Dupree,PIT,LB,16,63.0,30.0,12,42,5.5,1,0,1,1
Leonard Williams,NYJ,DE,16,52.0,27.0,15,42,5.0,0,0,0,0
Frank Clark,SEA,DE,16,79.0,33.0,8,41,13.0,3,2,1,0
William Jackson,CIN,CB,16,41.0,34.0,7,41,0.0,0,0,0,0
Dre Kirkpatrick,CIN,CB,13,41.0,35.0,6,41,0.0,0,0,0,0
D.J. Reed,SF,S,15,45.0,30.0,11,41,1.0,1,0,0,0
Will Parks,DEN,S,16,45.0,25.0,16,41,0.0,1,0,1,0
Montae Nicholson,WAS,S,14,41.0,29.0,12,41,0.0,0,0,0,0
Carlton Davis,TB,CB,13,44.0,36.0,4,40,0.0,1,1,0,0
Samson Ebukam,LAR,LB,16,70.0,25.0,15,40,3.0,3,2,1,2
Genard Avery,CLE,DE,16,53.0,30.0,10,40,4.5,1,1,0,0
Trumaine Johnson,NYJ,CB,10,58.0,35.0,5,40,0.0,1,1,4,1
Brandon Mebane,LAC,DT,12,44.0,22.0,18,40,1.0,1,0,0,0
Emmanuel Ogbah,CLE,DE,14,48.0,24.0,16,40,3.0,0,1,0,0
Chris Jones,KC,DT,16,83.0,35.0,5,40,15.5,2,0,1,1
Sheldon Rankins,NO,DT,16,58.0,26.0,14,40,8.0,1,0,0,0
Eddie Goldman,CHI,DT,16,48.0,27.0,13,40,3.0,0,1,0,0
Antone Exum,SF,S,15,52.0,34.0,6,40,1.0,1,0,1,1
Shelby Harris,DEN,DE,16,44.0,23.0,16,39,1.5,0,0,1,0
Kerry Wynn,NYG,DE,14,46.0,24.0,15,39,1.5,2,0,0,0
Phillip Gaines,CLE/BUF,CB,11,39.0,31.0,8,39,0.0,0,0,0,0
Malcom Brown,NE,DT,15,41.0,19.0,20,39,0.0,0,1,0,0
Jordan Richards,ATL,S,15,39.0,27.0,12,39,0.0,0,0,0,0
Romeo Okwara,DET,DE,15,56.0,28.0,11,39,7.5,1,0,0,0
Quinton Dunbar,WAS,CB,7,43.0,35.0,4,39,0.0,0,0,2,0
Neville Hewitt,NYJ,LB,16,42.0,26.0,13,39,1.5,0,0,0,0
Brandon Graham,PHI,DE,16,51.0,31.0,8,39,4.0,1,1,0,0
Whitney Mercilus,HOU,LB,16,51.0,22.0,17,39,4.0,2,0,0,0
Sam Hubbard,CIN,DE,16,61.0,27.0,12,39,6.0,1,1,0,1
Trevon Coley,CLE,DT,16,42.0,17.0,22,39,0.5,0,1,0,0
Ryan Smith,TB,CB,16,44.0,31.0,7,38,0.0,1,1,1,0
Reggie Gilbert,GB,LB,16,45.0,27.0,11,38,2.5,0,1,0,0
Andrew Adams,TB,S,13,46.0,29.0,9,38,0.0,0,0,4,0
Greg Stroman,WAS,CB,15,42.0,31.0,7,38,0.0,1,0,1,0
Allen Bailey,KC,DE,16,68.0,27.0,11,38,6.0,2,4,0,1
Robert Quinn,MIA,LB,16,55.0,25.0,13,38,6.5,2,0,0,0
Barry Church,JAX,S,11,42.0,32.0,6,38,1.0,0,0,1,0
Benson Mayowa,ARI,DE,15,50.0,31.0,7,38,4.0,1,1,0,0
Deone Bucannon,ARI,LB,13,44.0,30.0,8,38,1.0,1,1,0,0
Duron Harmon,NE,S,16,48.0,32.0,6,38,0.0,0,1,4,0
Adam Gotsis,DEN,DE,16,50.0,25.0,13,38,3.0,2,1,0,0
Cassius Marsh,SF,LB,16,51.0,27.0,11,38,5.5,0,1,0,0
Terrance Mitchell,CLE,CB,8,46.0,34.0,4,38,0.0,2,1,1,0
Denico Autry,IND,DT,12,61.0,28.0,9,37,9.0,2,1,0,0
Damien Wilson,DAL,LB,16,41.0,28.0,9,37,1.0,1,0,0,0
Tavon Young,BAL,CB,15,59.0,35.0,2,37,2.0,0,2,1,2
