,,,,Fantasy,Defensive Stats,,,,,,,
Rodney McLeod,PHI,S,3,10.0,7.0,3,10,0.0,0,0,0,0
Derrick Shelby,ATL,DE,7,10.0,8.0,2,10,0.0,0,0,0,0
Leonard Johnson,ARI,CB,6,10.0,8.0,2,10,0.0,0,0,0,0
Terrence Brooks,NYJ,S,16,10.0,9.0,1,10,0.0,0,0,0,0
Caraun Reid,DAL,DT,10,13.0,6.0,4,10,0.5,1,0,0,0
Eric Rowe,NE,S,4,10.0,9.0,1,10,0.0,0,0,0,0
Zach Vigil,WAS,LB,14,10.0,7.0,3,10,0.0,0,0,0,0
Eli Harold,DET,DE,13,18.0,8.0,2,10,4.0,0,0,0,0
Shane Ray,DEN,LB,11,14.0,6.0,4,10,1.0,1,0,0,0
Branden Jackson,SEA,DE,9,12.0,9.0,1,10,1.0,0,0,0,0
Deandre Houston-Carson,CHI,S,13,12.0,8.0,2,10,0.0,0,1,0,0
De'Vante Harris,TB,CB,10,10.0,9.0,1,10,0.0,0,0,0,0
Kentrell Brothers,MIN,LB,12,12.0,7.0,3,10,1.0,0,0,0,0
Brandon Williams,ARI,CB,16,10.0,10.0,0,10,0.0,0,0,0,0
Nick Dzubnar,LAC,LB,16,10.0,6.0,4,10,0.0,0,0,0,0
Christian Ringo,DAL/CIN,DT,6,13.0,6.0,4,10,1.5,0,0,0,0
Brian Peters,HOU,LB,11,9.0,4.0,5,9,0.0,0,0,0,0
Mike Hull,MIA,LB,8,9.0,7.0,2,9,0.0,0,0,0,0
Jeremiah Attaochu,NYJ,LB,11,15.0,7.0,2,9,2.0,1,0,0,0
Lerentee McCray,JAX,DE,13,11.0,6.0,3,9,1.0,0,0,0,0
Stacy McGee,WAS,DT,8,11.0,7.0,2,9,1.0,0,0,0,0
Ramon Humber,BUF/NE,LB,15,9.0,9.0,0,9,0.0,0,0,0,0
Ziggy Hood,MIA/WAS,DT,13,9.0,4.0,5,9,0.0,0,0,0,0
Adam Jones,DEN,CB,7,11.0,9.0,0,9,0.0,0,0,1,0
Duke Ejiofor,HOU,LB,12,13.0,6.0,3,9,1.0,0,1,0,0
James Crawford,GB,LB,16,11.0,8.0,1,9,0.0,0,1,0,0
Blake Countess,LAR,S,16,11.0,7.0,2,9,0.0,0,0,1,0
Lafayette Pitts,BUF,CB,16,9.0,8.0,1,9,0.0,0,0,0,0
Tony McRae,CIN,CB,12,11.0,4.0,5,9,0.0,1,0,0,0
Rudy Ford,ARI,S,13,9.0,7.0,2,9,0.0,0,0,0,0
Shalom Luani,SEA,S,12,9.0,7.0,2,9,0.0,0,0,0,0
Josh Tupou,CIN,DT,6,9.0,6.0,3,9,0.0,0,0,0,0
Arthur Maulet,IND,CB,5,9.0,6.0,3,9,0.0,0,0,0,0
Lenzy Pipkins,IND,CB,1,9.0,6.0,3,9,0.0,0,0,0,0
Rasheem Green,SEA,DE,10,11.0,7.0,2,9,1.0,0,0,0,0
Joel Iyiegbuniwe,CHI,LB,16,9.0,9.0,0,9,0.0,0,0,0,0
Quenton Meeks,JAX,CB,8,8.0,7.0,1,8,0.0,0,0,0,0
Tim Settle,WAS,DT,16,8.0,6.0,2,8,0.0,0,0,0,0
Isaiah Irving,CHI,LB,13,10.0,7.0,1,8,1.0,0,0,0,0
Trey Hendrickson,NO,DE,5,8.0,7.0,1,8,0.0,0,0,0,0
Deon Lacey,BUF,LB,16,8.0,6.0,2,8,0.0,0,0,0,0
Tarell Basham,NYJ/IND,LB,11,8.0,6.0,2,8,0.0,0,0,0,0
James Burgess,CLE,LB,3,8.0,6.0,2,8,0.0,0,0,0,0
Tavierre Thomas,CLE,CB,13,8.0,7.0,1,8,0.0,0,0,0,0
Taylor Stallworth,NO,DT,14,12.0,6.0,2,8,1.0,0,1,0,0
Cornell Armstrong,MIA,CB,15,8.0,8.0,0,8,0.0,0,0,0,0
Dominique Rodgers-Cromartie,OAK,CB,7,10.0,8.0,0,8,0.0,1,0,0,0
Ethan Westbrooks,LAR,DE,16,10.0,5.0,3,8,1.0,0,0,0,0
Stephone Anthony,MIA,LB,16,8.0,3.0,5,8,0.0,0,0,0,0
T.Y. McGill,LAC/PHI/PHI,DT,8,8.0,4.0,4,8,0.0,0,0,0,0
Efe Obada,CAR,DE,10,14.0,6.0,2,8,2.0,0,0,1,0
Deon Bush,CHI,S,15,12.0,8.0,0,8,1.0,1,0,0,0
Adolphus Washington,BUF/CIN,DT,5,10.0,4.0,4,8,1.0,0,0,0,0
Cyrus Jones,NE/BAL,CB,13,8.0,5.0,3,8,0.0,0,0,0,0
Rashard Robinson,NYJ,CB,10,10.0,7.0,1,8,0.0,0,1,0,0
Miles Killebrew,DET,S,16,7.0,5.0,2,7,0.0,0,0,0,0
Vernon Hargreaves,TB,CB,1,9.0,6.0,1,7,0.0,1,0,0,0
Kevin Pierre-Louis,NYJ,LB,9,11.0,6.0,1,7,1.0,1,0,0,0
Jordan Dangerfield,PIT,S,16,7.0,6.0,1,7,0.0,0,0,0,0
Justin Ellis,OAK,DE,6,7.0,3.0,4,7,0.0,0,0,0,0
Albert McClellan,NE/BAL,LB,13,9.0,4.0,3,7,0.0,0,1,0,0
J.J. Wilcox,NYJ/IND,S,7,7.0,6.0,1,7,0.0,0,0,0,0
Shamarko Thomas,DEN,S,6,7.0,5.0,2,7,0.0,0,0,0,0
Eddie Pleasant,GB,S,5,7.0,4.0,3,7,0.0,0,0,0,0
Neiko Thorpe,SEA,CB,12,9.0,5.0,2,7,0.0,0,1,0,0
Jullian Taylor,SF,DT,6,7.0,4.0,3,7,0.0,0,0,0,0
Chandon Sullivan,PHI,CB,5,7.0,7.0,0,7,0.0,0,0,0,0
Nazair Jones,SEA,DT,9,7.0,2.0,5,7,0.0,0,0,0,0
Jamal Agnew,DET,WR,6,9.0,7.0,0,7,0.0,0,1,0,0
Ukeme Eligwe,NYG,LB,10,7.0,4.0,3,7,0.0,0,0,0,0
Natrell Jamerson,HOU,S,10,7.0,6.0,1,7,0.0,0,0,0,0
Justin Lawler,LAR,LB,16,6.0,4.0,2,6,0.0,0,0,0,0
Jeff Holland,DEN,LB,3,6.0,1.0,5,6,0.0,0,0,0,0
Carl Lawson,CIN,DE,7,8.0,4.0,2,6,1.0,0,0,0,0
Chris Landrum,LAC,LB,7,6.0,3.0,3,6,0.0,0,0,0,0
Tashawn Bower,MIN,LB,5,6.0,4.0,2,6,0.0,0,0,0,0
Keionta Davis,NE,LB,6,6.0,5.0,1,6,0.0,0,0,0,0
Eric Lee,DET,DE,9,6.0,4.0,2,6,0.0,0,0,0,0
Jalen Davis,MIA,CB,3,10.0,5.0,1,6,1.0,1,0,0,0
Josh Robinson,NO,S,11,6.0,4.0,2,6,0.0,0,0,0,0
LaRoy Reynolds,PHI,LB,16,6.0,5.0,1,6,0.0,0,0,0,0
Jarvis Jenkins,KC,DE,12,6.0,4.0,2,6,0.0,0,0,0,0
Ben Jacobs,CAR,LB,16,6.0,3.0,3,6,0.0,0,0,0,0
Dekoda Watson,SF,DE,4,12.0,4.0,2,6,2.0,1,0,0,0
Patrick Robinson,NO,CB,3,6.0,5.0,1,6,0.0,0,0,0,0
Kerry Hyder,DET,DE,7,8.0,5.0,1,6,1.0,0,0,0,0
Brock Coyle,SF,LB,1,6.0,4.0,2,6,0.0,0,0,0,0
Tyvis Powell,SF,S,7,8.0,6.0,0,6,0.0,1,0,0,0
Hassan Ridgeway,IND,DT,5,6.0,5.0,1,6,0.0,0,0,0,0
Maurice Canady,BAL,CB,7,5.0,5.0,0,5,0.0,0,0,0,0
Josh Keyes,HOU,LB,3,5.0,3.0,2,5,0.0,0,0,0,0
Darius Kilgo,TEN,DT,11,5.0,4.0,1,5,0.0,0,0,0,0
Dean Marlowe,BUF,S,2,5.0,4.0,1,5,0.0,0,0,0,0
Dexter McDougle,PHI,CB,2,5.0,4.0,1,5,0.0,0,0,0,0
Daniel McCullers,PIT,DT,15,7.0,2.0,3,5,1.0,0,0,0,0
Michael Bennett,ATL,DT,2,5.0,4.0,1,5,0.0,0,0,0,0
Kelvin Sheppard,DET,LB,7,5.0,5.0,0,5,0.0,0,0,0,0
Da'Norris Searcy,CAR,S,2,5.0,4.0,1,5,0.0,0,0,0,0
Muhammad Wilkerson,GB,DE,3,5.0,2.0,3,5,0.0,0,0,0,0
Mike Love,BUF,DE,3,5.0,0.0,5,5,0.0,0,0,0,0
Raven Greene,GB,S,8,9.0,4.0,1,5,1.0,1,0,0,0
Anthony Averett,BAL,CB,11,5.0,5.0,0,5,0.0,0,0,0,0
Keishawn Bierria,DEN,LB,16,5.0,3.0,2,5,0.0,0,0,0,0
Tremon Smith,KC,CB,14,5.0,4.0,1,5,0.0,0,0,0,0
Carroll Phillips,IND,LB,6,5.0,2.0,3,5,0.0,0,0,0,0
Michael Tyson,HOU,S,10,5.0,3.0,2,5,0.0,0,0,0,0
RJ McIntosh,NYG,DE,6,5.0,5.0,0,5,0.0,0,0,0,0
Deante Burton,ATL/HOU,CB,3,7.0,4.0,1,5,0.0,1,0,0,0
Armani Watts,KC,S,5,7.0,3.0,2,5,1.0,0,0,0,0
Cordrea Tankersley,MIA,CB,6,5.0,2.0,3,5,0.0,0,0,0,0
Patrick Ricard,BAL,FB,10,5.0,3.0,2,5,0.0,0,0,0,0
Eli Ankou,JAX,DT,2,4.0,2.0,2,4,0.0,0,0,0,0
Jack Cichy,TB,LB,6,4.0,3.0,1,4,0.0,0,0,0,0
Matthew Thomas,PIT,LB,10,4.0,3.0,1,4,0.0,0,0,0,0
Tanoh Kpassagnon,KC,LB,13,4.0,3.0,1,4,0.0,0,0,0,0
Vince Biegel,NO,LB,14,4.0,3.0,1,4,0.0,0,0,0,0
DeMarcus Walker,DEN,DE,3,8.0,2.0,2,4,1.0,0,1,0,0
Dawuane Smoot,JAX,DE,8,4.0,3.0,1,4,0.0,0,0,0,0
Marquis Haynes,CAR,DE,4,4.0,1.0,3,4,0.0,0,0,0,0
D'Juan Hines,CLE,LB,13,4.0,2.0,2,4,0.0,0,0,0,0
Skai Moore,IND,LB,9,4.0,4.0,0,4,0.0,0,0,0,0
Niles Scott,CIN,DT,6,4.0,4.0,0,4,0.0,0,0,0,0
Adonis Alexander,WAS,CB,9,4.0,4.0,0,4,0.0,0,0,0,0
Julio Jones,ATL,WR,16,4.0,4.0,0,4,0.0,0,0,0,0
William Hayes,MIA,DE,3,8.0,4.0,0,4,2.0,0,0,0,0
Blidi Wreh-Wilson,ATL,CB,3,4.0,3.0,1,4,0.0,0,0,0,0
Nate Orchard,KC/BUF,DE,4,4.0,3.0,1,4,0.0,0,0,0,0
Marcus Williams,CHI/TB,CB,5,4.0,4.0,0,4,0.0,0,0,0,0
David Irving,DAL,DT,2,6.0,3.0,1,4,1.0,0,0,0,0
Jay Bromley,NO,DT,2,4.0,3.0,1,4,0.0,0,0,0,0
Dominique Easley,LAR,LB,3,4.0,4.0,0,4,0.0,0,0,0,0
Justin March,DAL,LB,16,4.0,1.0,3,4,0.0,0,0,0,0
Cameron Lynch,TB,LB,16,4.0,4.0,0,4,0.0,0,0,0,0
David Parry,MIN,DT,3,6.0,3.0,1,4,1.0,0,0,0,0
Kevin Johnson,HOU,CB,1,4.0,1.0,3,4,0.0,0,0,0,0
Jihad Ward,IND,LB,6,10.0,4.0,0,4,3.0,0,0,0,0
Deiondre' Hall,PHI,S,13,4.0,3.0,1,4,0.0,0,0,0,0
Willie Henry,BAL,DT,3,5.0,2.0,1,3,1.0,0,0,0,0
Denzel Rice,CLE,CB,8,5.0,2.0,1,3,0.0,0,0,1,0
Kenny Ladler,NYG,S,3,3.0,3.0,0,3,0.0,0,0,0,0
Nat Berhe,PIT,S,4,3.0,2.0,1,3,0.0,0,0,0,0
Korey Toomer,GB,LB,7,3.0,3.0,0,3,0.0,0,0,0,0
Jerel Worthy,TB,DT,4,3.0,2.0,1,3,0.0,0,0,0,0
Jacquies Smith,ARI/OAK,DE,6,3.0,1.0,2,3,0.0,0,0,0,0
Matt Dickerson,TEN,DE,3,3.0,2.0,1,3,0.0,0,0,0,0
Pita Taumoepenu,SF,LB,4,3.0,3.0,0,3,0.0,0,0,0,0
Carlos Watkins,HOU,DE,4,5.0,2.0,1,3,1.0,0,0,0,0
Obi Melifonwu,NE,S,2,3.0,3.0,0,3,0.0,0,0,0,0
Trevor Bates,DET,LB,9,3.0,1.0,2,3,0.0,0,0,0,0
Vontarrius Dora,ARI,LB,3,3.0,2.0,1,3,0.0,0,0,0,0
Noah Spence,TB,DE,12,3.0,2.0,1,3,0.0,0,0,0,0
Brandon Facyson,LAC,CB,15,5.0,2.0,1,3,0.0,0,1,0,0
Jalyn Holmes,MIN,DT,5,5.0,3.0,0,3,1.0,0,0,0,0
Andre Smith,CAR,LB,3,3.0,1.0,2,3,0.0,0,0,0,0
Chase Allen,MIA,LB,5,3.0,0.0,3,3,0.0,0,0,0,0
Tre'Von Johnson,LAC,LB,4,3.0,2.0,1,3,0.0,0,0,0,0
Corn Elder,CAR,CB,13,3.0,3.0,0,3,0.0,0,0,0,0
Derrick Jones,NYJ,CB,1,3.0,3.0,0,3,0.0,0,0,0,0
Josh Holsey,WAS,CB,1,2.0,2.0,0,2,0.0,0,0,0,0
Marcus Allen,PIT,LB,2,2.0,1.0,1,2,0.0,0,0,0,0
Jamiyus Pittman,MIA,DT,3,2.0,0.0,2,2,0.0,0,0,0,0
Aaron Wallace,TEN,LB,1,2.0,0.0,2,2,0.0,0,0,0,0
Destiny Vaeao,PHI,DT,6,4.0,2.0,0,2,1.0,0,0,0,0
Blair Brown,JAX,LB,15,4.0,2.0,0,2,0.0,0,1,0,0
Derek Rivers,NE,LB,6,4.0,2.0,0,2,1.0,0,0,0,0
John Atkins,DET,DT,2,2.0,1.0,1,2,0.0,0,0,0,0
Lyndon Johnson,JAX,DE,3,2.0,2.0,0,2,0.0,0,0,0,0
Bruce Hector,PHI,DT,8,3.0,0.0,2,2,0.5,0,0,0,0
Davon House,GB,CB,3,2.0,1.0,1,2,0.0,0,0,0,0
Frank Zombo,KC,LB,9,2.0,2.0,0,2,0.0,0,0,0,0
Keith Tandy,ATL,S,6,2.0,0.0,2,2,0.0,0,0,0,0
DeAndre Hopkins,HOU,WR,16,2.0,2.0,0,2,0.0,0,0,0,0
Nick Williams,CHI,DT,2,2.0,1.0,1,2,0.0,0,0,0,0
Tim Jernigan,PHI,DE,3,2.0,2.0,0,2,0.0,0,0,0,0
Kony Ealy,OAK,DE,3,2.0,0.0,2,2,0.0,0,0,0,0
Marquis Flowers,DET,LB,5,2.0,1.0,1,2,0.0,0,0,0,0
Rakeem Nunez-Roches,TB,DE,3,2.0,2.0,0,2,0.0,0,0,0,0
Garrison Smith,ARI,DT,2,2.0,2.0,0,2,0.0,0,0,0,0
Leterrius Walton,PIT,DE,4,2.0,2.0,0,2,0.0,0,0,0,0
Joel Heath,HOU,DE,5,2.0,2.0,0,2,0.0,0,0,0,0
Keanu Neal,ATL,S,1,2.0,1.0,1,2,0.0,0,0,0,0
Will Redmond,GB,CB,5,1.0,1.0,0,1,0.0,0,0,0,0
Ufomba Kamalu,NE,DE,2,1.0,1.0,0,1,0.0,0,0,0,0
Vincent Valentine,ARI,DT,3,1.0,0.0,1,1,0.0,0,0,0,0
Isaiah Johnson,LAR,S,2,1.0,1.0,0,1,0.0,0,0,0,0
Geneo Grissom,NE,DE,4,1.0,0.0,1,1,0.0,0,0,0,0
Gabe Wright,OAK,DT,2,1.0,0.0,1,1,0.0,0,0,0,0
Carl Davis,CLE,DT,5,1.0,0.0,1,1,0.0,0,0,0,0
Tony Lippett,NYG,CB,3,1.0,1.0,0,1,0.0,0,0,0,0
C.J. Goodwin,DAL,CB,3,1.0,1.0,0,1,0.0,0,0,0,0
Marcus Cooper,CHI/DET,CB,6,3.0,1.0,0,1,0.0,1,0,0,0
Josh Martin,NYJ,LB,1,1.0,1.0,0,1,0.0,0,0,0,0
Kayvon Webster,HOU,CB,2,1.0,1.0,0,1,0.0,0,0,0,0
Tank Carradine,OAK,DE,1,1.0,1.0,0,1,0.0,0,0,0,0
Damontre Moore,OAK,DE,2,1.0,1.0,0,1,0.0,0,0,0,0
Ben Garland,ATL,OG,14,1.0,1.0,0,1,0.0,0,0,0,0
Sam Acho,CHI,LB,4,1.0,1.0,0,1,0.0,0,0,0,0
Vontae Davis,BUF,CB,1,1.0,1.0,0,1,0.0,0,0,0,0
Rob Gronkowski,NE,TE,13,1.0,0.0,1,1,0.0,0,0,0,0
Dallin Leavitt,OAK,S,2,1.0,0.0,1,1,0.0,0,0,0,0
C.J. Reavis,JAX,CB,4,1.0,1.0,0,1,0.0,0,0,0,0
Zach Sieler,BAL,DE,2,1.0,1.0,0,1,0.0,0,0,0,0
Chris Covington,DAL,LB,5,1.0,1.0,0,1,0.0,0,0,0,0
Ifeadi Odenigbo,ARI,DE,1,1.0,0.0,1,1,0.0,0,0,0,0
Jeremiah Ledbetter,TB,DE,1,1.0,1.0,0,1,0.0,0,0,0,0
Caleb Brantley,WAS,DT,7,1.0,1.0,0,1,0.0,0,0,0,0
Olasunkanmi Adeniyi,PIT,LB,1,1.0,0.0,1,1,0.0,0,0,0,0
Ahmad Thomas,IND,LB,2,1.0,1.0,0,1,0.0,0,0,0,0
Josh Sweat,PHI,DE,9,1.0,1.0,0,1,0.0,0,0,0,0
Xavier Woodson-Luster,CLE,LB,4,1.0,1.0,0,1,0.0,0,0,0,0
Dominique Hatfield,LAR,CB,10,1.0,0.0,1,1,0.0,0,0,0,0
Pasoni Tasini,ARI,DT,1,1.0,0.0,1,1,0.0,0,0,0,0
Devaroe Lawrence,CLE,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Dee Delaney,JAX,CB,2,0.0,0.0,0,0,0.0,0,0,0,0
Chad Thomas,CLE,DE,4,0.0,0.0,0,0,0.0,0,0,0,0
Folorunso Fatukasi,NYJ,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
James Looney,GB,TE,3,0.0,0.0,0,0,0.0,0,0,0,0
Kylie Fitts,CHI,LB,6,0.0,0.0,0,0,0.0,0,0,0,0
Jeremy Reaves,WAS,S,2,0.0,0.0,0,0,0.0,0,0,0,0
Mitchell Loewen,NO,DE,1,0.0,0.0,0,0,0.0,0,0,0,0
Kenneth Durden,TEN,CB,5,0.0,0.0,0,0,0.0,0,0,0,0
Josh Hawkins,CAR,CB,5,0.0,0.0,0,0,0.0,0,0,0,0
Justin Zimmer,ATL,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Tanzel Smart,LAR,DT,2,0.0,0.0,0,0,0.0,0,0,0,0
Kamrin Moore,NYG,S,2,0.0,0.0,0,0,0.0,0,0,0,0
Trevon Young,LAR,LB,2,2.0,0.0,0,0,0.0,0,1,0,0
Demone Harris,TB,DE,2,0.0,0.0,0,0,0.0,0,0,0,0
Darious Williams,LAR,CB,1,0.0,0.0,0,0,0.0,0,0,0,0
Marcus Sherels,MIN,CB,12,2.0,0.0,0,0,0.0,0,1,0,0
Datone Jones,DAL,DE,1,0.0,0.0,0,0,0.0,0,0,0,0
Josh LeRibeus,NO,OG,6,0.0,0.0,0,0,0.0,0,0,0,0
John Jenkins,NYG,DT,7,0.0,0.0,0,0,0.0,0,0,0,0
Will Clarke,TB,DE,3,0.0,0.0,0,0,0.0,0,0,0,0
Robert Thomas,BUF,DT,2,0.0,0.0,0,0,0.0,0,0,0,0
Kasim Edebali,CIN,DE,1,0.0,0.0,0,0,0.0,0,0,0,0
Dontae Johnson,BUF,CB,1,0.0,0.0,0,0,0.0,0,0,0,0
Marcus Smith,WAS,LB,2,0.0,0.0,0,0,0.0,0,0,0,0
Ryan Delaire,SF,DE,2,0.0,0.0,0,0,0.0,0,0,0,0
Justin Hamilton,KC,DT,4,0.0,0.0,0,0,0.0,0,0,0,0
Christian Westerman,CIN,OG,14,0.0,0.0,0,0,0.0,0,0,0,0
Daniel Munyer,ARI,C,14,0.0,0.0,0,0,0.0,0,0,0,0
Jesse Davis,MIA,OT,16,0.0,0.0,0,0,0.0,0,0,0,0
Darian Thompson,DAL,S,10,0.0,0.0,0,0,0.0,0,0,0,0
Bronson Kaufusi,NYJ,TE,3,0.0,0.0,0,0,0.0,0,0,0,0
