,,,,Fantasy,Passing,,,,,Rushing,,,Receiving,,,,Fumbles,
Austin Hooper,ATL,TE,16,70.6,0,0,0,0,0,0,0,0,49,65,526,3,0,0
Chris Godwin,TB,WR,16,58.5,0,0,0,0,0,0,0,0,34,55,525,1,0,0
Ben Watson,BAL,TE,16,76.2,0,0,0,0,0,0,0,0,61,79,522,4,1,0
Jimmy Graham,SEA,TE,16,112.0,0,0,0,0,0,0,0,0,57,96,520,10,0,0
Martellus Bennett,GB/GB/NE,TE,16,51.9,0,0,0,0,0,0,0,0,54,82,519,0,0,0
George Kittle,SF,TE,15,63.5,0,0,0,0,0,0,0,0,43,63,515,2,0,0
Chris Thompson,WAS,RB,10,116.4,0,0,0,0,0,64,294,2,39,54,510,4,3,2
J.J. Nelson,ARI,WR,16,66.5,0,0,0,0,0,3,37,0,29,61,508,2,1,1
Josh Doctson,WAS,WR,16,84.8,0,0,0,0,0,1,-14,0,35,78,502,6,0,0
Pierre Garcon,SF,WR,8,50.0,0,0,0,0,0,0,0,0,40,67,500,0,0,0
Allen Hurns,JAX,WR,10,60.4,0,0,0,0,0,0,0,0,39,56,484,2,0,0
Jordy Nelson,GB,WR,15,84.2,0,0,0,0,0,0,0,0,53,88,482,6,0,0
Jaron Brown,ARI,WR,16,71.7,0,0,0,0,0,0,0,0,31,69,477,4,0,0
Kenny Golladay,DET,WR,11,66.6,0,0,0,0,0,1,9,0,28,48,477,3,0,0
Melvin Gordon,LAC,RB,16,230.1,0,0,0,0,0,284,1105,8,58,83,476,4,1,0
Seth Roberts,OAK,WR,15,51.5,0,0,0,0,0,0,0,0,43,65,455,1,2,2
Kareem Hunt,KC,RB,16,244.2,0,0,0,0,0,272,1327,8,53,63,455,3,1,1
LeSean McCoy,BUF,RB,16,206.6,0,0,0,0,0,287,1138,6,59,77,448,2,3,1
Theo Riddick,DET,RB,16,103.0,0,0,0,0,0,84,286,3,53,71,444,2,1,1
Jeremy Maclin,BAL,WR,12,62.0,0,0,0,0,0,0,0,0,40,72,440,3,0,0
Chris Hogan,NE,WR,9,75.6,0,0,0,0,0,3,17,0,34,59,439,5,0,0
Ed Dickson,CAR,TE,16,49.7,0,0,0,0,0,0,0,0,30,48,437,1,0,0
O.J. Howard,TB,TE,14,79.2,0,0,0,0,0,0,0,0,26,39,432,6,3,2
Trent Taylor,SF,WR,15,55.0,0,0,0,0,0,0,0,0,43,60,430,2,1,1
Torrey Smith,PHI,WR,16,54.7,0,0,0,0,0,1,-3,0,36,68,430,2,0,0
James White,NE,RB,14,78.0,0,0,0,0,0,43,171,0,56,72,429,3,0,0
Will Fuller,HOU,WR,10,85.2,0,0,0,0,0,2,9,0,28,50,423,7,0,0
Jerick McKinnon,MIN,RB,16,129.1,0,0,0,0,0,150,570,3,51,68,421,2,3,2
Mark Ingram,NO,RB,16,226.0,0,0,0,0,0,230,1124,12,58,71,416,0,3,3
Roger Lewis,NYG,WR,15,53.6,0,0,0,0,0,0,0,0,36,72,416,2,0,0
Tyler Kroft,CIN,TE,16,82.4,0,0,0,0,0,0,0,0,42,62,404,7,0,0
TJ Jones,DET,WR,14,45.9,0,0,0,0,0,0,0,0,30,49,399,1,1,0
Seth DeValve,CLE,TE,16,45.5,0,0,0,0,0,0,0,0,33,58,395,1,1,1
Donte Moncrief,IND,WR,12,51.1,0,0,0,0,0,0,0,0,26,47,391,2,0,0
Giovani Bernard,CIN,RB,16,108.7,0,0,0,0,0,105,458,2,43,60,389,2,0,0
Julius Thomas,MIA,TE,14,56.8,0,0,0,0,0,0,0,0,41,62,388,3,1,0
David Njoku,CLE,TE,16,62.7,0,0,0,0,0,1,1,0,32,60,386,4,0,0
Taylor Gabriel,ATL,WR,16,48.7,0,0,0,0,0,8,49,0,33,51,378,1,0,0
Josh Bellamy,CHI,WR,15,44.2,0,0,0,0,0,1,6,0,24,46,376,1,0,0
Corey Davis,TEN,WR,11,37.5,0,0,0,0,0,0,0,0,34,65,375,0,1,1
Jesse James,PIT,TE,16,55.2,0,0,0,0,0,0,0,0,43,63,372,3,0,0
Andre Ellington,HOU/ARI,RB,12,48.4,0,0,0,0,0,20,55,1,39,59,369,0,0,0
Brandon Coleman,NO,WR,16,54.4,0,0,0,0,0,0,0,0,23,37,364,3,2,2
Austin Seferian-Jenkins,NYJ,TE,13,53.7,0,0,0,0,0,0,0,0,50,74,357,3,1,1
Ricardo Louis,CLE,WR,16,35.7,0,0,0,0,0,0,0,0,27,61,357,0,0,0
Tarik Cohen,CHI,RB,16,95.4,1,2,21,1,0,87,370,2,53,71,353,1,3,2
Bennie Fowler,DEN,WR,16,53.0,0,0,0,0,0,0,0,0,29,56,350,3,1,0
Carlos Hyde,SF,RB,16,176.8,0,0,0,0,0,240,938,8,59,88,350,0,2,1
Dontrelle Inman,CHI/LAC,WR,12,40.3,0,0,0,0,0,0,0,0,25,44,343,1,0,0
Stephen Anderson,HOU,TE,15,40.2,0,0,0,0,0,0,0,0,25,52,342,1,0,0
Dede Westbrook,JAX,WR,7,39.9,0,0,0,0,0,0,0,0,27,51,339,1,1,0
Garrett Celek,SF,TE,16,57.6,0,0,0,0,0,0,0,0,21,33,336,4,0,0
Josh Gordon,CLE,WR,5,39.5,0,0,0,0,0,0,0,0,18,42,335,1,0,0
Bruce Ellington,HOU,WR,11,46.7,0,0,0,0,0,3,17,0,29,56,330,2,1,0
Lamar Miller,HOU,RB,16,157.5,0,0,0,0,0,238,888,3,36,45,327,3,1,0
Jermaine Gresham,ARI,TE,14,44.2,0,0,0,0,0,0,0,0,33,46,322,2,0,0
Nick O'Leary,BUF,TE,15,44.2,0,0,0,0,0,0,0,0,22,32,322,2,1,1
Marcedes Lewis,JAX,TE,16,61.8,0,0,0,0,0,0,0,0,24,48,318,5,0,0
Devonta Freeman,ATL,RB,14,166.2,0,0,0,0,0,196,865,7,36,47,317,1,4,1
Brice Butler,DAL,WR,13,49.7,0,0,0,0,0,0,0,0,15,23,317,3,0,0
Antonio Gates,LAC,TE,16,49.6,0,0,0,0,0,0,0,0,30,52,316,3,0,0
Zay Jones,BUF,WR,15,43.6,0,0,0,0,0,0,0,0,27,74,316,2,0,0
Kyle Juszczyk,SF,FB,14,40.6,0,0,0,0,0,7,31,0,33,42,315,1,2,2
Cole Beasley,DAL,WR,15,55.4,0,0,0,0,0,0,0,0,36,63,314,4,0,0
Rashard Higgins,CLE,WR,15,43.6,0,0,0,0,0,1,4,0,27,50,312,2,1,1
Cordarrelle Patterson,OAK,WR,16,55.0,0,0,0,0,0,13,121,2,31,42,309,0,3,0
Corey Coleman,CLE,WR,9,42.5,0,0,0,0,0,0,0,0,23,58,305,2,0,0
Leonard Fournette,JAX,RB,13,194.2,0,0,0,0,0,268,1040,9,36,48,302,1,2,0
Odell Beckham,NYG,WR,4,49.0,0,0,0,0,0,1,8,0,25,41,302,3,0,0
John Brown,ARI,WR,10,48.9,0,0,0,0,0,1,10,0,21,55,299,3,0,0
Tevin Coleman,ATL,RB,15,140.7,0,0,0,0,0,156,628,5,27,39,299,3,1,0
Coby Fleener,NO,TE,11,41.5,0,0,0,0,0,0,0,0,22,30,295,2,0,0
Tyler Higbee,LAR,TE,16,35.5,0,0,0,0,0,0,0,0,25,45,295,1,0,0
Matt Forte,NYJ,RB,12,85.4,0,0,0,0,0,103,381,2,37,45,293,1,1,1
Cody Latimer,DEN,WR,11,40.7,0,0,0,0,0,0,0,0,19,31,287,2,1,0
Joe Mixon,CIN,RB,14,115.3,0,0,0,0,0,178,626,4,30,34,287,0,3,2
Chester Rogers,IND,WR,11,35.2,0,0,0,0,0,3,8,0,23,37,284,1,0,0
Jordan Matthews,BUF,WR,10,34.2,0,0,0,0,0,0,0,0,25,36,282,1,1,1
Austin Ekeler,LAC,RB,16,83.9,0,0,0,0,0,47,260,2,27,35,279,3,2,2
Devontae Booker,DEN,RB,13,63.4,0,0,0,0,0,79,299,1,30,38,275,0,2,1
Ezekiel Elliott,DAL,RB,10,179.2,0,0,0,0,0,242,983,7,26,38,269,2,1,1
J.D. McKissic,SEA,RB,13,63.3,0,0,0,0,0,46,187,1,34,46,266,2,0,0
DeMarco Murray,TEN,RB,15,134.5,0,0,0,0,0,184,659,6,39,47,266,1,1,1
Jamaal Williams,GB,RB,16,117.8,0,0,0,0,0,153,556,4,25,34,262,2,0,0
Aldrick Robinson,SF,WR,16,38.0,0,0,0,0,0,0,0,0,19,48,260,2,0,0
Kendrick Bourne,SF,WR,11,25.7,0,0,0,0,0,0,0,0,16,34,257,0,0,0
Jalen Richard,OAK,RB,16,65.1,0,0,0,0,0,56,275,1,27,36,256,1,8,3
Kenny Britt,CLE/NE,WR,12,37.6,0,0,0,0,0,0,0,0,20,43,256,2,0,0
Rex Burkhead,NE,RB,10,99.8,0,0,0,0,0,64,264,5,30,36,254,3,1,0
Shane Vereen,NYG,RB,16,41.7,0,1,0,0,1,45,164,0,44,53,253,0,0,0
Geronimo Allison,GB,WR,15,25.3,0,0,0,0,0,0,0,0,23,39,253,0,2,1
Javorius Allen,BAL,RB,16,120.1,0,0,0,0,0,153,591,4,46,60,250,2,0,0
Charles Sims,TB,RB,16,40.4,0,0,0,0,0,21,95,0,35,47,249,1,1,1
Trey Burton,PHI,TE,15,54.8,0,0,0,0,0,0,0,0,23,31,248,5,0,0
Chris Moore,BAL,WR,13,41.9,0,0,0,0,0,2,-9,0,18,38,248,3,0,0
Frank Gore,IND,RB,16,144.6,0,0,0,0,0,261,961,3,29,38,245,1,3,0
A.J. Derby,DEN/MIA,TE,11,36.4,0,0,0,0,0,0,0,0,21,40,244,2,1,1
Gerald Everett,LAR,TE,16,37.7,0,0,0,0,0,1,13,0,16,32,244,2,1,1
Terrelle Pryor,WAS,WR,9,30.0,0,0,0,0,0,0,0,0,20,37,240,1,0,0
Tavarres King,NYG,WR,8,42.3,0,0,0,0,0,2,3,0,18,37,240,3,0,0
Benny Cunningham,CHI,RB,14,38.9,0,0,0,0,0,9,29,0,20,26,240,2,1,1
Kenyan Drake,MIA,RB,16,112.3,0,0,0,0,0,133,644,3,32,48,239,1,2,2
Zach Miller,CHI,TE,8,35.6,0,0,0,0,0,0,0,0,20,35,236,2,0,0
Rhett Ellison,NYG,TE,16,35.5,0,0,0,0,0,0,0,0,24,32,235,2,0,0
Taywan Taylor,TEN,WR,16,33.4,0,0,0,0,0,8,43,0,16,28,231,1,0,0
Mack Hollins,PHI,WR,16,28.6,0,0,0,0,0,0,0,0,16,22,226,1,0,0
Tyler Boyd,CIN,WR,10,34.5,0,0,0,0,0,0,0,0,22,32,225,2,0,0
Marlon Mack,IND,RB,14,82.3,0,0,0,0,0,93,358,3,21,33,225,1,1,0
C.J. Anderson,DEN,RB,16,147.1,0,0,0,0,0,245,1007,3,28,40,224,1,1,1
Demetrius Harris,KC,TE,16,28.4,0,0,0,0,0,0,0,0,18,35,224,1,0,0
T.J. Yeldon,JAX,RB,10,59.7,0,0,0,0,0,49,253,2,30,41,224,0,2,1
Justin Hardy,ATL,WR,16,40.1,0,0,0,0,0,0,0,0,20,29,221,3,1,0
Johnny Holton,OAK,WR,16,39.8,0,0,0,0,0,0,0,0,9,18,218,3,3,2
Jeremy Kerley,NYJ,WR,8,27.7,0,0,0,0,0,0,0,0,22,27,217,1,3,2
Dion Lewis,NE,RB,16,165.0,0,0,0,0,0,180,896,6,32,35,214,3,0,0
Demarcus Robinson,KC,WR,16,21.2,0,0,0,0,0,0,0,0,21,39,212,0,0,0
Jordan Reed,WAS,TE,6,33.1,0,0,0,0,0,0,0,0,27,35,211,2,1,0
Lance Kendricks,GB,TE,16,26.3,0,0,0,0,0,0,0,0,18,35,203,1,0,0
Jakeem Grant,MIA,WR,16,33.5,0,0,0,0,0,3,12,0,13,22,203,2,2,1
Nick Boyle,BAL,TE,15,20.3,0,0,0,0,0,0,0,0,28,37,203,0,0,0
Rod Smith,DAL,RB,15,73.4,0,0,0,0,0,55,232,4,19,23,202,1,0,0
Russell Shepard,CAR,WR,15,28.1,0,0,0,0,0,2,19,0,17,33,202,1,1,0
Ricky Seals-Jones,ARI,TE,10,38.1,0,0,0,0,0,0,0,0,12,28,201,3,0,0
Laquon Treadwell,MIN,WR,16,20.0,0,0,0,0,0,0,0,0,20,35,200,0,1,0
Danny Woodhead,BAL,RB,8,25.6,0,0,0,0,0,14,56,0,33,39,200,0,0,0
Jarius Wright,MIN,WR,16,31.8,0,0,0,0,0,0,0,0,18,25,198,2,0,0
DeAndre Washington,OAK,RB,15,53.0,0,0,0,0,0,57,153,2,34,45,197,1,2,1
Phillip Dorsett,NE,WR,15,20.1,0,0,0,0,0,1,7,0,12,18,194,0,0,0
Wayne Gallman,NYG,RB,13,72.9,0,0,0,0,0,111,476,0,34,48,193,1,3,1
Virgil Green,DEN,TE,16,25.1,0,0,0,0,0,0,0,0,14,22,191,1,0,0
Greg Olsen,CAR,TE,7,25.1,0,0,0,0,0,0,0,0,17,38,191,1,0,0
Vance McDonald,PIT,TE,10,24.8,0,0,0,0,0,0,0,0,14,24,188,1,0,0
Alex Collins,BAL,RB,15,152.0,0,0,0,0,0,212,973,6,23,36,187,0,4,2
Samaje Perine,WAS,RB,16,90.5,0,0,0,0,0,175,603,1,22,24,182,1,2,2
Isaiah Crowell,CLE,RB,16,115.5,0,0,0,0,0,206,853,2,28,42,182,0,1,1
Dion Sims,CHI,TE,14,24.0,0,0,0,0,0,0,0,0,15,29,180,1,0,0
Alex Erickson,CIN,WR,16,25.6,0,0,0,0,0,5,16,0,12,16,180,1,6,1
Matt Breida,SF,RB,16,82.5,0,0,0,0,0,105,465,2,21,36,180,1,1,0
Elijah McGuire,NYJ,RB,16,61.2,0,0,0,0,0,88,315,1,17,26,177,1,2,2
Darren Fells,DET,TE,16,35.7,0,0,0,0,0,0,0,0,17,26,177,3,0,0
Chris Conley,KC,WR,5,17.5,0,0,0,0,0,0,0,0,11,16,175,0,0,0
Chris Ivory,JAX,RB,14,67.7,0,0,0,0,0,112,382,1,21,28,175,1,2,2
Michael Campanaro,BAL,WR,13,27.5,0,0,0,0,0,5,42,0,19,27,173,1,4,0
Ty Montgomery,GB,RB,8,68.6,0,0,0,0,0,71,273,3,23,31,173,1,0,0
Bilal Powell,NYJ,RB,15,124.2,0,0,0,0,0,178,772,5,23,33,170,0,1,1
Ameer Abdullah,DET,RB,14,101.4,0,0,0,0,0,165,552,4,25,35,162,1,2,1
Braxton Miller,HOU,WR,11,22.3,0,0,0,0,0,1,1,0,19,29,162,1,0,0
Richard Rodgers,GB,TE,15,22.0,0,0,0,0,0,0,0,0,12,19,160,1,0,0
Jay Ajayi,MIA/PHI,RB,14,115.1,0,0,0,0,0,208,873,1,24,34,158,1,3,2
Ryan Griffin,HOU,TE,7,21.8,0,0,0,0,0,0,0,0,13,26,158,1,0,0
Jonnu Smith,TEN,TE,16,27.7,0,0,0,0,0,0,0,0,18,30,157,2,0,0
Damien Williams,MIA,RB,11,39.6,0,0,0,0,0,46,181,0,20,28,155,1,0,0
Brandon Marshall,NYG,WR,5,15.4,0,0,0,0,0,0,0,0,18,33,154,0,0,0
Luke Willson,SEA,TE,16,39.3,0,0,0,0,0,0,0,0,15,22,153,4,0,0
Marshawn Lynch,OAK,RB,15,146.2,0,0,0,0,0,207,891,7,20,31,151,0,1,1
Charcandrick West,KC,RB,13,46.2,0,0,0,0,0,18,72,2,27,34,150,2,1,0
James O'Shaughnessy,JAX,TE,16,20.9,0,0,0,0,0,0,0,0,14,24,149,1,0,0
Eli Rogers,PIT,WR,14,20.9,0,0,0,0,0,0,0,0,18,36,149,1,1,1
Tre McBride,CHI,WR,8,14.4,0,0,0,0,0,0,0,0,8,15,144,0,0,0
De'Anthony Thomas,KC,WR,16,26.7,0,0,0,0,0,1,4,0,14,16,143,2,1,0
Jordan Taylor,DEN,WR,10,14.2,0,0,0,0,0,0,0,0,13,20,142,0,1,0
Jeff Heuerman,DEN,TE,14,26.2,0,0,0,0,0,0,0,0,9,18,142,2,0,0
Derrick Henry,TEN,RB,16,124.0,0,0,0,0,0,176,744,5,11,17,136,1,1,0
D.J. Foster,ARI,RB,7,15.2,0,0,0,0,0,6,19,0,17,28,133,0,0,0
Kamar Aiken,IND,WR,15,13.3,0,0,0,0,0,0,0,0,15,44,133,0,0,0
Troy Niklas,ARI,TE,15,19.2,0,0,0,0,0,0,0,0,11,23,132,1,0,0
Mike Davis,SEA,RB,6,37.1,0,0,0,0,0,68,240,0,15,18,131,0,0,0
Brent Celek,PHI,TE,16,19.0,0,0,0,0,0,0,0,0,13,24,130,1,0,0
Jamaal Charles,DEN,RB,14,48.5,0,0,0,0,0,69,296,1,23,28,129,0,2,2
Daniel Brown,CHI,TE,14,12.9,0,0,0,0,0,0,0,0,13,20,129,0,0,0
Brenton Bersin,CAR,WR,8,12.8,0,0,0,0,0,0,0,0,8,14,128,0,0,0
Kapri Bibbs,WAS,RB,3,26.7,0,0,0,0,0,21,79,0,14,17,128,1,0,0
C.J. Fiedorowicz,HOU,TE,5,12.7,0,0,0,0,0,0,0,0,14,23,127,0,0,0
Adam Shaheen,CHI,TE,13,30.7,0,0,0,0,0,0,0,0,12,14,127,3,0,0
Jordan Howard,CHI,RB,16,178.7,0,0,0,0,0,276,1122,9,23,32,125,0,1,1
Josh Hill,NO,TE,16,17.7,0,0,0,0,0,1,-8,0,16,22,125,1,2,2
Nick Vannett,SEA,TE,15,18.4,0,0,0,0,0,0,0,0,12,15,124,1,0,0
Corey Clement,PHI,RB,16,80.4,0,0,0,0,0,74,321,4,10,15,123,2,0,0
Levine Toilolo,ATL,TE,15,18.2,0,0,0,0,0,0,0,0,12,14,122,1,0,0
Brandon Williams,IND,TE,14,12.1,0,0,0,0,0,0,0,0,13,17,121,0,0,0
Louis Murphy,SF,WR,7,18.1,0,0,0,0,0,0,0,0,8,17,121,1,0,0
Eric Tomlinson,NYJ,TE,14,18.1,0,0,0,0,0,0,0,0,8,11,121,1,0,0
Andre Holmes,BUF,WR,14,30.0,0,0,0,0,0,0,0,0,13,23,120,3,0,0
Travaris Cadet,BUF/NYJ,RB,9,21.5,0,0,0,0,0,23,96,0,16,19,119,0,0,0
Orleans Darkwa,NYG,RB,15,116.7,0,0,0,0,0,171,751,5,19,28,116,0,1,0
Tommylee Lewis,NO,WR,15,19.0,0,0,0,0,0,2,14,0,10,15,116,1,1,1
Curtis Samuel,CAR,WR,9,17.9,0,0,0,0,0,4,64,0,15,26,115,0,0,0
Peyton Barber,TB,RB,16,71.7,0,0,0,0,0,108,423,3,16,19,114,0,2,1
Tanner McEvoy,SEA,WR,15,11.3,0,1,0,0,1,0,0,0,5,9,113,0,1,1
Kaelin Clay,CAR/BUF/BUF,WR,17,14.0,0,0,0,0,0,4,27,0,7,25,113,0,4,1
Anthony Fasano,MIA,TE,16,16.7,0,0,0,0,0,0,0,0,12,16,107,1,1,0
Damiere Byrd,CAR,WR,8,23.7,0,0,0,0,0,1,12,0,10,17,105,2,0,0
Josh Reynolds,LAR,WR,16,16.4,0,0,0,0,0,0,0,0,11,24,104,1,0,0
Wendell Smallwood,PHI,RB,8,33.7,0,0,0,0,0,47,174,1,13,18,103,0,0,0
Latavius Murray,MIN,RB,16,142.5,0,0,0,0,0,216,842,8,15,17,103,0,1,0
Travis Rudolph,NYG,WR,7,10.1,0,0,0,0,0,0,0,0,8,21,101,0,0,0
Austin Traylor,DEN,TE,7,10.0,0,0,0,0,0,0,0,0,8,13,100,0,0,0
Freddie Martino,TB,WR,8,9.6,0,0,0,0,0,0,0,0,5,6,96,0,0,0
David Morgan,MIN,TE,15,15.5,0,0,0,0,0,0,0,0,10,12,95,1,0,0
Mike Williams,LAC,WR,10,9.5,0,0,0,0,0,0,0,0,11,23,95,0,0,0
