,,,,Receiving,,,,,,,,,Big Receiving Games,,,Fumbles,
Anthony Fasano,MIA,TE,16,12,107,8.9,6.7,1,16,6.7,2,0,0,0,0,1,0
Damiere Byrd,CAR,WR,8,10,105,10.5,13.1,2,17,6.2,2,0,0,0,0,0,0
Josh Reynolds,LAR,WR,16,11,104,9.5,6.5,1,24,4.3,1,0,0,0,0,0,0
Wendell Smallwood,PHI,RB,8,13,103,7.9,12.9,0,18,5.7,1,0,0,0,0,0,0
Latavius Murray,MIN,RB,16,15,103,6.9,6.4,0,17,6.1,1,0,0,0,0,1,0
Travis Rudolph,NYG,WR,7,8,101,12.6,14.4,0,21,4.8,1,0,0,0,0,0,0
Austin Traylor,DEN,TE,7,8,100,12.5,14.3,0,13,7.7,1,0,0,0,0,0,0
Freddie Martino,TB,WR,8,5,96,19.2,12.0,0,6,16.0,1,0,0,0,0,0,0
David Morgan,MIN,TE,15,10,95,9.5,6.3,1,12,7.9,1,0,0,0,0,0,0
Mike Williams,LAC,WR,10,11,95,8.6,9.5,0,23,4.1,1,0,0,0,0,0,0
Chad Hansen,NYJ,WR,15,9,94,10.4,6.3,0,17,5.5,1,0,0,0,0,0,0
Thomas Rawls,SEA,RB,12,9,94,10.4,7.8,0,13,7.2,1,0,0,0,0,1,1
Niles Paul,WAS,TE,14,13,94,7.2,6.7,0,19,4.9,1,0,0,0,0,0,0
Kerwynn Williams,ARI,RB,16,10,93,9.3,5.8,0,15,6.2,1,0,0,0,0,0,0
Mike Thomas,LAR,WR,8,5,93,18.6,11.6,0,7,13.3,1,1,0,0,0,1,0
Jerell Adams,NYG,TE,16,8,92,11.5,5.8,0,11,8.4,1,0,0,0,0,0,0
C.J. Uzomah,CIN,TE,14,10,92,9.2,6.6,1,15,6.1,2,0,0,0,0,0,0
Willie Snead,NO,WR,11,8,92,11.5,8.4,0,16,5.8,2,0,0,0,0,1,1
Dalvin Cook,MIN,RB,4,11,90,8.2,22.5,0,16,5.6,1,0,0,0,0,1,1
James Hanna,DAL,TE,16,4,88,22.0,5.5,1,9,9.8,2,0,0,0,0,0,0
C.J. Prosise,SEA,RB,5,6,87,14.5,17.4,0,11,7.9,1,1,0,0,0,0,0
Dwayne Allen,NE,TE,16,10,86,8.6,5.4,1,22,3.9,1,0,0,0,0,0,0
Maxx Williams,BAL,TE,11,15,86,5.7,7.8,1,18,4.8,0,0,0,0,0,1,1
Doug Martin,TB,RB,11,9,84,9.3,7.6,0,18,4.7,0,0,0,0,0,1,1
Kasen Williams,CLE,WR,7,9,84,9.3,12.0,0,18,4.7,0,0,0,0,0,0,0
Pharoh Cooper,LAR,WR,16,11,84,7.6,5.3,0,19,4.4,1,0,0,0,0,3,1
Chris Thompson,HOU,WR,13,5,84,16.8,6.5,0,6,14.0,5,1,0,0,0,3,0
D'Onta Foreman,HOU,RB,10,6,83,13.8,8.3,0,8,10.4,2,0,0,0,0,2,1
ArDarius Stewart,NYJ,WR,15,6,82,13.7,5.5,0,13,6.3,2,1,0,0,0,0,0
Neal Sterling,NYJ,TE,11,6,82,13.7,7.5,0,11,7.5,1,0,0,0,0,0,0
Brandon Tate,BUF,WR,13,6,81,13.5,6.2,1,14,5.8,2,0,0,0,0,1,0
Clive Walford,OAK,TE,13,9,80,8.9,6.2,0,13,6.2,1,0,0,0,0,0,0
Bryce Treggs,CLE,WR,6,5,79,15.8,13.2,0,18,4.4,1,0,0,0,0,1,1
Mike Tolbert,BUF,FB,12,14,78,5.6,6.5,0,17,4.6,0,0,0,0,0,2,1
Michael Floyd,MIN,WR,11,10,78,7.8,7.1,0,17,4.6,0,0,0,0,0,0,0
Breshad Perriman,BAL,WR,11,10,77,7.7,7.0,0,35,2.2,0,0,0,0,0,0,0
Jaydon Mickens,JAX,WR,10,6,77,12.8,7.7,2,11,7.0,1,1,0,0,0,4,2
Ross Travis,IND/KC,TE,15,7,76,10.9,5.1,0,17,4.5,1,0,0,0,0,1,0
Brian Quick,WAS,WR,11,6,76,12.7,6.9,0,8,9.5,1,0,0,0,0,0,0
Lee Smith,OAK,TE,16,8,76,9.5,4.8,0,11,6.9,1,0,0,0,0,0,0
Jacquizz Rodgers,TB,RB,16,9,74,8.2,4.6,0,11,6.7,0,0,0,0,0,0,0
Darren Sproles,PHI,RB,3,7,73,10.4,24.3,0,12,6.1,0,0,0,0,0,1,1
Derek Carrier,LAR,TE,14,8,71,8.9,5.1,0,11,6.5,0,0,0,0,0,0,0
Amara Darboh,SEA,WR,16,8,71,8.9,4.4,0,13,5.5,0,0,0,0,0,0,0
Trevor Davis,GB,WR,16,5,70,14.0,4.4,0,7,10.0,2,0,0,0,0,0,0
Sammie Coates,CLE,WR,12,6,70,11.7,5.8,0,11,6.4,1,0,0,0,0,0,0
Adrian Peterson,ARI/NO,RB,10,11,70,6.4,7.0,0,19,3.7,0,0,0,0,0,3,2
Brittan Golden,ARI,WR,13,5,70,14.0,5.4,0,9,7.8,2,0,0,0,0,0,0
Leonte Carroo,MIA,WR,14,7,69,9.9,4.9,0,14,4.9,1,0,0,0,0,0,0
C.J. Ham,MIN,FB,16,7,68,9.7,4.3,0,8,8.5,0,0,0,0,0,0,0
David Johnson,ARI,RB,1,6,67,11.2,67.0,0,9,7.4,1,0,0,0,0,2,1
Logan Thomas,BUF,TE,12,7,67,9.6,5.6,1,9,7.4,2,0,0,0,0,0,0
Tre Madden,SEA,FB,8,2,65,32.5,8.1,0,2,32.5,1,1,0,0,0,0,0
Josh Malone,CIN,WR,11,6,63,10.5,5.7,1,17,3.7,1,0,0,0,0,0,0
Maurice Harris,WAS,WR,6,4,62,15.5,10.3,1,6,10.3,1,0,0,0,0,0,0
Marvin Hall,ATL,WR,8,2,60,30.0,7.5,1,9,6.7,2,1,0,0,0,0,0
Chris Carson,SEA,RB,4,7,59,8.4,14.8,1,8,7.4,0,0,0,0,0,0,0
Alan Cross,TB,TE,8,5,58,11.6,7.3,0,6,9.7,1,0,0,0,0,0,0
Kenjon Barner,PHI,RB,13,5,56,11.2,4.3,0,8,7.0,1,0,0,0,0,3,0
Robert Turbin,IND,RB,6,9,56,6.2,9.3,0,11,5.1,0,0,0,0,0,0,0
Alfred Blue,HOU,RB,11,7,54,7.7,4.9,0,9,6.0,0,0,0,0,0,0,0
Hunter Sharp,NYG,WR,2,5,54,10.8,27.0,1,8,6.8,1,0,0,0,0,0,0
Malcolm Brown,LAR,RB,11,9,53,5.9,4.8,0,11,4.8,0,0,0,0,0,1,0
Orson Charles,KC,FB,5,2,53,26.5,10.6,0,2,26.5,1,0,0,0,0,0,0
Jonathan Stewart,CAR,RB,15,8,52,6.5,3.5,1,15,3.5,1,0,0,0,0,3,3
Michael Hoomanawanui,NO,TE,14,6,52,8.7,3.7,1,10,5.2,1,0,0,0,0,0,0
Markus Wheaton,CHI,WR,11,3,51,17.0,4.6,0,17,3.0,2,0,0,0,0,0,0
LeGarrette Blount,PHI,RB,16,8,50,6.3,3.1,1,8,6.3,1,0,0,0,0,1,1
Darrius Heyward-Bey,PIT,WR,16,2,47,23.5,2.9,0,3,15.7,1,1,0,0,0,0,0
Fozzy Whittaker,CAR,RB,12,5,47,9.4,3.9,1,6,7.8,1,0,0,0,0,0,0
Anthony Sherman,KC,FB,16,6,47,7.8,2.9,0,8,5.9,0,0,0,0,0,0,0
Eddie Lacy,SEA,RB,9,6,47,7.8,5.2,0,6,7.8,0,0,0,0,0,0,0
Tavon Austin,LAR,WR,16,13,47,3.6,2.9,0,22,2.1,0,0,0,0,0,5,4
Tyler Eifert,CIN,TE,2,4,46,11.5,23.0,0,5,9.2,1,0,0,0,0,0,0
Ifeanyi Momah,ARI,TE,9,1,46,46.0,5.1,0,2,23.0,1,1,0,0,0,0,0
Sean McGrath,LAC,TE,15,4,46,11.5,3.1,0,4,11.5,1,0,0,0,0,0,0
Paul Perkins,NYG,RB,11,8,46,5.8,4.2,0,10,4.6,0,0,0,0,0,0,0
Michael Roberts,DET,TE,15,4,46,11.5,3.1,0,7,6.6,1,0,0,0,0,0,0
Marcus Johnson,PHI,WR,10,5,45,9.0,4.5,0,8,5.6,0,0,0,0,0,1,1
Alfred Morris,DAL,RB,14,7,45,6.4,3.2,0,9,5.0,0,0,0,0,0,0,0
Jared Abbrederis,DET,WR,7,3,44,14.7,6.3,0,7,6.3,1,0,0,0,0,0,0
Tommy Bohanon,JAX,FB,16,6,43,7.2,2.7,1,11,3.9,0,0,0,0,0,0,0
Chris Johnson,ARI,RB,4,5,43,8.6,10.8,0,6,7.2,0,0,0,0,0,0,0
Lawrence Thomas,NYJ,FB,14,6,43,7.2,3.1,0,7,6.1,0,0,0,0,0,0,0
Jacob Hollister,NE,TE,15,4,42,10.5,2.8,0,11,3.8,0,0,0,0,0,0,0
Michael Clark,GB,WR,2,4,41,10.3,20.5,0,14,2.9,0,0,0,0,0,0,0
Ryan Switzer,DAL,WR,16,6,41,6.8,2.6,0,7,5.9,0,0,0,0,0,1,1
Corey Grant,JAX,RB,16,3,41,13.7,2.6,0,4,10.3,1,0,0,0,0,1,1
Aaron Ripkowski,GB,FB,16,7,39,5.6,2.4,0,10,3.9,0,0,0,0,0,0,0
Phillip Supernaw,TEN,TE,16,4,39,9.8,2.4,1,6,6.5,1,0,0,0,0,0,0
Quan Bray,IND,WR,9,3,39,13.0,4.3,0,4,9.8,1,0,0,0,0,1,0
Will Tye,NYJ,TE,3,4,38,9.5,12.7,0,6,6.3,1,0,0,0,0,0,0
Ben Koyack,JAX,TE,16,5,38,7.6,2.4,0,7,5.4,1,0,0,0,0,0,0
Tyler Ervin,HOU,RB,4,8,38,4.8,9.5,0,11,3.5,0,0,0,0,0,0,0
Elijhaa Penny,ARI,FB,16,4,38,9.5,2.4,0,6,6.3,0,0,0,0,0,0,0
James Develin,NE,FB,16,6,38,6.3,2.4,0,10,3.8,0,0,0,0,0,0,0
Jaelen Strong,JAX,WR,1,3,38,12.7,38.0,1,4,9.5,0,0,0,0,0,0,0
Byron Marshall,WAS,RB,4,6,36,6.0,9.0,0,8,4.5,0,0,0,0,0,0,0
De'Angelo Henderson,DEN,RB,5,2,36,18.0,7.2,1,2,18.0,1,0,0,0,0,0,0
Brian Hill,CIN,RB,6,2,36,18.0,6.0,0,2,18.0,1,0,0,0,0,0,0
Randall Telfer,CLE,TE,16,3,36,12.0,2.3,0,4,9.0,1,0,0,0,0,0,0
Andy Janovich,DEN,FB,16,4,35,8.8,2.2,0,6,5.8,0,0,0,0,0,0,0
Derek Watt,LAC,FB,16,2,35,17.5,2.2,0,3,11.7,1,0,0,0,0,0,0
Tanner Gentry,CHI,WR,4,3,35,11.7,8.8,0,6,5.8,0,0,0,0,0,0,0
Noah Brown,DAL,WR,13,4,33,8.3,2.5,0,9,3.7,0,0,0,0,0,0,0
Jamize Olawale,OAK,FB,12,6,33,5.5,2.8,0,7,4.7,0,0,0,0,0,1,0
Xavier Grimble,PIT,TE,15,5,32,6.4,2.1,1,9,3.6,0,0,0,0,0,0,0
Jay Prosch,HOU,FB,16,4,31,7.8,1.9,0,4,7.8,0,0,0,0,0,0,0
Akeem Hunt,KC,RB,15,4,31,7.8,2.1,0,7,4.4,1,0,0,0,0,0,0
Marcus Williams,NYJ,CB,5,1,31,31.0,6.2,0,1,31.0,0,0,0,0,0,0,0
Chad Williams,ARI,WR,6,3,31,10.3,5.2,0,7,4.4,0,0,0,0,0,0,0
Emanuel Byrd,GB,TE,1,2,31,15.5,31.0,0,2,15.5,1,0,0,0,0,0,0
Nick Williams,ATL,WR,1,3,30,10.0,30.0,0,4,7.5,0,0,0,0,0,0,0
Luke Stocker,TEN/TB,TE,12,4,30,7.5,2.5,1,5,6.0,0,0,0,0,0,0,0
Isaiah McKenzie,DEN,WR,11,4,29,7.3,2.6,0,13,2.2,0,0,0,0,0,6,2
Matt Dayes,CLE,RB,16,4,29,7.3,1.8,0,5,5.8,0,0,0,0,0,0,0
Patrick DiMarco,BUF,FB,16,7,28,4.0,1.8,0,10,2.8,0,0,0,0,0,0,0
De'Veon Smith,MIA,RB,5,3,27,9.0,5.4,0,3,9.0,0,0,0,0,0,0,0
Jordan Leslie,CLE,WR,2,1,26,26.0,13.0,0,1,26.0,1,0,0,0,0,0,0
Darrell Daniels,IND,TE,12,3,26,8.7,2.2,0,13,2.0,0,0,0,0,0,0,0
Keith Smith,DAL,FB,16,5,26,5.2,1.6,0,5,5.2,0,0,0,0,0,0,0
Branden Oliver,LAC,RB,8,6,26,4.3,3.3,0,11,2.4,0,0,0,0,0,0,0
Chris Matthews,BAL,WR,6,3,25,8.3,4.2,0,6,4.2,0,0,0,0,0,0,0
Antony Auclair,TB,TE,8,2,25,12.5,3.1,0,2,12.5,0,0,0,0,0,0,0
Geoff Swaim,DAL,TE,15,2,25,12.5,1.7,0,2,12.5,0,0,0,0,0,0,0
DeAndrew White,HOU,WR,2,1,24,24.0,12.0,0,7,3.4,1,0,0,0,0,1,0
Terrance West,BAL,RB,5,2,23,11.5,4.6,0,4,5.8,0,0,0,0,0,1,1
Justin Hunter,PIT,WR,7,4,23,5.8,3.3,1,10,2.3,0,0,0,0,0,0,0
Griff Whalen,BAL,WR,2,4,23,5.8,11.5,0,6,3.8,0,0,0,0,0,0,0
Ryan Hewitt,CIN,TE,13,2,22,11.0,1.7,0,2,11.0,0,0,0,0,0,0,0
Aaron Jones,GB,RB,12,9,22,2.4,1.8,0,18,1.2,0,0,0,0,0,0,0
Bernard Reedy,TB,WR,9,2,21,10.5,2.3,0,2,10.5,0,0,0,0,0,1,0
Derrick Coleman,ATL,FB,16,2,20,10.0,1.3,0,7,2.9,0,0,0,0,0,0,0
Blake Bell,MIN,TE,13,3,19,6.3,1.5,0,4,4.8,0,0,0,0,0,0,0
Danny Vitale,CLE,FB,15,3,19,6.3,1.3,0,5,3.8,0,0,0,0,0,0,0
Jehu Chesson,KC,WR,12,2,18,9.0,1.5,0,4,4.5,0,0,0,0,0,0,0
Rob Kelley,WAS,RB,7,4,18,4.5,2.6,0,7,2.6,0,0,0,0,0,0,0
Jamal Agnew,DET,WR,13,2,18,9.0,1.4,0,2,9.0,0,0,0,0,0,3,0
JoJo Natson,NYJ,WR,7,2,18,9.0,2.6,0,5,3.6,0,0,0,0,0,1,0
Bobo Wilson,TB,WR,3,1,18,18.0,6.0,1,1,18.0,0,0,0,0,0,0,0
Bobby Rainey,BAL,RB,4,5,18,3.6,4.5,0,7,2.6,0,0,0,0,0,0,0
Chris Manhertz,CAR,TE,16,2,17,8.5,1.1,0,4,4.3,0,0,0,0,0,0,0
Allen Robinson,JAX,WR,1,1,17,17.0,17.0,0,1,17.0,0,0,0,0,0,0,0
Jeremy Hill,CIN,RB,7,4,16,4.0,2.3,0,5,3.2,0,0,0,0,0,1,0
Josh Ferguson,IND,RB,10,3,16,5.3,1.6,0,4,4.0,0,0,0,0,0,0,0
Cole Hikutini,SF,TE,4,2,15,7.5,3.8,0,3,5.0,0,0,0,0,0,0,0
Mike Gillislee,NE,RB,9,1,15,15.0,1.7,0,1,15.0,0,0,0,0,0,1,1
Tion Green,DET,RB,5,2,14,7.0,2.8,0,2,7.0,0,0,0,0,0,0,0
Dwayne Washington,DET,RB,5,2,14,7.0,2.8,0,2,7.0,0,0,0,0,0,0,0
Terron Ward,ATL,RB,14,3,14,4.7,1.0,0,3,4.7,0,0,0,0,0,1,1
Darius Powe,NYG,WR,1,2,13,6.5,13.0,0,4,3.3,0,0,0,0,0,0,0
Jeremy Sprinkle,WAS,TE,11,2,13,6.5,1.2,1,3,4.3,0,0,0,0,0,0,0
Patrick Ricard,BAL,FB,16,4,12,3.0,0.8,2,4,3.0,0,0,0,0,0,0,0
Kalif Raymond,NYG,WR,6,1,12,12.0,2.0,0,1,12.0,0,0,0,0,0,2,0
Arrelious Benn,JAX,WR,9,1,12,12.0,1.3,0,2,6.0,0,0,0,0,0,0,0
Andre Roberts,ATL,WR,16,1,12,12.0,0.8,0,4,3.0,0,0,0,0,0,4,1
Jeff Janis,GB,WR,16,2,12,6.0,0.8,0,5,2.4,0,0,0,0,0,0,0
Taiwan Jones,BUF,RB,8,1,11,11.0,1.4,0,2,5.5,0,0,0,0,0,0,0
Shelton Gibson,PHI,WR,5,2,11,5.5,2.2,0,3,3.7,0,0,0,0,0,0,0
Mack Brown,WAS,RB,3,1,11,11.0,3.7,0,1,11.0,0,0,0,0,0,0,0
Brett Hundley,GB,QB,11,1,10,10.0,0.9,0,1,10.0,0,0,0,0,0,4,2
MarQueis Gray,MIA,TE,16,1,10,10.0,0.6,0,3,3.3,0,0,0,0,0,0,0
Fitzgerald Toussaint,PIT,RB,6,2,9,4.5,1.5,0,3,3.0,0,0,0,0,0,0,0
Zach Line,NO,FB,12,2,8,4.0,0.7,1,5,1.6,0,0,0,0,0,0,0
Cobi Hamilton,HOU,WR,3,1,8,8.0,2.7,0,6,1.3,0,0,0,0,0,0,0
Harry Douglas,TEN,WR,2,1,8,8.0,4.0,0,3,2.7,0,0,0,0,0,0,0
Michael Burton,CHI,FB,16,2,8,4.0,0.5,0,4,2.0,0,0,0,0,0,0,0
Brandon Bolden,NE,RB,16,1,7,7.0,0.4,0,4,1.8,0,0,0,0,0,0,0
Marcus Murphy,BUF,RB,1,2,7,3.5,7.0,0,2,3.5,0,0,0,0,0,0,0
Kevin White,CHI,WR,1,2,6,3.0,6.0,0,4,1.5,0,0,0,0,0,0,0
Roosevelt Nix,PIT,FB,16,2,6,3.0,0.4,1,3,2.0,0,0,0,0,0,0,0
Eric Weems,TEN,WR,16,1,5,5.0,0.3,0,2,2.5,0,0,0,0,0,0,0
Larry Pinkard,JAX,WR,4,1,5,5.0,1.3,0,1,5.0,0,0,0,0,0,0,0
Garrett Griffin,NO,TE,3,1,4,4.0,1.3,0,1,4.0,0,0,0,0,0,0,0
Max McCaffrey,JAX,WR,5,1,4,4.0,0.8,0,1,4.0,0,0,0,0,0,0,0
Joe Kerridge,GB,FB,4,1,3,3.0,0.8,0,1,3.0,0,0,0,0,0,0,0
Ryan Malleck,HOU,TE,2,1,3,3.0,1.5,0,1,3.0,0,0,0,0,0,0,0
Charone Peake,NYJ,WR,3,1,3,3.0,1.0,0,1,3.0,0,0,0,0,0,0,0
Senorise Perry,MIA,RB,16,1,3,3.0,0.2,0,1,3.0,0,0,0,0,0,0,0
Cameron Artis-Payne,CAR,RB,13,1,2,2.0,0.2,0,1,2.0,0,0,0,0,0,0,0
Jeff Cumberland,LAC,TE,7,2,2,1.0,0.3,0,3,0.7,0,0,0,0,0,0,0
Leonard Wester,TB,OT,8,1,2,2.0,0.3,1,1,2.0,0,0,0,0,0,0,0
Lance Dunbar,LAR,RB,4,1,1,1.0,0.3,0,3,0.3,0,0,0,0,0,0,0
Nick Bellore,DET,FB,13,1,1,1.0,0.1,1,1,1.0,0,0,0,0,0,0,0
Matt Hazel,IND,WR,4,1,1,1.0,0.3,0,1,1.0,0,0,0,0,0,0,0
Devante Mays,GB,RB,8,3,0,0.0,0.0,0,3,0.0,0,0,0,0,0,2,1
Brian Mihalik,DET,OT,15,1,-4,-4.0,-0.3,0,1,-4.0,0,0,0,0,0,0,0
Kevin Zeitler,CLE,OG,16,1,-4,-4.0,-0.3,0,1,-4.0,0,0,0,0,0,0,0
Jimmy Garoppolo,SF,QB,6,1,-6,-6.0,-1.0,0,1,-6.0,0,0,0,0,0,1,0
