,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Cole Hikutini,SF,TE,4,3,2,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Gillislee,NE,RB,9,1,1,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tion Green,DET,RB,5,2,2,14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dwayne Washington,DET,RB,5,2,2,14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Terron Ward,ATL,RB,14,3,3,14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darius Powe,NYG,WR,1,4,2,13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeremy Sprinkle,WAS,TE,11,3,2,13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Patrick Ricard,BAL,FB,16,4,4,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kalif Raymond,NYG,WR,6,1,1,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeff Janis,GB,WR,16,5,2,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Luke Stocker,TEN,TE,3,2,1,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andre Roberts,ATL,WR,16,4,1,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Arrelious Benn,JAX,WR,9,2,1,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Taiwan Jones,BUF,RB,8,2,1,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mack Brown,WAS,RB,3,1,1,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Shelton Gibson,PHI,WR,5,3,2,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brett Hundley,GB,QB,11,1,1,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
MarQueis Gray,MIA,TE,16,3,1,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Fitzgerald Toussaint,PIT,RB,6,3,2,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dontrelle Inman,LAC,WR,4,4,2,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Harry Douglas,TEN,WR,2,3,1,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Zach Line,NO,FB,12,5,2,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cobi Hamilton,HOU,WR,3,6,1,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Michael Burton,CHI,FB,16,4,2,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marcus Murphy,BUF,RB,1,2,2,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Bolden,NE,RB,16,4,1,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kevin White,CHI,WR,1,4,2,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Roosevelt Nix,PIT,FB,16,3,2,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Eric Weems,TEN,WR,16,2,1,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Larry Pinkard,JAX,WR,4,1,1,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Garrett Griffin,NO,TE,3,1,1,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Max McCaffrey,JAX,WR,5,1,1,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Adrian Peterson,NO,RB,4,3,2,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Senorise Perry,MIA,RB,16,1,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ryan Malleck,HOU,TE,2,1,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Charone Peake,NYJ,WR,3,1,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Joe Kerridge,GB,FB,4,1,1,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Leonard Wester,TB,OT,8,1,1,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cameron Artis-Payne,CAR,RB,13,1,1,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeff Cumberland,LAC,TE,7,3,2,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lance Dunbar,LAR,RB,4,3,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Nick Bellore,DET,FB,13,1,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matt Hazel,IND,WR,4,1,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
David Fluellen,TEN,RB,16,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Zach Zenner,DET,RB,8,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Shaq Thompson,CAR,LB,14,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Logan Paulsen,SF,TE,14,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Spiller,KC,RB,1,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
K.J. Brent,IND,WR,5,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ed Eagan,NYG,WR,4,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
John Ross,CIN,WR,3,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marquis Bundy,NYG,WR,1,3,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
James Conner,PIT,RB,14,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cody Core,CIN,WR,13,4,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Hunter Sharp,DEN,WR,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cameron Erving,KC,OT,13,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ty Sambrailo,ATL,OT,15,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jalston Fowler,TEN,FB,10,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Vince Mayle,BAL,TE,16,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Gabe Holmes,ARI,TE,2,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matt LaCosse,NYG,TE,3,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Adoree' Jackson,TEN,CB,16,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Isaac Whitney,OAK,WR,2,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cethan Carter,CIN,TE,16,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Devante Mays,GB,RB,8,3,3,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marquez Williams,CLE,FB,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Stacy Coley,MIN,WR,4,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brian Mihalik,DET,OT,15,1,1,-4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kevin Zeitler,CLE,OG,16,1,1,-4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jimmy Garoppolo,SF,QB,6,1,1,-6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
