,,,,Defensive Stats,,,,,,,,,
Name,Team,Pos,G,DEF SNAPS,SOLO,AST,TOT TCKL,SACK,FUM Forced,FUM Rec,INT,TD,PASS DEF
Tim Jernigan,PHI,DE,10,281,7.0,3,10,2.0,0,0,0,0,0
Matthew Slater,NE,WR,16,2,7.0,3,10,0.0,0,1,0,0,0
Mike Daniels,DET,DT,9,207,6.0,4,10,1.0,0,0,0,0,0
Akiem Hicks,CHI,DE,5,196,10.0,0,10,1.0,0,1,0,0,0
Jatavis Brown,LAC,LB,13,94,8.0,2,10,0.0,0,1,0,0,0
Jamal Carter,ATL,S,11,104,5.0,5,10,0.0,0,0,0,0,1
Mark Nzeocha,SF,LB,16,29,8.0,2,10,0.0,0,0,1,0,1
Sheldon Rankins,NO,DT,10,329,7.0,3,10,2.0,0,0,0,0,0
Kingsley Keke,GB,DE,14,94,3.0,7,10,0.0,0,0,0,0,0
Dallin Leavitt,OAK,S,15,32,6.0,4,10,0.0,0,0,0,0,0
Chris Board,BAL,LB,15,66,6.0,4,10,0.0,1,0,0,0,0
Matthew Adams,IND,LB,16,104,8.0,2,10,0.0,0,0,0,0,0
Dane Cruikshank,TEN,S,16,35,6.0,4,10,0.0,0,0,0,0,0
Chris Odom,WAS,LB,4,48,9.0,1,10,2.0,1,0,0,0,0
Patrick Ricard,BAL,FB,16,146,8.0,1,9,1.0,1,0,0,0,1
Jamal Agnew,DET,WR,13,21,7.0,2,9,0.0,1,0,0,0,0
Jullian Taylor,SF,DT,6,103,7.0,2,9,0.0,0,1,0,0,1
Tavierre Thomas,CLE,CB,16,1,4.0,5,9,0.0,0,0,0,0,0
Kareem Orr,TEN,CB,2,48,8.0,1,9,0.0,0,0,0,0,0
Anthony Rush,PHI,DT,9,152,6.0,3,9,0.0,0,0,0,0,2
Shilique Calhoun,NE,LB,15,273,6.0,3,9,0.0,1,0,0,0,0
Rakeem Nunez-Roches,TB,DE,16,301,5.0,4,9,0.0,0,1,0,0,0
Hassan Ridgeway,PHI,DT,7,253,5.0,4,9,2.0,0,0,0,0,0
Colin Jones,CAR,S,16,14,7.0,2,9,0.0,0,0,0,0,0
Darian Stewart,TB,S,13,171,6.0,3,9,0.0,0,0,0,0,1
Albert McClellan,NYJ,LB,5,28,5.0,4,9,0.0,0,0,0,0,0
C.J. Goodwin,DAL,CB,16,21,7.0,2,9,0.0,0,0,0,0,0
Adarius Taylor,CLE,LB,15,54,4.0,5,9,0.0,0,0,0,0,0
C.J. Mosley,NYJ,LB,2,116,4.0,5,9,0.0,0,1,1,1,2
Daniel McCullers,PIT,DT,16,132,3.0,5,8,0.0,0,0,0,0,1
Brooks Reed,ARI,LB,9,79,4.0,4,8,1.0,0,0,0,0,0
Kyle Love,CAR,DT,15,422,5.0,3,8,0.0,0,0,0,0,1
Clinton McDonald,ARI,DT,9,126,2.0,6,8,0.0,0,0,0,0,0
Julian Stanford,BUF,LB,16,57,6.0,2,8,0.0,0,1,0,0,0
Neiko Thorpe,SEA,CB,7,24,6.0,2,8,0.0,0,0,0,0,0
Cre'von LeBlanc,PHI,CB,4,82,7.0,1,8,0.0,0,0,0,0,2
Treyvon Hester,WAS,DT,15,112,2.0,6,8,1.0,0,1,0,0,0
Eddie Vanderdoes,HOU,DT,3,78,5.0,3,8,0.0,0,0,0,0,0
Mario Edwards,NO,DE,14,299,6.0,2,8,3.0,1,0,0,0,0
Olsen Pierre,NYG,DE,9,177,7.0,1,8,2.0,0,0,0,0,0
Xavier Williams,KC,DT,5,120,7.0,1,8,0.0,1,0,0,0,0
Artie Burns,PIT,CB,10,66,5.0,3,8,0.0,0,0,0,0,0
Deon Bush,CHI,S,15,59,8.0,0,8,0.0,0,0,0,0,2
Jonathan Harris,DEN/CHI,DE,5,78,4.0,4,8,0.0,0,0,0,0,0
Isaiah Mack,TEN,DT,13,171,4.0,4,8,1.5,0,1,0,0,0
Nick Scott,LAR,S,16,15,6.0,2,8,0.0,0,0,0,0,0
Cameron Smith,MIN,LB,5,33,4.0,4,8,0.0,0,0,0,0,0
Austin Bryant,DET,DE,4,133,2.0,6,8,0.0,0,0,0,0,0
Ben Burr-Kirven,SEA,LB,16,4,3.0,5,8,0.0,1,0,0,0,0
Simeon Thomas,WAS,CB,12,62,5.0,3,8,0.0,0,0,0,0,0
Taylor Stallworth,NO,DT,4,93,5.0,3,8,0.0,0,0,0,0,0
Anthony Nelson,TB,LB,9,155,1.0,7,8,0.0,1,0,0,0,1
Montre Hartage,MIA,S,4,98,6.0,2,8,0.0,0,0,0,0,1
Renell Wren,CIN,DT,11,157,4.0,4,8,0.0,0,0,0,0,0
Devaroe Lawrence,CLE,DT,11,222,4.0,4,8,0.0,0,1,1,0,1
Joseph Jones,DEN,LB,12,5,5.0,3,8,0.0,0,0,0,0,0
Olasunkanmi Adeniyi,PIT,LB,16,64,5.0,3,8,0.0,2,0,0,0,0
Dorian O'Daniel,KC,LB,14,5,5.0,3,8,0.0,0,1,0,0,0
Ogbonnia Okoronkwo,LAR,LB,10,117,3.0,4,7,1.5,0,0,0,0,0
Eli Ankou,CLE,DT,9,180,5.0,2,7,0.0,0,0,0,0,0
Calvin Munson,MIA,LB,2,76,5.0,2,7,0.0,0,0,0,0,0
Breon Borders,WAS/JAX,CB,12,100,6.0,1,7,0.0,0,1,0,0,0
Elijah Lee,SF,LB,8,41,3.0,4,7,0.0,0,0,0,0,0
Raven Greene,GB,S,2,71,6.0,1,7,0.0,0,0,0,0,1
Sean Chandler,NYG,S,13,32,3.0,4,7,0.0,0,1,0,0,0
Ezekiel Turner,ARI,LB,12,4,5.0,2,7,0.0,0,0,0,0,0
Corey Thompson,BUF,LB,12,57,4.0,3,7,0.0,0,0,0,0,0
E.J. Speed,IND,LB,12,33,4.0,3,7,0.0,0,0,0,0,0
C.J. Moore,DET,S,16,79,5.0,2,7,0.0,0,0,0,0,0
Justin Phillips,OAK,LB,4,14,4.0,3,7,0.0,0,0,0,0,0
J.T. Hassell,CLE,S,4,16,5.0,2,7,0.0,0,0,0,0,0
Tae Hayes,MIA,CB,2,107,4.0,3,7,0.0,0,0,0,0,2
Shakial Taylor,IND,CB,5,62,6.0,1,7,0.0,0,0,0,0,1
Jordan Kunaszyk,CAR,LB,9,7,3.0,4,7,0.0,0,0,0,0,0
Jordan Lucas,KC,S,14,41,3.0,4,7,0.0,0,0,0,0,1
D.J. Alexander,JAX,LB,5,33,5.0,2,7,0.0,0,0,0,0,0
Jihad Ward,BAL/IND,LB,14,404,3.0,4,7,1.0,0,2,0,0,1
Tanzel Smart,LAR,DT,13,174,2.0,5,7,0.0,0,0,0,0,0
Jordan Willis,NYJ,LB,9,166,4.0,3,7,1.0,1,0,0,0,0
Alex Anzalone,NO,LB,2,49,7.0,0,7,1.0,0,0,0,0,0
Tanner Vallejo,ARI,LB,2,29,7.0,0,7,1.0,1,0,0,0,0
Ryan Glasgow,CIN,DT,5,122,1.0,6,7,0.0,0,0,0,0,0
Orlando Scandrick,PHI,CB,3,84,6.0,1,7,2.0,2,1,0,1,0
Dominique Rodgers-Cromartie,WAS,CB,2,63,5.0,2,7,0.0,0,0,0,0,0
Ameer Abdullah,MIN,RB,16,1,6.0,1,7,0.0,0,0,0,0,0
Rontez Miles,NYJ,S,7,21,3.0,4,7,0.0,0,0,0,0,0
Kayvon Webster,WAS,CB,2,97,7.0,0,7,0.0,0,0,0,0,2
Barkevious Mingo,HOU,LB,16,72,5.0,1,6,0.0,0,0,0,0,0
Manti Te'o,NO,LB,3,34,4.0,2,6,0.0,0,0,0,0,0
Brynden Trawick,BAL,S,6,12,5.0,1,6,0.0,0,0,0,0,0
LaRoy Reynolds,CIN,LB,15,44,5.0,1,6,0.0,0,0,0,0,1
Justin Ellis,BAL,DE,4,62,2.0,4,6,0.0,0,0,0,0,0
Kareem Martin,NYG,LB,5,50,3.0,3,6,0.0,0,0,0,0,0
Aaron Lynch,CHI,DE,16,249,4.0,2,6,2.0,0,0,0,0,2
Terrell McClain,OAK/KC,DT,5,61,2.0,4,6,0.0,0,0,0,0,0
Johnson Bademosi,MIA/NO,CB,10,31,5.0,1,6,0.0,0,0,0,0,0
Kyle Wilber,OAK,LB,14,67,5.0,1,6,0.0,0,0,0,0,2
Matthias Farley,NYJ,S,13,4,5.0,1,6,0.0,0,0,0,0,0
Trevon Coley,IND,DT,7,68,3.0,3,6,0.0,0,0,0,0,0
Rudy Ford,PHI,S,10,16,3.0,3,6,0.0,0,0,0,0,0
Hardy Nickerson,CIN,LB,7,46,5.0,1,6,0.0,0,0,0,0,0
Vincent Taylor,BUF,DT,3,48,6.0,0,6,0.0,0,0,0,0,1
Anthony Zettel,CIN/SF,DE,5,104,3.0,3,6,0.0,0,0,0,0,0
Ken Crawley,MIA,CB,4,148,6.0,0,6,0.0,0,0,0,0,0
Deandre Houston-Carson,CHI,S,16,3,3.0,3,6,0.0,0,0,0,0,0
Marcus Epps,PHI/MIN,S,15,112,5.0,1,6,0.0,0,0,0,0,0
Frank Herron,DET,DE,3,103,1.0,5,6,0.0,0,0,0,0,0
Tae Davis,NYG,LB,4,60,3.0,3,6,0.0,0,0,0,0,0
Parry Nickerson,JAX,CB,4,38,4.0,2,6,0.0,0,0,0,0,0
Derick Roberson,TEN,LB,3,29,5.0,1,6,3.0,0,0,0,0,0
Josiah Tauaefa,NYG,LB,12,23,5.0,1,6,0.0,1,0,0,0,0
Jermaine Grace,ATL,LB,12,6,2.0,4,6,0.0,0,0,0,0,0
Patrick O'Connor,TB,LB,8,27,4.0,2,6,0.0,0,0,0,0,0
DeShon Elliott,BAL,S,6,42,6.0,0,6,0.0,0,0,0,0,1
Josh Kalu,TEN,S,8,39,6.0,0,6,0.0,0,0,0,0,1
Genard Avery,CLE/PHI,DE,10,38,3.0,3,6,0.5,0,0,0,0,0
Da'Shawn Hand,DET,DE,3,113,4.0,2,6,0.0,0,0,0,0,1
Kemoko Turay,IND,DE,4,84,2.0,3,5,1.5,1,0,0,0,0
Tyquan Lewis,IND,DT,9,228,3.0,2,5,0.0,0,0,0,0,0
Shaquem Griffin,SEA,LB,16,97,3.0,2,5,0.0,0,0,0,0,0
Darius Phillips,CIN,CB,8,109,4.0,1,5,0.0,0,0,4,0,7
Andre Smith,CAR,LB,16,25,5.0,0,5,0.0,0,0,0,0,0
Trysten Hill,DAL,DT,7,121,4.0,1,5,0.0,0,0,0,0,0
Johnathan Abram,OAK,S,1,49,1.0,4,5,0.0,0,0,0,0,1
Michael Dogbe,ARI,DE,8,84,3.0,2,5,0.0,0,0,0,0,0
Cortez Broughton,LAC,DT,2,21,4.0,1,5,0.0,0,0,0,0,0
Joejuan Williams,NE,S,9,82,4.0,1,5,0.0,0,0,0,0,1
Brandon Watson,JAX,CB,8,2,4.0,1,5,0.0,0,0,0,0,0
Kevin Strong,DET,DT,8,175,3.0,2,5,0.0,0,0,0,0,1
Kyron Brown,NYJ,CB,3,53,5.0,0,5,0.0,0,0,0,0,0
Sean Davis,PIT,S,1,55,5.0,0,5,0.0,0,0,0,0,0
Kavon Frazier,DAL,S,4,18,3.0,2,5,0.0,0,0,0,0,0
Jordan Richards,BAL,S,9,1,4.0,1,5,0.0,0,1,0,1,0
Justin Zimmer,CLE,DT,2,30,2.0,3,5,0.0,0,0,0,0,0
Chris Milton,TEN,CB,6,3,4.0,1,5,0.0,0,0,0,0,0
Kyle Peko,BUF/DEN,DT,6,94,1.0,4,5,0.0,0,0,0,0,0
Dion Jordan,OAK,DE,7,176,5.0,0,5,2.0,0,0,0,0,1
Damontre Moore,SF,DE,2,57,2.0,3,5,0.0,1,0,0,0,0
Malcolm Smith,DAL,LB,2,83,4.0,1,5,0.0,1,0,0,0,0
Bennett Jackson,BAL,S,4,27,2.0,3,5,0.0,0,0,0,0,0
Sylvester Williams,LAC,DT,5,66,2.0,3,5,0.0,0,0,0,0,1
Lerentee McCray,JAX,DE,9,62,3.0,2,5,0.0,0,0,0,0,0
Johnathan Cyprien,ATL/PHI,S,5,39,2.0,2,4,0.0,0,0,0,0,0
Kawann Short,CAR,DT,2,80,4.0,0,4,0.0,0,0,0,0,0
Wes Horton,CAR,DE,6,118,2.0,2,4,0.0,0,0,0,0,0
Kenny Ladler,WAS,S,1,69,4.0,0,4,0.0,0,0,0,0,0
Caraun Reid,ARI,DT,3,136,1.0,3,4,0.0,0,0,0,0,0
Jayrone Elliott,PIT,LB,5,22,4.0,0,4,0.0,0,0,0,0,0
Nathan Stupar,NYG,LB,3,39,2.0,2,4,0.0,0,0,0,0,0
Cameron Wake,TEN,LB,9,198,3.0,1,4,2.5,0,0,0,0,1
Sharrod Neasman,ATL,S,15,9,2.0,2,4,0.0,0,1,0,0,0
Deon Lacey,MIA,LB,16,3,3.0,1,4,0.0,0,0,0,0,0
C.J. Ham,MIN,FB,16,1,4.0,0,4,0.0,0,0,0,0,0
Cyrus Jones,BAL,CB,8,11,3.0,1,4,0.0,0,0,0,0,0
Miles Brown,ARI,DT,9,124,2.0,2,4,0.0,0,0,0,0,0
Bryan Mone,SEA,DT,4,89,0.0,4,4,0.0,0,0,0,0,0
Jordan Miller,ATL,CB,10,25,3.0,1,4,0.0,0,1,0,0,0
Ty Summers,GB,LB,16,20,2.0,2,4,0.0,0,0,0,0,0
Emeke Egbule,LAC,LB,15,21,4.0,0,4,0.0,0,0,0,0,0
Demone Harris,KC,DE,4,80,4.0,0,4,0.0,0,0,0,0,0
Abdullah Anderson,CHI,DE,6,108,3.0,1,4,1.0,0,0,0,0,0
Cornell Armstrong,HOU,CB,5,53,3.0,1,4,0.0,0,0,0,0,0
Daniel Ekuale,CLE,DT,7,115,3.0,1,4,0.0,0,0,0,0,0
Mike Boone,MIN,RB,16,1,3.0,1,4,0.0,0,0,0,0,0
Jonathan Ledbetter,MIA,DE,1,51,1.0,3,4,0.5,0,0,0,0,0
Dontavius Russell,JAX,DT,3,48,3.0,1,4,0.0,0,0,0,0,0
Joe Jackson,DAL,DE,5,84,2.0,2,4,0.0,0,0,0,0,1
Arden Key,OAK,DE,7,186,3.0,1,4,2.0,0,0,0,0,0
Kentavius Street,SF,DT,3,38,4.0,0,4,0.0,0,0,0,0,0
Joel Iyiegbuniwe,CHI,LB,15,3,3.0,1,4,0.0,0,0,0,0,0
Jalyn Holmes,MIN,DT,6,73,2.0,2,4,0.0,0,0,0,0,0
Kylie Fitts,ARI,LB,3,37,2.0,2,4,0.0,0,0,0,0,0
Linden Stephens,MIA,CB,3,31,3.0,0,3,0.0,0,0,0,0,0
Natrell Jamerson,CAR,S,5,2,3.0,0,3,0.0,0,0,0,0,0
Rashaan Gaulden,CAR,S,9,19,2.0,1,3,0.0,0,0,0,0,0
Harrison Phillips,BUF,DT,3,78,1.0,2,3,0.5,0,0,0,0,2
Cole Luke,CAR,CB,8,16,3.0,0,3,0.0,0,0,0,0,0
Joe Giles-Harris,JAX,LB,5,4,2.0,1,3,0.0,0,0,0,0,0
Christian Miller,CAR,DE,7,91,2.0,1,3,2.0,0,0,0,0,0
Isaiah Buggs,PIT,DE,9,75,2.0,1,3,0.0,0,0,0,0,0
L.J. Collier,SEA,DE,11,155,2.0,1,3,0.0,0,0,0,0,0
Mazzi Wilkins,TB,CB,5,14,3.0,0,3,0.0,0,0,0,0,0
Robert Jackson,CLE,CB,6,1,3.0,0,3,0.0,0,0,0,0,0
Albert Huggins,PHI,DT,4,44,0.0,3,3,0.0,0,0,0,0,0
Tuzar Skipper,NYG,LB,6,40,1.0,2,3,0.5,0,1,0,0,0
Bronson Kaufusi,NYJ,TE,3,72,2.0,1,3,0.5,0,0,0,0,0
Devante Bond,TB,LB,4,32,3.0,0,3,0.0,0,0,0,0,0
James Vaughters,CHI,LB,3,26,3.0,0,3,0.0,0,0,0,0,0
Brandin Bryant,CLE,DE,4,42,2.0,1,3,0.0,0,0,0,0,0
Noah Spence,WAS,DE,7,73,1.0,2,3,1.0,0,0,0,0,0
Mike Adams,HOU,S,6,69,2.0,1,3,0.0,0,0,0,0,0
Sam Acho,TB,LB,8,39,2.0,1,3,1.0,1,0,0,0,0
Kurt Coleman,BUF,S,14,70,3.0,0,3,0.0,0,0,0,0,0
Tank Carradine,MIA,DE,1,31,1.0,2,3,0.0,0,0,0,0,0
Tyrone Crawford,DAL,DT,4,90,1.0,2,3,1.0,0,0,0,0,0
Kerry Wynn,CIN,DE,2,11,0.0,3,3,0.0,0,0,0,0,0
Dontae Johnson,SF,CB,7,20,3.0,0,3,0.0,0,0,0,0,0
Antone Exum,SF,S,7,15,1.0,1,2,0.0,0,0,0,0,0
Stacy McGee,CAR,DT,4,93,0.0,2,2,0.5,0,0,0,0,0
Marcus Gilchrist,JAX,S,3,56,2.0,0,2,0.0,0,0,0,0,0
Mitchell Loewen,NO,DE,1,11,2.0,0,2,0.0,0,0,0,0,0
Tim Williams,BAL,LB,4,79,2.0,0,2,0.0,0,0,0,0,0
Josh Jones,DAL,S,6,8,1.0,1,2,0.0,0,0,0,0,0
Torry McTyer,CIN,CB,5,10,2.0,0,2,0.0,0,0,0,0,0
T.Y. McGill,LAC,DT,3,21,0.0,2,2,0.0,0,0,0,0,0
T.J. Green,NO,S,1,10,2.0,0,2,0.0,0,0,0,0,0
Alex Brown,KC,CB,3,9,2.0,0,2,0.0,0,0,0,0,0
Nate Meadors,MIN,CB,2,13,2.0,0,2,0.0,0,0,0,0,0
Donovan Wilson,DAL,S,11,16,1.0,1,2,0.0,0,0,0,0,0
Natrez Patrick,LAR,LB,12,16,2.0,0,2,0.0,0,0,0,0,0
Xavier Crawford,MIA/HOU,CB,5,8,1.0,1,2,0.0,0,0,0,0,0
Chris Covington,DAL,LB,3,27,2.0,0,2,0.0,0,0,0,0,0
Matt Dickerson,TEN,DE,5,54,1.0,1,2,0.0,0,0,0,0,0
Gerald Willis,MIA,DT,2,19,0.0,2,2,0.0,0,0,0,0,0
Nasir Adderley,LAC,S,4,10,2.0,0,2,0.0,0,0,0,0,0
Byron Cowart,NE,DT,5,46,1.0,1,2,0.0,0,0,0,0,0
Isaiah Johnson,OAK,CB,5,15,1.0,1,2,0.0,0,0,0,0,1
Joey Ivie,KC/TEN,DE,8,116,0.0,2,2,0.0,0,0,0,0,0
Greg Mabin,CIN,CB,9,20,2.0,0,2,0.0,0,0,0,0,1
Jeremiah Valoaga,SF,DE,4,44,2.0,0,2,0.0,0,0,0,0,1
Tyler Conklin,MIN,TE,15,1,2.0,0,2,0.0,0,0,0,0,0
Trayvon Henderson,CIN,S,4,3,0.0,1,1,0.0,0,0,0,0,0
Maurice Smith,WAS,S,2,8,1.0,0,1,0.0,0,0,0,0,0
Jack Cichy,TB,LB,4,1,0.0,1,1,0.0,0,0,0,0,0
Hercules Mata'afa,MIN,DE,6,103,1.0,0,1,0.0,0,1,0,0,1
Iman Marshall,BAL,CB,3,4,1.0,0,1,0.0,0,0,0,0,0
Saquan Hampton,NO,S,5,34,1.0,0,1,0.0,0,0,0,0,0
Kevin Givens,SF,DT,1,10,1.0,0,1,0.0,0,0,0,0,0
Jonathan Wynn,DET,DE,1,7,0.0,1,1,0.0,0,0,0,0,0
Robert McCray,CLE,LB,1,25,1.0,0,1,0.0,0,0,0,0,0
James Crawford,MIA,LB,3,17,0.0,1,1,0.0,0,0,0,0,0
Austin Larkin,ATL,DE,2,10,1.0,0,1,0.0,0,0,0,0,0
Anthony Pittman,DET,LB,1,17,0.0,1,1,0.0,0,0,0,0,0
Ryan Bee,WAS,DE,1,3,0.0,1,1,0.0,0,0,0,0,0
Ahmad Gooden,DEN,LB,3,25,1.0,0,1,0.0,0,0,0,0,0
Deyon Sizer,DEN,DE,1,5,0.0,1,1,0.0,0,0,0,0,0
Jesse Davis,MIA,OT,15,12,1.0,0,1,0.0,0,0,0,0,0
Stephone Anthony,NO,LB,12,27,0.0,1,1,0.0,0,0,0,0,0
Shalom Luani,LAC,S,3,1,0.0,1,1,0.0,0,0,0,0,0
Mack Hollins,MIA,WR,4,1,0.0,1,1,0.0,0,0,0,0,0
Chris Smith,CLE,DE,9,147,0.0,1,1,0.0,0,0,0,0,1
Carl Davis,IND/JAX,DT,3,46,1.0,0,1,0.0,0,0,0,0,0
Justin McCray,CLE,C,15,50,0.0,0,0,0.0,0,0,0,0,0
Jamie Meder,DET,DT,1,12,0.0,0,0,0.0,0,0,0,0,0
Jason Verrett,SF,CB,1,4,0.0,0,0,0.0,0,0,0,0,0
Malik Jackson,PHI,DT,1,34,0.0,0,0,0.0,0,0,0,0,0
Marcus Sherels,MIN,CB,3,1,0.0,0,0,0.0,0,0,0,0,0
Isaiah McKenzie,BUF,WR,15,3,0.0,0,0,0.0,0,0,0,0,0
Dan Skipper,DET,OT,3,1,0.0,0,0,0.0,0,0,0,0,0
Pete Robertson,ARI,LB,2,7,0.0,0,0,0.0,0,0,0,0,0
Fadol Brown,GB,DE,4,18,0.0,0,0,0.0,0,0,0,0,0
Caleb Brantley,WAS,DT,1,8,0.0,0,0,0.0,0,0,0,0,0
Robert Nkemdiche,MIA,DE,2,18,0.0,0,0,0.0,0,0,0,0,0
Doug Middleton,MIA,S,1,16,0.0,0,0,0.0,0,0,0,0,0
Carroll Phillips,WAS,LB,1,16,0.0,0,0,0.0,0,0,0,0,0
Joel Heath,HOU,DE,2,36,0.0,0,0,0.0,0,0,0,0,0
Freedom Akinmoladun,CIN,DT,2,2,0.0,0,0,0.0,0,0,0,0,0
Noah Dawkins,TB,LB,10,4,0.0,0,0,0.0,0,0,0,0,0
Jake Gervase,LAR,S,2,13,0.0,0,0,0.0,0,0,0,0,0
Steven Sims,WAS,WR,16,1,0.0,0,0,0.0,0,0,0,0,0
Duke Shelley,CHI,CB,9,8,0.0,0,0,0.0,0,0,0,0,0
Kahzin Daniels,TB,LB,2,3,0.0,0,0,0.0,0,0,0,0,0
Donovan Olumba,DAL,CB,1,32,0.0,0,0,0.0,0,0,0,0,0
Bruce Hector,PHI,DT,3,53,0.0,0,0,0.0,0,0,0,0,0
Chad Beebe,MIN,WR,3,1,0.0,0,0,0.0,0,0,0,0,0
Daylon Mack,BAL,DT,1,9,0.0,0,0,0.0,0,0,0,0,0
Chris Peace,NYG,LB,4,2,0.0,0,0,0.0,0,0,0,0,0
Mark Fields,MIN,CB,1,6,0.0,0,0,0.0,0,0,0,0,0
Ka'dar Hollman,GB,CB,4,4,0.0,0,0,0.0,0,0,0,0,0
Nick Nelson,OAK,CB,2,1,0.0,0,0,0.0,0,0,0,0,0
Nigel Harris,TEN,LB,1,2,0.0,0,0,0.0,0,0,0,0,0
Greg Stroman,WAS,CB,1,2,0.0,0,0,0.0,0,0,0,0,0
Deadrin Senat,ATL,DT,2,20,0.0,0,0,0.0,0,0,0,0,0
Deante Burton,DAL,CB,3,3,0.0,0,0,0.0,0,0,0,0,0
Dee Delaney,WAS,CB,1,2,0.0,0,0,0.0,0,0,0,0,0
