,,Evaluation,,Measurements,,,,Time Drills,,,,,,Jumps,,,,,
Name,Team,Date,Title,Height,Weight,Arm,Hand,40 Yard,%,Shuttle,%,Cone,%,Vertical,%,Broad,%,Bench,%
Jacob Phillips,CLE,2020,Combine,6-3,229,32.38,10.00,4.66,59.3,4.33,43.8,7.38,11.1,39.0,92.2,126.0,89.6,,-
Kevin Pierre-Louis,WAS,,Combine,6-0,231,32.25,10.13,4.51,91.1,4.02,97.0,6.92,79.4,39.0,92.2,128.0,93.3,28.0,89.5
Jason Pierre-Paul,TB,2010,Combine,6-5,275,34.75,10.38,4.71,44.8,4.67,1.8,7.18,35.4,30.5,12.7,115.0,30.4,19.0,22.8
Michael Pinckney,FA,2020,Combine,5-11,235,32.38,10.00,,-,,-,,-,,-,,-,,-
Eric Pinkins,FA,2014,Pro Day,6-3,230,,,4.44,97.0,4.31,49.4,7.02,63.1,39.5,94.2,126.0,89.6,25.0,73.7
Jachai Polite,LAR,2019,Combine,6-3,258,32.63,9.75,4.84,14.1,,-,,-,32.0,25.9,,-,,-
Sean Porter,FA,,Combine,6-1,235,,,4.75,33.3,,-,,-,35.0,60.3,119.0,54.5,22.0,47.0
Keith Pough,FA,,Combine,6-3,225,,,4.87,10.3,4.47,18.0,7.28,20.0,33.0,37.3,118.0,47.7,17.0,13.2
Quinton Powell,FA,2017,Pro Day,6-2,300,,,4.75,33.3,,-,,-,,-,,-,,-
Ronald Powell,FA,,Combine,6-3,247,,,4.65,61.5,,-,,-,35.5,67.0,114.0,25.3,21.0,38.4
Germaine Pratt,CIN,2019,Combine,6-2,245,31.63,9.13,4.57,82.9,,-,,-,32.5,32.4,116.0,35.0,24.0,63.9
Ejuan Price,FA,2017,Pro Day,5-11,255,32.75,10.00,,-,4.68,1.2,6.98,70.8,,-,,-,,-
Jacob Pugh,FA,2018,Combine,6-4,246,34.38,10.13,4.65,61.5,,-,,-,38.5,89.5,122.0,74.5,,-
Hayes Pullard,FA,2015,Combine,6-0,240,,,4.78,26.4,4.39,31.7,7.07,54.8,31.0,16.3,110.0,8.4,19.0,22.8
Shaquille Quarterman,JAX,2020,Combine,6-0,234,31.63,9.13,4.74,36.5,,-,,-,31.0,16.3,120.0,61.0,23.0,55.0
Patrick Queen,BAL,2020,Combine,6-0,232,31.63,10.00,4.50,92.7,,-,,-,35.0,60.3,125.0,87.6,18.0,16.2
Robert Quinn,CHI,2011,Combine,6-4,257,34.00,10.13,4.62,70.6,4.40,28.7,7.13,43.4,34.0,51.6,116.0,35.0,22.0,47.0
Reggie Ragland,DET,2016,Combine,6-2,252,32.00,9.88,4.72,42.3,,-,4.28,99.7,31.5,21.4,116.0,35.0,,-
Shane Ray,FA,2015,Combine,6-3,245,,,4.68,54.0,,-,,-,,-,,-,21.0,38.4
Kevin Reddick,FA,,Combine,6-1,240,,,4.72,42.3,,-,,-,,-,113.0,18.4,23.0,55.0
Haason Reddick,ARI,2017,Combine,6-1,235,32.75,10.13,4.52,89.7,4.37,36.7,7.01,64.6,36.5,75.9,133.0,99.1,24.0,63.9
Brooks Reed,FA,,Combine,6-3,254,,,4.65,61.5,4.28,58.0,7.11,47.4,30.5,12.7,113.0,18.4,30.0,93.6
Jalen Reeves-Maybin,DET,2017,Pro Day,6-0,230,,,4.65,61.5,,-,7.39,10.8,35.5,67.0,,-,,-
Mike Reilly,FA,2009,Combine,6-4,240,,,4.79,23.8,4.11,92.6,,-,30.5,12.7,109.0,6.9,,-
Trevor Reilly,FA,2014,Combine,6-5,245,,,,-,4.67,1.8,,-,,-,,-,26.0,79.9
Jay Richardson,FA,2007,Combine,6-6,280,,,5.00,1.8,4.54,9.2,7.50,4.6,33.0,37.3,112.0,14.4,20.0,29.5
Shaquille Riddick,FA,,Pro Day,6-6,260,,,4.65,61.5,4.28,58.0,6.80,92.9,36.0,71.2,124.0,82.0,19.0,22.8
Duke Riley,PHI,2017,Pro Day,6-1,230,32.00,9.25,4.59,78.0,,-,,-,,-,,-,,-
Perry Riley,FA,,Combine,6-0,238,32.50,9.50,4.69,51.0,4.25,70.4,6.97,72.3,35.5,67.0,119.0,54.5,,-
Derek Rivers,NE,2017,Combine,6-5,250,32.75,9.38,4.61,73.4,4.40,28.7,6.94,76.6,35.0,60.3,123.0,78.7,30.0,93.6
Keenan Robinson,FA,,Combine,6-3,238,33.00,9.75,4.79,23.8,,-,,-,35.5,67.0,120.0,61.0,27.0,84.2
Lee Robinson,FA,2009,Combine,6-2,253,,,4.71,44.8,4.67,1.8,7.57,2.5,32.5,32.4,113.0,18.4,24.0,63.9
Edmond Robinson,ATL,2015,Combine,6-3,245,,,4.61,73.4,4.38,34.0,7.49,5.8,37.0,79.0,121.0,67.8,20.0,29.5
Ja'Von Rolland-Jones,FA,2018,Combine,6-1,245,32.75,10.13,4.88,8.9,,-,,-,,-,,-,23.0,55.0
Chapelle Russell,FA,2020,Combine,6-2,236,32.38,10.00,4.69,51.0,4.41,27.2,7.38,11.1,35.0,60.3,121.0,67.8,21.0,38.4
Jake Ryan,FA,2015,Combine,6-2,240,,,4.65,61.5,4.20,81.7,7.11,47.4,34.5,56.0,120.0,61.0,20.0,29.5
Etienne Sabino,FA,,Combine,6-2,247,,,4.75,33.3,,-,,-,,-,114.0,25.3,24.0,63.9
Christian Sam,FA,2018,Combine,6-2,240,31.50,10.00,4.75,33.3,4.25,70.4,7.03,61.5,32.0,25.9,114.0,25.3,28.0,89.5
Ricky Sapp,FA,2010,Combine,6-4,252,,,4.65,61.5,4.41,27.2,7.29,19.4,34.0,51.6,114.0,25.3,23.0,55.0
Tegray Scales,FA,2018,Combine,6-0,227,30.75,8.68,4.77,28.6,,-,,-,,-,,-,27.0,84.2
Joe Schobert,JAX,2016,Combine,6-1,245,31.50,9.75,4.76,31.0,4.30,53.6,7.11,47.4,33.5,45.3,111.0,11.1,22.0,47.0
O'Brien Schofield,FA,,Combine,6-3,242,32.38,9.50,4.63,69.6,,-,,-,,-,,-,,-
asgndioam sfdjaoidgsjpa,FA,2017,Pro Day,6-1,228,,,4.75,33.3,,-,7.25,23.7,36.0,71.2,120.0,61.0,24.0,63.9
Darryl Sharpton,FA,2010,Combine,5-11,235,,,4.81,20.2,4.42,25.7,7.19,33.5,,-,,-,24.0,63.9
Ryan Shazier,FA,2014,Combine,6-1,230,,,4.58,80.0,4.21,80.2,6.91,81.2,42.0,98.9,130.0,95.8,25.0,73.7
Prince Shembo,FA,2014,Combine,6-2,254,,,4.71,44.8,4.31,49.4,7.29,19.4,38.5,89.5,122.0,74.5,26.0,79.9
Kelvin Sheppard,FA,,Combine,6-2,249,,,4.70,47.8,4.28,58.0,,-,33.5,45.3,110.0,8.4,22.0,47.0
Garrett Sickels,FA,2017,Combine,6-4,254,32.13,9.50,4.90,6.7,4.41,27.2,7.21,28.3,28.0,2.0,105.0,2.2,20.0,29.5
Lawrence Sidbury,FA,,Combine,6-3,265,,,4.53,88.3,4.43,24.0,7.46,7.4,35.0,60.3,120.0,61.0,28.0,89.5
Isaiah Simmons,ARI,2020,Combine,6-4,238,33.38,9.63,4.39,99.4,,-,,-,39.0,92.2,132.0,98.4,,-
John Simon,NE,,Combine,6-2,260,,,4.62,70.6,,-,,-,,-,,-,,-
Shayne Skov,FA,2014,Combine,6-3,247,,,5.09,0.4,,-,,-,,-,,-,,-
Yawin Smallwood,FA,2014,Combine,6-3,236,,,,-,,-,,-,36.5,75.9,108.0,3.8,18.0,16.2
Cameron Smith,MIN,2019,Combine,6-2,235,32.38,10.38,4.69,51.0,4.23,76.3,,-,39.0,92.2,123.0,78.7,15.0,4.1
D.J. Smith,FA,,Combine,5-10,239,,,4.71,44.8,4.45,21.3,7.35,14.5,31.0,16.3,104.0,1.3,20.0,29.5
Marcus Smith,FA,2008,Combine,6-3,258,,,4.51,91.1,,-,,-,26.5,0.9,111.0,11.1,20.0,29.5
Terrance Smith,FA,2016,Combine,6-2,235,32.75,9.88,4.77,28.6,,-,,-,34.5,56.0,120.0,61.0,19.0,22.8
Roquan Smith,CHI,2018,Combine,6-0,230,32.00,10.00,4.51,91.1,,-,,-,,-,,-,,-
Jaylon Smith,DAL,2016,Combine,6-2,245,33.00,9.50,4.67,56.5,,-,,-,,-,,-,,-
Daryl Smith,FA,2018,Combine,6-2,250,,,4.61,73.4,,-,,-,29.5,6.0,,-,,-
Telvin Smith,FA,2014,Combine,6-3,215,,,4.52,89.7,,-,,-,31.5,21.4,119.0,54.5,,-
Malcolm Smith,CLE,2011,Pro Day,6-0,225,,,4.44,97.0,4.54,9.2,7.08,52.9,39.0,92.2,125.0,87.6,28.0,89.5
Preston Smith,GB,2015,Combine,6-5,265,,,4.74,36.5,4.28,58.0,7.07,54.8,34.0,51.6,121.0,67.8,24.0,63.9
Sutton Smith,FA,2019,Combine,6-0,233,30.75,9.00,4.69,51.0,4.32,45.3,6.75,94.8,31.5,21.4,118.0,47.7,25.0,73.7
Aldon Smith,DAL,2011,Combine,6-4,265,35.38,9.75,4.74,36.5,4.50,14.5,7.19,33.5,34.0,51.6,118.0,47.7,20.0,29.5
Za'Darius Smith,GB,2015,Combine,6-4,272,,,4.83,16.1,4.66,2.7,7.42,9.5,29.0,4.7,113.0,18.4,23.0,55.0
Scott Solomon,FA,2012,Combine,6-3,260,,,4.88,8.9,4.25,70.4,7.17,36.9,35.0,60.3,124.0,82.0,34.0,99.1
Martrell Spaight,FA,2015,Combine,6-0,243,,,4.81,20.2,,-,7.66,1.2,35.0,60.3,120.0,61.0,25.0,73.7
Sean Spence,FA,,Combine,5-11,231,,,4.66,59.3,4.28,58.0,7.46,7.4,33.5,45.3,119.0,54.5,12.0,1.1
Brandon Spikes,FA,2010,Pro Day,6-2,255,,,5.05,1.0,,-,6.97,72.3,29.0,4.7,111.0,11.1,,-
Justin Staples,FA,2017,Combine,6-4,245,33.50,9.50,4.51,91.1,,-,,-,36.0,71.2,130.0,95.8,,-
Tyler Starr,FA,2014,Combine,6-5,250,,,4.95,3.0,4.15,88.2,6.64,98.8,32.0,25.9,116.0,35.0,24.0,63.9
Jonathan Stewart,FA,2008,Combine,6-3,242,,,4.46,96.0,,-,,-,36.5,75.9,128.0,93.3,28.0,89.5
Lucas Stice,FA,2017,Pro Day,6-0,230,,,,-,,-,,-,32.5,32.4,108.0,3.8,28.0,89.5
Eric Striker,FA,2016,Combine,5-11,227,31.25,10.13,4.80,22.0,4.46,18.9,7.30,18.5,30.0,9.6,116.0,35.0,23.0,55.0
Justin Strnad,DEN,2020,Combine,6-3,238,31.75,9.13,4.74,36.5,4.49,16.3,,-,29.0,4.7,113.0,18.4,,-
Nathan Stupar,FA,,Combine,6-2,240,,,4.65,61.5,4.28,58.0,6.84,90.5,31.0,16.3,116.0,35.0,21.0,38.4
Ty Summers,GB,2019,Combine,6-1,241,31.50,10.00,4.51,91.1,,-,,-,36.0,71.2,123.0,78.7,27.0,84.2
Stevenson Sylvester,FA,2010,Combine,6-2,230,,,4.71,44.8,,-,,-,,-,,-,23.0,55.0
Sione Takitaki,CLE,2019,Combine,6-1,238,32.00,9.58,4.63,69.6,4.28,58.0,7.21,28.3,37.0,79.0,125.0,87.6,24.0,63.9
Pita Taumoepenu,FA,2017,Combine,6-1,245,32.38,9.88,4.67,56.5,4.33,43.8,6.91,81.2,28.5,2.9,112.0,14.4,24.0,63.9
Jahlani Tavai,DET,2019,Combine,6-2,250,31.88,9.00,,-,,-,,-,,-,,-,,-
J.R. Tavai,FA,,Combine,6-2,249,,,4.91,5.0,,-,,-,30.5,12.7,112.0,14.4,20.0,29.5
Bruce Taylor,FA,,Combine,6-1,245,,,5.01,1.6,4.39,31.7,7.21,28.3,30.5,12.7,115.0,30.4,19.0,22.8
Mike Taylor,FA,,Combine,6-2,222,,,4.75,33.3,,-,,-,,-,,-,,-
Davion Taylor,PHI,2020,Combine,6-0,228,32.13,9.63,4.49,94.2,4.26,68.0,6.96,73.5,35.0,60.3,127.0,91.6,21.0,38.4
Manti Te'o,FA,,Combine,6-1,241,,,4.82,18.5,4.27,65.1,7.13,43.4,33.0,37.3,113.0,18.4,,-
Matthew Thomas,FA,2018,Combine,6-3,232,33.00,8.88,4.58,80.0,4.28,58.0,6.85,89.5,41.5,98.2,131.0,97.6,,-
Chase Thomas,FA,,Combine,6-3,242,,,4.91,5.0,4.31,49.4,7.17,36.9,32.0,25.9,113.0,18.4,18.0,16.2
J.T. Thomas,FA,,Combine,6-1,236,,,4.65,61.5,4.28,58.0,7.23,26.5,30.5,12.7,114.0,25.3,23.0,55.0
Ron Thompson,FA,2016,Combine,6-3,268,32.25,9.38,4.92,4.0,4.50,14.5,7.46,7.4,,-,,-,18.0,16.2
Shaq Thompson,CAR,2015,Combine,6-0,230,,,4.64,67.5,4.08,94.1,6.99,67.7,33.5,45.3,117.0,41.2,,-
Lawrence Timmons,FA,2007,Combine,6-1,242,,,4.66,59.3,4.32,45.3,6.92,79.4,35.0,60.3,123.0,78.7,25.0,73.7
Korey Toomer,FA,2012,Pro Day,6-2,235,,,4.53,88.3,4.00,97.6,6.87,88.3,42.0,98.9,130.0,95.8,20.0,29.5
Lynden Trail,FA,2015,Combine,6-7,277,,,4.91,5.0,4.48,17.2,7.32,16.0,32.5,32.4,117.0,41.2,24.0,63.9
Drue Tranquill,LAC,2019,Combine,6-2,234,31.50,9.75,4.57,82.9,4.14,89.9,6.94,76.6,37.5,83.0,122.0,74.5,31.0,97.3
Danny Trevathan,CHI,2012,Pro Day,6-0,237,,,4.84,14.1,4.70,0.9,,-,31.5,21.4,112.0,14.4,18.0,16.2
Jordan Tripp,FA,2014,Combine,6-3,234,,,4.67,56.5,3.96,99.7,6.89,84.9,37.5,83.0,120.0,61.0,22.0,47.0
Davis Tull,FA,2015,Combine,6-3,240,,,4.57,82.9,,-,,-,42.5,99.8,132.0,98.4,26.0,79.9
Derrek Tuszka,DEN,2020,Combine,6-4,251,31.28,9.88,4.79,23.8,4.34,42.0,6.87,88.3,33.5,45.3,120.0,61.0,24.0,63.9
Josh Uche,NE,2020,Combine,6-2,250,,,,-,,-,,-,,-,,-,18.0,16.2
Tanner Vallejo,ARI,2017,Combine,6-1,230,30.50,9.63,4.67,56.5,4.39,31.7,,-,33.5,45.3,121.0,67.8,,-
Andrew Van Ginkel,MIA,2019,Combine,6-4,242,32.50,9.38,,-,4.14,89.9,6.89,84.9,38.0,86.2,123.0,78.7,17.0,13.2
Kyle Van Noy,MIA,2014,Combine,6-3,250,,,4.71,44.8,4.20,81.7,7.22,27.4,32.5,32.4,112.0,14.4,21.0,38.4
Leighton Vander Esch,DAL,2018,Combine,6-4,256,44.88,9.75,4.65,61.5,4.15,88.2,6.88,86.5,39.5,94.2,124.0,82.0,20.0,29.5
Azeem Victor,FA,2018,Combine,6-3,231,33.00,9.38,4.72,42.3,4.40,28.7,7.20,30.8,32.5,32.4,115.0,30.4,19.0,22.8
Nick Vigil,LAC,2016,Combine,6-2,235,32.38,10.25,4.72,42.3,4.00,97.6,6.73,95.7,31.5,21.4,115.0,30.4,,-
Zack Wagenmann,FA,2015,Combine,6-3,250,,,4.81,20.2,4.26,68.0,7.07,54.8,37.5,83.0,109.0,6.9,14.0,3.0
Bobby Wagner,SEA,2012,Pro Day,6-0,242,,,4.46,96.0,4.28,58.0,7.10,49.5,39.5,94.2,132.0,98.4,24.0,63.9
Cameron Wake,FA,2005,Combine,6-3,263,,,4.65,61.5,4.11,92.6,7.12,45.5,45.5,100.0,130.0,95.8,20.0,29.5
Mykal Walker,ATL,2020,Combine,6-3,230,32.50,10.00,4.65,61.5,4.25,70.4,7.09,50.8,33.0,37.3,122.0,74.5,20.0,29.5
D'Andre Walker,FA,2019,Combine,6-2,251,34.38,9.88,,-,,-,,-,,-,,-,,-
Anthony Walker,IND,2017,Combine,6-1,242,30.38,9.50,4.65,61.5,4.34,42.0,7.23,26.5,30.5,12.7,116.0,35.0,23.0,55.0
Sean Walters,FA,2017,Pro Day,6-2,228,,,4.83,16.1,,-,7.02,63.1,29.0,4.7,108.0,3.8,15.0,4.1
Jonathan Walton,FA,2017,Pro Day,6-0,236,,,4.69,51.0,,-,,-,33.5,45.3,108.0,3.8,15.0,4.1
Jihad Ward,BAL,2016,Combine,6-5,287,33.88,9.88,5.11,0.2,4.63,4.1,7.38,11.1,25.0,0.4,111.0,11.1,20.0,29.5
DeMarcus Ware,FA,2005,Combine,6-4,258,,,4.56,84.5,4.07,94.4,6.83,91.4,38.5,89.5,122.0,74.5,27.0,84.2
Fred Warner,SF,2018,Combine,6-3,236,32.00,9.75,4.64,67.5,4.28,58.0,6.90,83.1,38.5,89.5,119.0,54.5,21.0,38.4
Nyeem Wartman-White,FA,2017,Pro Day,6-1,245,,,,-,,-,,-,,-,,-,,-
Daryl Washington,FA,2010,Combine,6-2,230,,,4.58,80.0,,-,,-,31.0,16.3,114.0,25.3,17.0,13.2
T.J. Watt,PIT,2017,Combine,6-4,252,33.13,11.00,4.69,51.0,4.13,90.8,6.79,93.8,37.0,79.0,128.0,93.3,21.0,38.4
Sean Weatherspoon,FA,2010,Combine,6-2,244,,,4.62,70.6,4.38,34.0,6.99,67.7,40.0,96.7,123.0,78.7,34.0,99.1
Evan Weaver,FA,2020,Combine,6-2,237,31.63,9.88,4.76,31.0,4.21,80.2,7.02,63.1,32.0,25.9,117.0,41.2,15.0,4.1
Curtis Weaver,CLE,2020,Combine,6-3,265,32.38,10.00,,-,4.27,65.1,7.00,65.5,32.5,32.4,116.0,35.0,,-
Matthew Wells,FA,,Pro Day,6-2,222,,,4.44,97.0,4.26,68.0,6.97,72.3,35.5,67.0,118.0,47.7,15.0,4.1
Philip Wheeler,FA,2008,Combine,6-2,245,,,4.76,31.0,4.29,55.9,7.11,47.4,31.0,16.3,118.0,47.7,24.0,63.9
Kyzir White,LAC,2018,Combine,6-2,218,,,,-,,-,,-,35.5,67.0,113.0,18.4,21.0,38.4
Devin White,TB,2019,Combine,6-0,237,32.13,9.75,4.42,98.8,7.07,0.0,7.07,54.8,39.5,94.2,118.0,47.7,22.0,47.0
Chris White,FA,,Combine,6-3,238,,,4.65,61.5,4.25,70.4,6.95,75.4,34.0,51.6,115.0,30.4,17.0,13.2
Tahir Whitehead,CAR,,Combine,6-2,241,,,4.62,70.6,4.37,36.7,7.14,41.8,37.0,79.0,124.0,82.0,21.0,38.4
Kyle Wilber,LV,,Combine,6-4,240,33.25,9.25,4.86,11.9,4.31,49.4,7.11,47.4,33.5,45.3,117.0,41.2,25.0,73.7
James Wilder,FA,2014,Combine,6-3,232,32.00,9.75,4.86,11.9,4.24,74.9,6.92,79.4,35.0,60.3,121.0,67.8,18.0,16.2
Brandon Williams,FA,2016,Combine,6-3,248,32.50,8.63,4.37,100.0,4.19,84.6,,-,30.5,12.7,118.0,47.7,18.0,16.2
Tim Williams,FA,2017,Combine,6-3,252,32.75,9.25,4.68,54.0,4.57,5.9,7.36,13.8,33.5,45.3,124.0,82.0,,-
Nathan Williams,FA,,Combine,6-3,249,,,4.88,8.9,4.44,22.5,6.99,67.7,35.0,60.3,113.0,18.4,24.0,63.9
Tourek Williams,FA,2013,Combine,6-4,262,,,4.92,4.0,,-,,-,33.0,37.3,112.0,14.4,25.0,73.7
Trevardo Williams,FA,,Combine,6-1,237,,,4.57,82.9,,-,,-,38.0,86.2,124.0,82.0,30.0,93.6
Avery Williamson,NYJ,2014,Combine,6-1,246,,,4.66,59.3,4.07,94.4,7.11,47.4,30.5,12.7,120.0,61.0,25.0,73.7
Jordan Willis,NYJ,2017,Combine,6-4,270,33.50,9.88,4.53,88.3,4.28,58.0,6.85,89.5,39.0,92.2,125.0,87.6,24.0,63.9
Patrick Willis,FA,,Combine,6-1,240,,,4.51,91.1,4.46,18.9,7.23,26.5,39.0,92.2,119.0,54.5,22.0,47.0
Damien Wilson,KC,2015,Combine,6-0,245,,,4.77,28.6,4.20,81.7,7.21,28.3,37.0,79.0,119.0,54.5,22.0,47.0
Martez Wilson,FA,,Combine,6-4,252,34.68,9.75,4.49,94.2,4.28,58.0,7.04,60.3,36.0,71.2,124.0,82.0,23.0,55.0
Ramik Wilson,FA,2015,Combine,6-2,238,,,4.77,28.6,4.51,13.6,,-,35.0,60.3,111.0,11.1,23.0,55.0
Logan Wilson,CIN,2020,Combine,6-2,241,32.38,9.50,4.63,69.6,4.27,65.1,7.07,54.8,32.0,25.9,121.0,67.8,21.0,38.4
Lawrence Wilson,FA,,Combine,6-1,229,,,4.71,44.8,4.50,14.5,7.31,17.5,32.5,32.4,113.0,18.4,24.0,63.9
Kion Wilson,FA,2010,Combine,6-0,230,,,4.87,10.3,4.53,10.4,,-,36.5,75.9,123.0,78.7,27.0,84.2
Mack Wilson,CLE,2019,Combine,6-1,240,32.38,9.25,,-,,-,,-,32.0,25.9,117.0,41.2,,-
LaMarr Woodley,FA,2007,Pro Day,6-2,265,,,4.74,36.5,4.42,25.7,,-,38.5,89.5,117.0,41.2,29.0,92.5
David Woodward,FA,2020,Combine,6-2,235,31.63,9.25,4.79,23.8,4.37,36.7,7.34,15.1,33.5,45.3,114.0,25.3,16.0,9.1
Wesley Woodyard,FA,2008,Combine,6-0,233,,,4.51,91.1,4.25,70.4,7.15,39.7,30.0,9.6,118.0,47.7,,-
Chris Worley,FA,2018,Combine,6-1,238,31.25,9.25,4.86,11.9,,-,,-,29.5,6.0,,-,15.0,4.1
K.J. Wright,SEA,,Combine,6-4,246,34.88,9.00,4.75,33.3,4.46,18.9,7.26,22.2,32.0,25.9,120.0,61.0,20.0,29.5
Scooby Wright,FA,2016,Combine,6-0,240,30.50,9.75,4.90,6.7,4.47,18.0,,-,31.0,16.3,113.0,18.4,22.0,47.0
Osafdao Xafdakl,FA,2019,Combine,6-0,0,33.00,9.88,4.78,26.4,4.57,5.9,7.13,43.4,34.0,51.6,118.0,47.7,24.0,63.9
Willie Young,FA,2010,Combine,6-4,259,,,4.88,8.9,4.56,7.1,7.24,25.2,38.0,86.2,118.0,47.7,25.0,73.7
Trevon Young,CLE,2018,Combine,6-4,259,,,4.78,26.4,4.40,28.7,6.99,67.7,33.0,37.3,114.0,25.3,25.0,73.7
Kenny Young,LAR,2018,Combine,6-1,234,32.38,9.50,4.60,75.2,4.48,17.2,7.38,11.1,36.0,71.2,117.0,41.2,,-
Jordan Zumwalt,FA,2014,Combine,6-4,235,,,4.76,31.0,4.25,70.4,6.99,67.7,33.0,37.3,116.0,35.0,,-
