,,,,Week 5 Game,,,,Fantasy,Passing,,,Rushing,,,Receiving,,
Rank,Name,Team,Pos,OPP,Fav,Spread,O/U,Points,YDS,TD,INT,ATT,YDS,TD,REC,YDS,TD
432,Malik Turner,DAL,WR,NYG,DAL,-8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
433,T.J. Logan,TB,RB,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
434,Nsimba Webster,LAR,WR,WAS,LAR,-7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
435,Jake Luton,JAX,QB,HOU,HOU,5.5,54.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
436,Maxx Williams,ARI,TE,NYJ,ARI,-7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
437,Sean Mannion,MIN,QB,SEA,SEA,7,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
438,Deon Yelder,KC,TE,LV,KC,-11.0,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
439,Christian McCaffrey,CAR,RB,ATL,ATL,1,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
440,Rico Gafford,LV,WR,KC,KC,11,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
441,Ray-Ray McCloud,PIT,WR,PHI,PIT,-7.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
442,Dallas Goedert,PHI,TE,PIT,PIT,7,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
443,Colt McCoy,NYG,QB,DAL,DAL,8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
444,Robert Griffin,BAL,QB,CIN,BAL,-12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
445,Trace McSorley,BAL,QB,CIN,BAL,-12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
488,KJ Hamler,DEN,WR,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
538,Sony Michel,NE,RB,DEN,NE,-11.0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
448,Penny Hart,SEA,WR,MIN,SEA,-7.0,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
449,Ty Montgomery,NO,RB,LAC,NO,-8.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
584,Lee Smith,BUF,TE,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
451,James Morgan,NYJ,QB,ARI,ARI,7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
452,Nate Sudfeld,PHI,QB,PIT,PIT,7,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
453,Nick Mullens,SF,QB,MIA,SF,-9.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
592,Tommy Sweeney,BUF,TE,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
455,JoJo Natson,CLE,WR,IND,IND,1,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
456,De'Anthony Thomas,BAL,WR,CIN,BAL,-12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
457,Josh Oliver,JAX,TE,HOU,HOU,5.5,54.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
458,Eric Tomlinson,NYG,TE,DAL,DAL,8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459,Devine Ozigbo,JAX,RB,HOU,HOU,5.5,54.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
460,Jason Vander Laan,NO,TE,LAC,NO,-8.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
461,Dezmon Patmon,IND,WR,CLE,IND,-1.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
462,Dwayne Washington,NO,RB,LAC,NO,-8.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
463,Rashaad Penny,SEA,RB,MIN,SEA,-7.0,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
464,Antoine Wesley,BAL,WR,CIN,BAL,-12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
465,Joshua Perkins,PHI,TE,PIT,PIT,7,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
466,Cole Wick,NO,TE,LAC,NO,-8.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
560,Senorise Perry,TEN,RB,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
468,Luke Willson,SEA,TE,MIN,SEA,-7.0,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
469,Nathan Peterman,LV,QB,KC,KC,11,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
626,Logan Woodside,TEN,QB,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
471,Michael Pittman,IND,WR,CLE,IND,-1.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
472,Daniel Helm,SF,TE,MIA,SF,-9.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
566,MyCole Pruitt,TEN,TE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
474,Blaine Gabbert,TB,QB,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
475,Jalen Reagor,PHI,WR,PIT,PIT,7,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
476,Zach Gentry,PIT,TE,PHI,PIT,-7.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
477,Riley Ridley,CHI,WR,TB,TB,3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
478,Chris Godwin,TB,WR,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
479,Matt Schaub,ATL,QB,CAR,ATL,-1.0,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480,Marquise Goodwin,PHI,WR,PIT,PIT,7,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481,Da'Mari Scott,NYG,WR,DAL,DAL,8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
482,Will Grier,CAR,QB,ATL,ATL,1,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
483,Sterling Shepard,NYG,WR,DAL,DAL,8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
484,Ryan Griffin,TB,QB,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
485,David Sills,NYG,WR,DAL,DAL,8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
486,Emanuel Hall,WAS,WR,LAR,LAR,7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
580,Matthew Slater,NE,WR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
489,Vyncint Smith,NYJ,WR,ARI,ARI,7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
490,Deonte Harris,NO,WR,LAC,NO,-8.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
491,Geno Smith,SEA,QB,MIN,SEA,-7.0,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
492,Dwayne Haskins,WAS,QB,LAR,LAR,7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
493,Chad Henne,KC,QB,LV,KC,-11.0,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
494,Temarrick Hemingway,WAS,TE,LAR,LAR,7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
495,Ameer Abdullah,MIN,RB,SEA,SEA,7,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
496,KhaDarel Hodge,CLE,WR,IND,IND,1,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
499,Quincy Adeboyejo,NE,WR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
500,O.J. Howard,TB,TE,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
501,Salvon Ahmed,MIA,RB,SF,SF,9,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
503,Stephen Anderson,LAC,TE,NO,NO,8,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
505,Ryquell Armstead,JAX,RB,HOU,HOU,5.5,54.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
506,Brett Hundley,ARI,QB,NYJ,ARI,-7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
507,Antony Auclair,TB,TE,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
508,Allen Hurns,MIA,WR,SF,SF,9,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
509,Tavon Austin,SF,WR,MIA,SF,-9.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
510,Jalen Hurts,PHI,QB,PIT,PIT,7,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
511,Saquon Barkley,NYG,RB,DAL,DAL,8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
512,Trishton Jackson,LAR,WR,WAS,LAR,-7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
515,Matt Barkley,BUF,QB,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
514,Alshon Jeffery,PHI,WR,PIT,PIT,7,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
516,Xavier Jones,LAR,RB,WAS,LAR,-7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
517,Marcus Baugh,WAS,TE,LAR,LAR,7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
519,Omar Bayless,CAR,WR,ATL,ATL,1,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
520,Keith Kirkwood,CAR,WR,ATL,ATL,1,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
521,Evan Baylis,ARI,TE,NYJ,ARI,-7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
523,C.J. Beathard,SF,QB,MIA,SF,-9.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
527,Andrew Beck,DEN,TE,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
526,Bryce Love,WAS,RB,LAR,LAR,7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
528,Marlon Mack,IND,RB,CLE,IND,-1.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
531,LeVante Bellamy,DEN,RB,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
530,Marcus Mariota,LV,QB,KC,KC,11,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
532,AJ McCarron,HOU,QB,JAX,HOU,-5.5,54.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
533,Travis Benjamin,SF,WR,MIA,SF,-9.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
534,LeSean McCoy,TB,RB,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
537,Khari Blasingame,TEN,RB,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
536,Sean McKeon,DAL,TE,NYG,DAL,-8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
541,Brandon Bolden,NE,RB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
540,Denzel Mims,NYJ,WR,ARI,ARI,7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
542,Chris Moore,BAL,WR,CIN,BAL,-12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
545,Blake Bortles,DEN,QB,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
544,Thaddeus Moss,WAS,TE,LAR,LAR,7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
546,Johnny Mundt,LAR,TE,WAS,LAR,-7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
547,Jacob Breeland,BAL,TE,CIN,BAL,-12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
548,Nick O'Leary,LV,TE,KC,KC,11,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
549,Jacoby Brissett,IND,QB,CLE,IND,-1.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
550,K.J. Osborn,MIN,WR,SEA,SEA,7,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
551,Pharaoh Brown,HOU,TE,JAX,HOU,-5.5,54.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
552,Colby Parkinson,SEA,TE,MIN,SEA,-7.0,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
553,Daniel Brown,NYJ,TE,ARI,ARI,7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
554,Josh Pearson,TB,WR,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
555,Ventell Bryant,DAL,WR,NYG,DAL,-8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
556,Samaje Perine,CIN,RB,BAL,BAL,12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557,Hakeem Butler,PHI,TE,PIT,PIT,7,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
558,Malcolm Perry,MIA,WR,SF,SF,9,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
559,Raymond Calais,LAR,RB,WAS,LAR,-7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
561,Marquez Callaway,NO,WR,LAC,NO,-8.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
562,Scottie Phillips,HOU,RB,JAX,HOU,-5.5,54.5,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
563,Parris Campbell,IND,WR,CLE,IND,-1.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
564,James Proche,BAL,WR,CIN,BAL,-12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
565,Derek Carrier,LV,TE,KC,KC,11,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
567,Dan Chisena,MIN,WR,SEA,SEA,7,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
568,Jordan Reed,SF,TE,MIA,SF,-9.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
569,Nick Chubb,CLE,RB,IND,IND,1,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
570,Mason Rudolph,PIT,QB,PHI,PIT,-7.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
571,Darion Clark,CHI,TE,TB,TB,3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
572,Mason Schreck,CIN,TE,BAL,BAL,12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
573,Tarik Cohen,CHI,RB,TB,TB,3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
574,Tajae Sharpe,MIN,WR,SEA,SEA,7,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
575,Tevin Coleman,SF,RB,MIA,SF,-9.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
576,Trent Sherfield,ARI,WR,NYJ,ARI,-7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
577,Tyler Conklin,MIN,TE,SEA,SEA,7,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
578,Steven Sims,WAS,WR,LAR,LAR,7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
579,Cody Core,NYG,WR,DAL,DAL,8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
581,Isaiah Coulter,HOU,WR,JAX,HOU,-5.5,54.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
582,Alex Smith,WAS,QB,LAR,LAR,7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
583,Keke Coutee,HOU,WR,JAX,HOU,-5.5,54.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
585,Jason Croom,PHI,TE,PIT,PIT,7,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
586,Durham Smythe,MIA,TE,SF,SF,9,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
587,Andy Dalton,DAL,QB,NYG,DAL,-8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
588,Chris Streveler,ARI,QB,NYJ,ARI,-7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
589,Sam Darnold,NYJ,QB,ARI,ARI,7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
593,Corey Davis,TEN,WR,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
594,Tua Tagovailoa,MIA,QB,SF,SF,9,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
595,Ben DiNucci,DAL,QB,NYG,DAL,-8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
596,Tyrod Taylor,LAC,QB,NO,NO,8,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
597,Joshua Dobbs,PIT,QB,PHI,PIT,-7.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
598,Colin Thompson,CAR,TE,ATL,ATL,1,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
599,Josh Doctson,NYJ,WR,ARI,ARI,7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
600,Noah Togiai,IND,TE,CLE,IND,-1.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
601,Phillip Dorsett,SEA,WR,MIN,SEA,-7.0,57.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
602,Mitchell Trubisky,CHI,QB,TB,TB,3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
603,Rico Dowdle,DAL,RB,NYG,DAL,-8.5,54.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
604,C.J. Uzomah,CIN,TE,BAL,BAL,12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
607,Jeff Driskel,DEN,QB,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
606,P.J. Walker,CAR,QB,ATL,ATL,1,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
608,Kahale Warring,HOU,TE,JAX,HOU,-5.5,54.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
609,Jacob Eason,IND,QB,CLE,IND,-1.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
610,Justin Watson,TB,WR,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
611,Trey Edmunds,PIT,RB,PHI,PIT,-7.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
612,Trevon Wesco,NYJ,TE,ARI,ARI,7.5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
613,Bryan Edwards,LV,WR,KC,KC,11,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
614,DeAndrew White,BAL,WR,CIN,BAL,-12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
615,Austin Ekeler,LAC,RB,NO,NO,8,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
616,Kevin White,SF,WR,MIA,SF,-9.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
619,Noah Fant,DEN,TE,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
618,Tyrell Williams,LV,WR,KC,KC,11,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
620,Damien Williams,KC,RB,LV,KC,-11.0,55.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
621,Ryan Finley,CIN,QB,BAL,BAL,12.5,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
622,Albert Wilson,MIA,WR,SF,SF,9,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
625,Austin Fort,DEN,TE,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
624,John Wolford,LAR,QB,WAS,LAR,-7.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
627,John Franklin,TB,WR,CHI,TB,-3.5,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
628,Brandon Zylstra,CAR,WR,ATL,ATL,1,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
