,,,,Fantasy,Defensive Stats,,,,,,,
Rayshawn Jenkins,LAC,S,1,11.0,3,6,9,1.0,0,0,0,0
Justin Simmons,DEN,S,1,8.0,7,1,8,0.0,0,0,0,0
Kamu Grugier-Hill,MIA,LB,1,10.0,6,2,8,1.0,0,0,0,0
Marcus Maye,NYJ,S,1,8.0,4,4,8,0.0,0,0,0,0
Mike Hilton,PIT,CB,1,10.0,8,0,8,0.0,0,0,1,0
Nate Gerry,PHI,LB,1,8.0,4,4,8,0.0,0,0,0,0
Vonn Bell,CIN,S,1,8.0,3,5,8,0.0,0,0,0,0
Joe Schobert,JAX,LB,1,8.0,6,2,8,0.0,0,0,0,0
Juston Burris,CAR,S,1,8.0,7,1,8,0.0,0,0,0,0
Joe Thomas,DAL,LB,1,8.0,4,4,8,0.0,0,0,0,0
Troy Hill,LAR,CB,1,8.0,4,4,8,0.0,0,0,0,0
Anthony Harris,MIN,S,1,8.0,6,2,8,0.0,0,0,0,0
Jonathan Jones,NE,CB,1,8.0,5,3,8,0.0,0,0,0,0
Jon Bostic,WAS,LB,1,8.0,5,3,8,0.0,0,0,0,0
Adrian Phillips,NE,S,1,8.0,5,3,8,0.0,0,0,0,0
Jamel Dean,TB,CB,1,8.0,6,2,8,0.0,0,0,0,0
Nasir Adderley,LAC,S,1,8.0,6,2,8,0.0,0,0,0,0
Jerome Baker,MIA,LB,1,8.0,3,5,8,0.0,0,0,0,0
Khari Willis,IND,S,1,8.0,6,2,8,0.0,0,0,0,0
Taylor Rapp,LAR,S,1,8.0,6,2,8,0.0,0,0,0,0
Mackensie Alexander,CIN,CB,1,8.0,7,1,8,0.0,0,0,0,0
Carl Lawson,CIN,DE,1,14.0,4,4,8,2.0,1,0,0,0
Keanu Neal,ATL,S,1,8.0,5,3,8,0.0,0,0,0,0
Jaylon Smith,DAL,LB,1,8.0,4,4,8,0.0,0,0,0,0
Josh Jones,JAX,S,1,8.0,7,1,8,0.0,0,0,0,0
Matt Milano,BUF,LB,1,10.0,6,2,8,1.0,0,0,0,0
John Johnson,LAR,S,1,10.0,6,2,8,0.0,0,0,1,0
Jayon Brown,TEN,LB,1,8.0,6,2,8,0.0,0,0,0,0
Isaac Yiadom,NYG,CB,1,8.0,4,4,8,0.0,0,0,0,0
Budda Baker,ARI,S,1,8.0,8,0,8,0.0,0,0,0,0
Nicholas Morrow,LV,LB,1,8.0,7,1,8,0.0,0,0,0,0
Mykal Walker,ATL,LB,1,10.0,6,2,8,0.0,1,0,0,0
Sione Takitaki,CLE,LB,1,7.0,3,4,7,0.0,0,0,0,0
Fred Warner,SF,LB,1,9.0,3,4,7,0.0,0,0,1,0
Rashaan Evans,TEN,LB,1,9.0,4,3,7,0.0,0,1,0,0
Avonte Maddox,PHI,CB,1,7.0,7,0,7,0.0,0,0,0,0
Josey Jewell,DEN,LB,1,7.0,5,2,7,0.0,0,0,0,0
Eddie Jackson,CHI,S,1,7.0,5,2,7,0.0,0,0,0,0
Jessie Bates,CIN,S,1,7.0,2,5,7,0.0,0,0,0,0
Devin White,TB,LB,1,7.0,3,4,7,0.0,0,0,0,0
Holton Hill,MIN,CB,1,7.0,4,3,7,0.0,0,0,0,0
Isaiah Oliver,ATL,CB,1,7.0,6,1,7,0.0,0,0,0,0
Darnell Savage,GB,S,1,7.0,5,2,7,0.0,0,0,0,0
Blessuan Austin,NYJ,CB,1,7.0,7,0,7,0.0,0,0,0,0
Ugo Amadi,SEA,S,1,7.0,6,1,7,0.0,0,0,0,0
Logan Ryan,NYG,S,1,7.0,4,3,7,0.0,0,0,0,0
Tahir Whitehead,CAR,LB,1,9.0,2,5,7,0.0,0,1,0,0
Demario Davis,NO,LB,1,9.0,6,1,7,1.0,0,0,0,0
Josh Bynes,CIN,LB,1,7.0,4,3,7,0.0,0,0,0,0
Johnathan Joseph,TEN,CB,1,11.0,7,0,7,0.0,1,0,1,0
Darius Slay,PHI,CB,1,7.0,7,0,7,0.0,0,0,0,0
Cre'von LeBlanc,PHI,CB,1,7.0,6,1,7,0.0,0,0,0,0
Elandon Roberts,MIA,LB,1,7.0,3,4,7,0.0,0,0,0,0
Brandon Williams,BAL,DT,1,7.0,7,0,7,0.0,0,0,0,0
Eric Wilson,MIN,LB,1,9.0,4,3,7,1.0,0,0,0,0
Cory Littleton,LV,LB,1,6.0,4,2,6,0.0,0,0,0,0
De'Vondre Campbell,ARI,LB,1,6.0,4,2,6,0.0,0,0,0,0
Shaquil Barrett,TB,LB,1,10.0,5,1,6,2.0,0,0,0,0
Quandre Diggs,SEA,S,1,6.0,5,1,6,0.0,0,0,0,0
DeForest Buckner,IND,DT,1,6.0,4,2,6,0.0,0,0,0,0
Deion Jones,ATL,LB,1,6.0,2,4,6,0.0,0,0,0,0
Karl Joseph,CLE,S,1,8.0,4,2,6,0.0,0,0,1,0
Buster Skrine,CHI,CB,1,6.0,5,1,6,0.0,0,0,0,0
Kareem Jackson,DEN,S,1,6.0,4,2,6,0.0,0,0,0,0
Derek Wolfe,BAL,DE,1,6.0,1,5,6,0.0,0,0,0,0
Janoris Jenkins,NO,CB,1,6.0,4,2,6,0.0,0,0,0,0
Tashaun Gipson,CHI,S,1,8.0,4,2,6,0.0,0,0,1,0
Jamie Collins,DET,LB,1,8.0,1,5,6,0.0,0,0,1,0
Dre Kirkpatrick,ARI,CB,1,6.0,4,2,6,0.0,0,0,0,0
Darqueze Dennard,ATL,CB,1,8.0,3,3,6,0.0,0,0,1,0
Aaron Donald,LAR,DE,1,14.0,5,1,6,2.0,1,1,0,0
Lamarcus Joyner,LV,S,1,6.0,6,0,6,0.0,0,0,0,0
Tre Boston,CAR,S,1,6.0,4,2,6,0.0,0,0,0,0
Jamal Perry,MIA,CB,1,6.0,3,3,6,0.0,0,0,0,0
Juan Thornhill,KC,S,1,6.0,5,1,6,0.0,0,0,0,0
Justin Reid,HOU,S,1,6.0,4,2,6,0.0,0,0,0,0
Rasul Douglas,CAR,CB,1,6.0,2,4,6,0.0,0,0,0,0
Ceedy Duce,NO,S,1,6.0,6,0,6,0.0,0,0,0,0
C.J. Gardner-Johnson,NO,S,1,6.0,6,0,6,0.0,0,0,0,0
Antoine Winfield,TB,S,1,8.0,4,2,6,1.0,0,0,0,0
Jeff Okudah,DET,CB,1,8.0,6,0,6,0.0,0,0,1,0
Vernon Hargreaves,HOU,CB,1,6.0,6,0,6,0.0,0,0,0,0
Michael Davis,LAC,CB,1,6.0,5,1,6,0.0,0,0,0,0
Germaine Pratt,CIN,LB,1,6.0,3,3,6,0.0,0,0,0,0
Neville Hewitt,NYJ,LB,1,6.0,3,3,6,0.0,0,0,0,0
Maurice Hurst,LV,DT,1,6.0,5,1,6,0.0,0,0,0,0
Anthony Walker,IND,LB,1,6.0,5,1,6,0.0,0,0,0,0
Marlon Humphrey,BAL,CB,1,6.0,3,3,6,0.0,0,0,0,0
Marshon Lattimore,NO,CB,1,6.0,6,0,6,0.0,0,0,0,0
Tre Herndon,JAX,CB,1,5.0,5,0,5,0.0,0,0,0,0
J.C. Jackson,NE,CB,1,7.0,5,0,5,0.0,0,1,0,0
Harold Landry,TEN,LB,1,5.0,3,2,5,0.0,0,0,0,0
Tre Flowers,SEA,CB,1,5.0,4,1,5,0.0,0,0,0,0
Xavier Woods,DAL,S,1,5.0,3,2,5,0.0,0,0,0,0
Chris Jones,KC,DT,1,13.0,3,2,5,2.0,2,0,0,0
Kenneth Murray,LAC,LB,1,5.0,2,3,5,0.0,0,0,0,0
Jeffery Simmons,TEN,DE,1,7.0,3,2,5,1.0,0,0,0,0
Derrick Brown,CAR,DT,1,5.0,4,1,5,0.0,0,0,0,0
Brandon Jones,MIA,S,1,5.0,3,2,5,0.0,0,0,0,0
Tremaine Edmunds,BUF,LB,1,5.0,4,1,5,0.0,0,0,0,0
DeShon Elliott,BAL,S,1,5.0,4,1,5,0.0,0,0,0,0
Minkah Fitzpatrick,PIT,S,1,5.0,5,0,5,0.0,0,0,0,0
Daron Payne,WAS,DT,1,5.0,3,2,5,0.0,0,0,0,0
Roquan Smith,CHI,LB,1,7.0,3,2,5,0.0,1,0,0,0
Jordan Whitehead,TB,S,1,7.0,4,1,5,1.0,0,0,0,0
Jeff Gladney,MIN,CB,1,5.0,5,0,5,0.0,0,0,0,0
Logan Wilson,CIN,LB,1,7.0,5,0,5,0.0,0,0,1,0
Tyrann Mathieu,KC,S,1,5.0,3,2,5,0.0,0,0,0,0
Duron Harmon,DET,S,1,7.0,3,2,5,0.0,0,0,1,0
K'Waun Williams,SF,CB,1,5.0,3,2,5,0.0,0,0,0,0
Anthony Hitchens,KC,LB,1,5.0,0,5,5,0.0,0,0,0,0
Jimmie Ward,SF,S,1,5.0,3,2,5,0.0,0,0,0,0
Khalil Mack,CHI,LB,1,6.0,1,4,5,0.5,0,0,0,0
Lawrence Guy,NE,DT,1,7.0,0,5,5,0.0,0,1,0,0
Rodney McLeod,PHI,S,1,5.0,2,3,5,0.0,0,0,0,0
Daniel Sorensen,KC,S,1,5.0,4,1,5,0.0,0,0,0,0
L.J. Fort,BAL,LB,1,5.0,2,3,5,0.0,0,0,0,0
Kenny Vaccaro,TEN,S,1,5.0,4,1,5,0.0,0,0,0,0
Danny Trevathan,CHI,LB,1,5.0,4,1,5,0.0,0,0,0,0
Whitney Mercilus,HOU,LB,1,5.0,2,3,5,0.0,0,0,0,0
Jimmy Smith,BAL,CB,1,5.0,3,2,5,0.0,0,0,0,0
Brandon Graham,PHI,DE,1,9.0,5,0,5,2.0,0,0,0,0
Eric Murray,HOU,S,1,7.0,5,0,5,0.0,1,0,0,0
Jalen Mills,PHI,S,1,8.0,3,2,5,1.5,0,0,0,0
Denico Autry,IND,DT,1,5.0,4,1,5,0.0,0,0,0,0
Adrian Amos,GB,S,1,5.0,4,1,5,0.0,0,0,0,0
Eric Rowe,MIA,S,1,5.0,2,3,5,0.0,0,0,0,0
Jordan Hicks,ARI,LB,1,5.0,3,2,5,0.0,0,0,0,0
Deatrich Wise,NE,DE,1,8.0,3,2,5,0.5,0,1,0,0
Brian Poole,NYJ,CB,1,5.0,5,0,5,0.0,0,0,0,0
Dalvin Tomlinson,NYG,DT,1,5.0,3,2,5,0.0,0,0,0,0
Leonard Williams,NYG,DE,1,7.0,2,3,5,1.0,0,0,0,0
Ronald Darby,WAS,CB,1,4.0,2,2,4,0.0,0,0,0,0
Jaleel Johnson,MIN,DT,1,4.0,2,2,4,0.0,0,0,0,0
William Jackson,CIN,CB,1,4.0,4,0,4,0.0,0,0,0,0
Landon Collins,WAS,S,1,4.0,2,2,4,0.0,0,0,0,0
Damien Wilson,KC,LB,1,6.0,2,2,4,0.0,1,0,0,0
Erik Harris,LV,S,1,4.0,4,0,4,0.0,0,0,0,0
Marcell Harris,SF,S,1,8.0,3,1,4,0.0,2,0,0,0
Daryl Worley,DAL,CB,1,4.0,3,1,4,0.0,0,0,0,0
Corn Elder,CAR,CB,1,4.0,2,2,4,0.0,0,0,0,0
Darius Phillips,CIN,CB,1,4.0,3,1,4,0.0,0,0,0,0
Malcolm Butler,TEN,CB,1,4.0,4,0,4,0.0,0,0,0,0
Haason Reddick,ARI,LB,1,6.0,3,1,4,1.0,0,0,0,0
Nevin Lawson,LV,CB,1,4.0,3,1,4,0.0,0,0,0,0
Darryl Roberts,DET,CB,1,4.0,4,0,4,0.0,0,0,0,0
Kevin Byard,TEN,S,1,4.0,1,3,4,0.0,0,0,0,0
Darian Thompson,DAL,S,1,4.0,3,1,4,0.0,0,0,0,0
Kyler Fackrell,NYG,LB,1,4.0,2,2,4,0.0,0,0,0,0
B.J. Goodson,CLE,LB,1,8.0,4,0,4,0.0,0,1,1,0
Grady Jarrett,ATL,DT,1,6.0,3,1,4,1.0,0,0,0,0
Sheldon Richardson,CLE,DT,1,6.0,3,1,4,1.0,0,0,0,0
Stephon Tuitt,PIT,DE,1,6.0,2,2,4,1.0,0,0,0,0
Marcus Peters,BAL,CB,1,4.0,3,1,4,0.0,0,0,0,0
Will Redmond,GB,CB,1,4.0,3,1,4,0.0,0,0,0,0
Denzel Perryman,LAC,LB,1,4.0,4,0,4,0.0,0,0,0,0
Ryan Anderson,WAS,DE,1,4.0,2,2,4,0.0,0,0,0,0
Corey Peters,ARI,DT,1,6.0,2,2,4,1.0,0,0,0,0
Chris Harris,LAC,CB,1,4.0,2,2,4,0.0,0,0,0,0
Calais Campbell,BAL,DE,1,4.0,2,2,4,0.0,0,0,0,0
Jason McCourty,NE,CB,1,4.0,3,1,4,0.0,0,0,0,0
J.J. Watt,HOU,DE,1,4.0,1,3,4,0.0,0,0,0,0
Cameron Jordan,NO,DE,1,4.0,1,3,4,0.0,0,0,0,0
Aldon Smith,DAL,LB,1,10.0,4,0,4,3.0,0,0,0,0
Chandler Jones,DET,LB,1,4.0,2,2,4,0.0,0,0,0,0
TJ Carrie,IND,CB,1,12.0,3,1,4,0.0,0,0,1,1
Tavon Wilson,IND,S,1,4.0,4,0,4,0.0,0,0,0,0
Jurrell Casey,DEN,DE,1,4.0,1,3,4,0.0,0,0,0,0
Chris Banjo,ARI,S,1,4.0,3,1,4,0.0,0,0,0,0
Akiem Hicks,CHI,DE,1,7.0,3,1,4,1.5,0,0,0,0
Shelby Harris,DEN,DE,1,8.0,3,1,4,2.0,0,0,0,0
Terrence Brooks,NE,S,1,4.0,2,2,4,0.0,0,0,0,0
Christian Jones,DET,LB,1,4.0,1,3,4,0.0,0,0,0,0
Jeremiah Attaochu,DEN,LB,1,4.0,4,0,4,0.0,0,0,0,0
Kyle Fuller,CHI,CB,1,4.0,4,0,4,0.0,0,0,0,0
Lavonte David,TB,LB,1,6.0,2,2,4,0.0,0,0,1,0
Kevin Pierre-Louis,WAS,LB,1,4.0,1,3,4,0.0,0,0,0,0
Michael Ojemudia,DEN,CB,1,4.0,3,1,4,0.0,0,0,0,0
Mike Edwards,TB,S,1,6.0,3,1,4,0.0,0,0,1,0
Clelin Ferrell,LV,DE,1,4.0,4,0,4,0.0,0,0,0,0
Deionte Thompson,ARI,S,1,4.0,4,0,4,0.0,0,0,0,0
Will Harris,DET,S,1,4.0,3,1,4,0.0,0,0,0,0
Rashad Fenton,KC,CB,1,4.0,3,1,4,0.0,0,0,0,0
Dexter Lawrence,NYG,DE,1,4.0,1,3,4,0.0,0,0,0,0
Devin Bush,PIT,LB,1,5.0,2,2,4,0.5,0,0,0,0
Marlon Davidson,ATL,DT,1,4.0,2,2,4,0.0,0,0,0,0
Micah Kiser,LAR,LB,1,4.0,0,4,4,0.0,0,0,0,0
T.J. Watt,PIT,LB,1,6.0,4,0,4,1.0,0,0,0,0
Oren Burks,GB,LB,1,6.0,4,0,4,0.0,1,0,0,0
Larry Ogunjobi,CLE,DT,1,4.0,2,2,4,0.0,0,0,0,0
Tedric Thompson,KC,S,1,4.0,3,1,4,0.0,0,0,0,0
Kevin King,GB,CB,1,4.0,3,1,4,0.0,0,0,0,0
Devante Downs,NYG,LB,1,4.0,1,3,4,0.0,0,0,0,0
Shaun Dion Hamilton,WAS,LB,1,4.0,4,0,4,0.0,0,0,0,0
Raekwon McMillan,LV,LB,1,4.0,3,1,4,0.0,0,0,0,0
Bobby Okereke,IND,LB,1,4.0,3,1,4,0.0,0,0,0,0
Ja'Whaun Bentley,NE,LB,1,4.0,4,0,4,0.0,0,0,0,0
Ryan Neal,SEA,S,1,6.0,4,0,4,0.0,0,0,1,0
Derek Barnett,PHI,DE,1,8.0,4,0,4,2.0,0,0,0,0
Myles Garrett,CLE,DE,1,12.0,4,0,4,2.0,1,1,0,0
Troy Apke,WAS,S,1,4.0,4,0,4,0.0,0,0,0,0
Oshane Ximines,NYG,LB,1,4.0,3,1,4,0.0,0,0,0,0
Sam Hubbard,CIN,DE,1,6.0,4,0,4,1.0,0,0,0,0
Terrell Edmunds,PIT,S,1,4.0,4,0,4,0.0,0,0,0,0
Montez Sweat,WAS,DE,1,6.0,3,1,4,1.0,0,0,0,0
T.J. Edwards,PHI,LB,1,4.0,1,3,4,0.0,0,0,0,0
A.J. Moore,HOU,S,1,4.0,3,1,4,0.0,0,0,0,0
Patrick Queen,BAL,LB,1,4.0,4,0,4,0.0,0,0,0,0
Jaylon Johnson,CHI,CB,1,4.0,3,1,4,0.0,0,0,0,0
Grover Stewart,IND,DT,1,3.0,3,0,3,0.0,0,0,0,0
Noah Igbinoghene,MIA,CB,1,3.0,2,1,3,0.0,0,0,0,0
Darnay Holmes,NYG,CB,1,3.0,2,1,3,0.0,0,0,0,0
Daniel Ross,LV,DT,1,3.0,3,0,3,0.0,0,0,0,0
Alton Robinson,SEA,DE,1,5.0,3,0,3,1.0,0,0,0,0
Zach Sieler,MIA,DE,1,4.0,1,2,3,0.5,0,0,0,0
Tavierre Thomas,CLE,CB,1,3.0,3,0,3,0.0,0,0,0,0
Vita Vea,TB,DT,1,5.0,1,2,3,1.0,0,0,0,0
Uchenna Nwosu,LAC,DE,1,3.0,2,1,3,0.0,0,0,0,0
Da'Shawn Hand,DET,DE,1,3.0,2,1,3,0.0,0,0,0,0
Bradley Chubb,DEN,LB,1,3.0,3,0,3,0.0,0,0,0,0
Brandon Watson,JAX,CB,1,3.0,1,2,3,0.0,0,0,0,0
M.J. Stewart,CLE,CB,1,3.0,3,0,3,0.0,0,0,0,0
P.J. Hall,HOU,DT,1,3.0,2,1,3,0.0,0,0,0,0
Sebastian Joseph-Day,LAR,DT,1,3.0,2,1,3,0.0,0,0,0,0
Leonard Floyd,LAR,LB,1,5.0,3,0,3,1.0,0,0,0,0
Jourdan Lewis,DAL,CB,1,3.0,3,0,3,0.0,0,0,0,0
Matt Judon,BAL,LB,1,3.0,1,2,3,0.0,0,0,0,0
Byron Murphy,ARI,CB,1,3.0,3,0,3,0.0,0,0,0,0
D.J. Wonnum,MIN,DE,1,3.0,2,1,3,0.0,0,0,0,0
Malik Harrison,BAL,LB,1,3.0,2,1,3,0.0,0,0,0,0
Brian Burns,CAR,DE,1,7.0,2,1,3,1.0,1,0,0,0
Quinnen Williams,NYJ,DE,1,3.0,3,0,3,0.0,0,0,0,0
Tim Settle,WAS,DT,1,3.0,2,1,3,0.0,0,0,0,0
Porter Gustin,CLE,LB,1,3.0,2,1,3,0.0,0,0,0,0
Carlton Davis,TB,CB,1,3.0,3,0,3,0.0,0,0,0,0
Jaire Alexander,GB,CB,1,3.0,3,0,3,0.0,0,0,0,0
Johnathan Abram,LV,S,1,5.0,2,1,3,0.0,0,0,1,0
Andrew Wingard,JAX,S,1,3.0,3,0,3,0.0,0,0,0,0
Jaylinn Hawkins,ATL,S,1,3.0,2,1,3,0.0,0,0,0,0
Jacob Tuioti-Mariner,ATL,DE,1,3.0,3,0,3,0.0,0,0,0,0
Terrance Mitchell,CLE,CB,1,5.0,1,2,3,0.0,1,0,0,0
Bryce Callahan,DEN,CB,1,3.0,3,0,3,0.0,0,0,0,0
Kyle Van Noy,MIA,LB,1,9.0,1,2,3,1.0,1,1,0,0
Kevin Johnson,CLE,CB,1,5.0,2,1,3,0.0,1,0,0,0
Christian Kirksey,GB,LB,1,3.0,3,0,3,0.0,0,0,0,0
Cassius Marsh,JAX,LB,1,3.0,3,0,3,0.0,0,0,0,0
Johnathan Hankins,LV,DT,1,3.0,2,1,3,0.0,0,0,0,0
Jaquiski Tartt,SF,S,1,3.0,2,1,3,0.0,0,0,0,0
Michael Brockers,LAR,DE,1,3.0,2,1,3,0.0,0,0,0,0
Shamar Stephen,MIN,DT,1,3.0,3,0,3,0.0,0,0,0,0
Devon Kennard,ARI,LB,1,5.0,2,1,3,1.0,0,0,0,0
Nick Williams,DET,DT,1,3.0,2,1,3,0.0,0,0,0,0
Zach Kerr,CAR,DT,1,3.0,2,1,3,0.0,0,0,0,0
Ryan Kerrigan,WAS,DE,1,3.0,1,2,3,0.0,0,0,0,0
Ndamukong Suh,TB,DE,1,3.0,3,0,3,0.0,0,0,0,0
Steve McLendon,NYJ,DT,1,3.0,3,0,3,0.0,0,0,0,0
Devin McCourty,NE,S,1,3.0,1,2,3,0.0,0,0,0,0
Andrew Sendejo,CLE,S,1,3.0,2,1,3,0.0,0,0,0,0
Carl Nassib,LV,LB,1,3.0,1,2,3,0.0,0,0,0,0
Arik Armstead,SF,DE,1,3.0,2,1,3,0.0,0,0,0,0
Shaq Lawson,MIA,DE,1,3.0,1,2,3,0.0,0,0,0,0
Shilique Calhoun,NE,LB,1,8.0,2,1,3,0.5,2,0,0,0
Bud Dupree,PIT,LB,1,6.0,1,2,3,1.5,0,0,0,0
Brennan Scarlett,HOU,LB,1,3.0,2,1,3,0.0,0,0,0,0
James Bradberry,NYG,CB,1,3.0,2,1,3,0.0,0,0,0,0
Trey Flowers,DET,DE,1,3.0,1,2,3,0.0,0,0,0,0
Preston Smith,GB,LB,1,3.0,1,2,3,0.0,0,0,0,0
Bobby McCain,MIA,S,1,3.0,2,1,3,0.0,0,0,0,0
D.J. Hayden,JAX,CB,1,3.0,2,1,3,0.0,0,0,0,0
Trevor Williams,PHI,CB,1,3.0,2,1,3,0.0,0,0,0,0
Alex Anzalone,NO,LB,1,3.0,3,0,3,0.0,0,0,0,0
Ifeadi Odenigbo,MIN,DE,1,3.0,3,0,3,0.0,0,0,0,0
Dylan Cole,HOU,LB,1,3.0,0,3,3,0.0,0,0,0,0
Kavon Frazier,MIA,S,1,3.0,2,1,3,0.0,0,0,0,0
Damontae Kazee,ATL,S,1,5.0,3,0,3,0.0,1,0,0,0
Adam Butler,NE,DT,1,3.0,1,2,3,0.0,0,0,0,0
Hardy Nickerson,MIN,LB,1,2.0,1,1,2,0.0,0,0,0,0
Emmanuel Ogbah,MIA,DE,1,3.0,0,2,2,0.5,0,0,0,0
Malcom Brown,NO,DT,1,2.0,0,2,2,0.0,0,0,0,0
P.J. Williams,NO,CB,1,2.0,1,1,2,0.0,0,0,0,0
Adam Gotsis,JAX,DE,1,2.0,1,1,2,0.0,0,0,0,0
Reggie Ragland,DET,LB,1,2.0,1,1,2,0.0,0,0,0,0
Jeff Heath,LV,S,1,2.0,2,0,2,0.0,0,0,0,0
Joey Bosa,LAC,DE,1,4.0,2,0,2,1.0,0,0,0,0
Za'Darius Smith,GB,LB,1,6.0,1,1,2,0.0,1,1,0,0
Romeo Okwara,DET,DE,1,4.0,2,0,2,1.0,0,0,0,0
Tyeler Davison,ATL,DT,1,2.0,1,1,2,0.0,0,0,0,0
Jason Verrett,SF,CB,1,2.0,2,0,2,0.0,0,0,0,0
Curtis Riley,ARI,S,1,2.0,1,1,2,0.0,0,0,0,0
DaQuan Jones,TEN,DT,1,2.0,2,0,2,0.0,0,0,0,0
DeShawn Williams,DEN,DE,1,2.0,1,1,2,0.0,0,0,0,0
Jadeveon Clowney,TEN,DE,1,2.0,1,1,2,0.0,0,0,0,0
James Vaughters,CHI,LB,1,2.0,1,1,2,0.0,0,0,0,0
Alex Singleton,PHI,LB,1,2.0,1,1,2,0.0,0,0,0,0
LeShaun Sims,CIN,CB,1,4.0,2,0,2,0.0,0,0,1,0
Roy Robertson-Harris,CHI,DE,1,2.0,1,1,2,0.0,0,0,0,0
Matthias Farley,NYJ,S,1,2.0,2,0,2,0.0,0,0,0,0
Danny Shelton,DET,DT,1,2.0,0,2,2,0.0,0,0,0,0
Jordan Phillips,ARI,DE,1,4.0,2,0,2,1.0,0,0,0,0
D.J. Reader,CIN,DT,1,2.0,1,1,2,0.0,0,0,0,0
Carlos Watkins,HOU,DE,1,4.0,2,0,2,1.0,0,0,0,0
Markus Golden,NYG,LB,1,2.0,0,2,2,0.0,0,0,0,0
DeMarcus Lawrence,DAL,DE,1,2.0,1,1,2,0.0,0,0,0,0
Joe Haden,PIT,CB,1,2.0,2,0,2,0.0,0,0,0,0
Thomas Davis,WAS,LB,1,2.0,2,0,2,0.0,0,0,0,0
Jerry Hughes,BUF,DE,1,2.0,1,1,2,0.0,0,0,0,0
Cameron Heyward,PIT,DE,1,2.0,2,0,2,0.0,0,0,0,0
Allen Bailey,ATL,DE,1,2.0,2,0,2,0.0,0,0,0,0
Linval Joseph,LAC,DT,1,2.0,1,1,2,0.0,0,0,0,0
Vince Williams,PIT,LB,1,4.0,2,0,2,1.0,0,0,0,0
Steven Means,ATL,DE,1,2.0,1,1,2,0.0,0,0,0,0
Malik Jackson,PHI,DT,1,3.0,0,2,2,0.5,0,0,0,0
Abry Jones,JAX,DT,1,2.0,0,2,2,0.0,0,0,0,0
Fletcher Cox,PHI,DT,1,4.0,2,0,2,1.0,0,0,0,0
John Simon,NE,LB,1,2.0,1,1,2,0.0,0,0,0,0
Kerry Hyder,SF,DE,1,4.0,1,1,2,1.0,0,0,0,0
Pernell McPhee,BAL,LB,1,2.0,2,0,2,0.0,0,0,0,0
Mike Purcell,DEN,DT,1,2.0,1,1,2,0.0,0,0,0,0
Dontari Poe,DAL,DT,1,2.0,1,1,2,0.0,0,0,0,0
Trent Murphy,BUF,DE,1,2.0,2,0,2,0.0,0,0,0,0
Jason Pierre-Paul,TB,LB,1,6.0,1,1,2,1.0,1,0,0,0
Phillip Gaines,HOU,CB,1,2.0,1,1,2,0.0,0,0,0,0
Bradley Roby,HOU,CB,1,2.0,2,0,2,0.0,0,0,0,0
Henry Anderson,NYJ,DE,1,2.0,2,0,2,0.0,0,0,0,0
Kenny Young,LAR,LB,1,2.0,1,1,2,0.0,0,0,0,0
Ben Niemann,KC,LB,1,6.0,2,0,2,1.0,0,1,0,0
